"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000216181 (pp) 9606.ENSP00000263238","false","pp","9606.ENSP00000216181 (pp) 9606.ENSP00000263238","0.139","0.0","0.5","0.277","0.0",,"0.0","0.812","0.467"
"pp","9606.ENSP00000216181 (pp) 9606.ENSP00000367220","false","pp","9606.ENSP00000216181 (pp) 9606.ENSP00000367220","0.157","0.0","0.5","0.244","0.0",,"0.0","0.805","0.459"
"pp","9606.ENSP00000216181 (pp) 9606.ENSP00000353452","false","pp","9606.ENSP00000216181 (pp) 9606.ENSP00000353452","0.161","0.0","0.5","0.215","0.0",,"0.0","0.77","0.385"
"pp","9606.ENSP00000216181 (pp) 9606.ENSP00000464317","false","pp","9606.ENSP00000216181 (pp) 9606.ENSP00000464317","0.0","0.096","0.72","0.098","0.0",,"0.0","0.761","0.08"
"pp","9606.ENSP00000216181 (pp) 9606.ENSP00000389168","false","pp","9606.ENSP00000216181 (pp) 9606.ENSP00000389168","0.063","0.0","0.5","0.229","0.0",,"0.0","0.707","0.283"
"pp","9606.ENSP00000216181 (pp) 9606.ENSP00000375821","false","pp","9606.ENSP00000216181 (pp) 9606.ENSP00000375821","0.047","0.0","0.5","0.225","0.0",,"0.0","0.702","0.287"
"pp","9606.ENSP00000340454 (pp) 9606.ENSP00000351132","false","pp","9606.ENSP00000340454 (pp) 9606.ENSP00000351132","0.06","0.0","0.75","0.172","0.0",,"0.0","0.833","0.246"
"pp","9606.ENSP00000216101 (pp) 9606.ENSP00000340454","false","pp","9606.ENSP00000216101 (pp) 9606.ENSP00000340454","0.0","0.0","0.0","0.752","0.0",,"0.0","0.752","0.044"
"pp","9606.ENSP00000233057 (pp) 9606.ENSP00000318176","false","pp","9606.ENSP00000233057 (pp) 9606.ENSP00000318176","0.049","0.0","0.0","0.868","0.0",,"0.0","0.989","0.925"
"pp","9606.ENSP00000233057 (pp) 9606.ENSP00000259808","false","pp","9606.ENSP00000233057 (pp) 9606.ENSP00000259808","0.118","0.145","0.9","0.0","0.0",,"0.0","0.974","0.698"
"pp","9606.ENSP00000233057 (pp) 9606.ENSP00000304895","false","pp","9606.ENSP00000233057 (pp) 9606.ENSP00000304895","0.0","0.0","0.9","0.089","0.0",,"0.0","0.966","0.665"
"pp","9606.ENSP00000233057 (pp) 9606.ENSP00000369373","false","pp","9606.ENSP00000233057 (pp) 9606.ENSP00000369373","0.205","0.0","0.0","0.0","0.0",,"0.0","0.7","0.638"
"pp","9606.ENSP00000215794 (pp) 9606.ENSP00000358335","false","pp","9606.ENSP00000215794 (pp) 9606.ENSP00000358335","0.0","0.0","0.5","0.736","0.0",,"0.0","0.882","0.177"
"pp","9606.ENSP00000215794 (pp) 9606.ENSP00000233057","false","pp","9606.ENSP00000215794 (pp) 9606.ENSP00000233057","0.595","0.0","0.4","0.0","0.0",,"0.0","0.875","0.528"
"pp","9606.ENSP00000215794 (pp) 9606.ENSP00000499900","false","pp","9606.ENSP00000215794 (pp) 9606.ENSP00000499900","0.0","0.0","0.4","0.045","0.0",,"0.0","0.858","0.772"
"pp","9606.ENSP00000217381 (pp) 9606.ENSP00000493900","false","pp","9606.ENSP00000217381 (pp) 9606.ENSP00000493900","0.0","0.0","0.72","0.597","0.0",,"0.0","0.938","0.499"
"pp","9606.ENSP00000217381 (pp) 9606.ENSP00000496268","false","pp","9606.ENSP00000217381 (pp) 9606.ENSP00000496268","0.045","0.0","0.72","0.1","0.0",,"0.0","0.903","0.647"
"pp","9606.ENSP00000217381 (pp) 9606.ENSP00000322460","false","pp","9606.ENSP00000217381 (pp) 9606.ENSP00000322460","0.086","0.0","0.0","0.0","0.0",,"0.0","0.877","0.871"
"pp","9606.ENSP00000217381 (pp) 9606.ENSP00000419313","false","pp","9606.ENSP00000217381 (pp) 9606.ENSP00000419313","0.0","0.0","0.0","0.0","0.0",,"0.0","0.821","0.821"
"pp","9606.ENSP00000217381 (pp) 9606.ENSP00000243457","false","pp","9606.ENSP00000217381 (pp) 9606.ENSP00000243457","0.0","0.0","0.0","0.0","0.0",,"0.0","0.783","0.783"
"pp","9606.ENSP00000217381 (pp) 9606.ENSP00000433295","false","pp","9606.ENSP00000217381 (pp) 9606.ENSP00000433295","0.0","0.0","0.0","0.0","0.0",,"0.0","0.77","0.77"
"pp","9606.ENSP00000380227 (pp) 9606.ENSP00000380638","false","pp","9606.ENSP00000380227 (pp) 9606.ENSP00000380638","0.08","0.0","0.9","0.0","0.0",,"0.0","0.917","0.175"
"pp","9606.ENSP00000380227 (pp) 9606.ENSP00000386559","false","pp","9606.ENSP00000380227 (pp) 9606.ENSP00000386559","0.128","0.0","0.0","0.0","0.0",,"0.0","0.835","0.819"
"pp","9606.ENSP00000380227 (pp) 9606.ENSP00000494750","false","pp","9606.ENSP00000380227 (pp) 9606.ENSP00000494750","0.053","0.0","0.65","0.052","0.0",,"0.0","0.779","0.38"
"pp","9606.ENSP00000380227 (pp) 9606.ENSP00000386884","false","pp","9606.ENSP00000380227 (pp) 9606.ENSP00000386884","0.126","0.0","0.0","0.0","0.0",,"0.0","0.767","0.744"
"pp","9606.ENSP00000380227 (pp) 9606.ENSP00000442982","false","pp","9606.ENSP00000380227 (pp) 9606.ENSP00000442982","0.0","0.0","0.0","0.0","0.0",,"0.0","0.701","0.701"
"pp","9606.ENSP00000350256 (pp) 9606.ENSP00000386559","false","pp","9606.ENSP00000350256 (pp) 9606.ENSP00000386559","0.312","0.0","0.0","0.0","0.0",,"0.0","0.859","0.804"
"pp","9606.ENSP00000350256 (pp) 9606.ENSP00000379110","false","pp","9606.ENSP00000350256 (pp) 9606.ENSP00000379110","0.0","0.0","0.65","0.0","0.0",,"0.0","0.75","0.316"
"pp","9606.ENSP00000350256 (pp) 9606.ENSP00000427279","false","pp","9606.ENSP00000350256 (pp) 9606.ENSP00000427279","0.0","0.0","0.65","0.0","0.0",,"0.0","0.747","0.309"
"pp","9606.ENSP00000350256 (pp) 9606.ENSP00000380227","false","pp","9606.ENSP00000350256 (pp) 9606.ENSP00000380227","0.099","0.0","0.0","0.0","0.0",,"0.0","0.742","0.726"
"pp","9606.ENSP00000350256 (pp) 9606.ENSP00000432511","false","pp","9606.ENSP00000350256 (pp) 9606.ENSP00000432511","0.0","0.0","0.65","0.0","0.0",,"0.0","0.707","0.197"
"pp","9606.ENSP00000350256 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000350256 (pp) 9606.ENSP00000371067","0.0","0.0","0.65","0.0","0.0",,"0.0","0.7","0.18"
"pp","9606.ENSP00000332504 (pp) 9606.ENSP00000379110","false","pp","9606.ENSP00000332504 (pp) 9606.ENSP00000379110","0.055","0.0","0.65","0.0","0.0",,"0.0","0.822","0.505"
"pp","9606.ENSP00000332504 (pp) 9606.ENSP00000427279","false","pp","9606.ENSP00000332504 (pp) 9606.ENSP00000427279","0.055","0.0","0.65","0.0","0.0",,"0.0","0.74","0.279"
"pp","9606.ENSP00000215637 (pp) 9606.ENSP00000380227","false","pp","9606.ENSP00000215637 (pp) 9606.ENSP00000380227","0.0","0.0","0.9","0.626","0.0",,"0.0","0.999","0.98"
"pp","9606.ENSP00000215637 (pp) 9606.ENSP00000416996","false","pp","9606.ENSP00000215637 (pp) 9606.ENSP00000416996","0.044","0.0","0.0","0.0","0.0",,"0.0","0.996","0.996"
"pp","9606.ENSP00000215637 (pp) 9606.ENSP00000350256","false","pp","9606.ENSP00000215637 (pp) 9606.ENSP00000350256","0.051","0.0","0.0","0.0","0.0",,"0.0","0.994","0.994"
"pp","9606.ENSP00000215637 (pp) 9606.ENSP00000386559","false","pp","9606.ENSP00000215637 (pp) 9606.ENSP00000386559","0.047","0.0","0.0","0.0","0.0",,"0.0","0.808","0.807"
"pp","9606.ENSP00000215637 (pp) 9606.ENSP00000249887","false","pp","9606.ENSP00000215637 (pp) 9606.ENSP00000249887","0.048","0.0","0.0","0.0","0.0",,"0.0","0.778","0.777"
"pp","9606.ENSP00000215637 (pp) 9606.ENSP00000332504","false","pp","9606.ENSP00000215637 (pp) 9606.ENSP00000332504","0.097","0.0","0.0","0.0","0.0",,"0.0","0.77","0.756"
"pp","9606.ENSP00000375986 (pp) 9606.ENSP00000498702","false","pp","9606.ENSP00000375986 (pp) 9606.ENSP00000498702","0.0","0.0","0.0","0.045","0.0",,"0.0","0.761","0.761"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000411532","0.96","0.0","0.0","0.053","0.0",,"0.0","0.997","0.943"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000404190","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000404190","0.692","0.0","0.0","0.292","0.0",,"0.0","0.96","0.832"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000405726","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000405726","0.818","0.0","0.0","0.0","0.0",,"0.0","0.952","0.75"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000410561","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000410561","0.0","0.057","0.0","0.831","0.0",,"0.0","0.894","0.391"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000428924","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000428924","0.06","0.0","0.0","0.728","0.0",,"0.0","0.889","0.602"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000380378","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000380378","0.0","0.0","0.8","0.329","0.0",,"0.0","0.881","0.187"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000437550","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000437550","0.0","0.0","0.0","0.635","0.0",,"0.0","0.869","0.656"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000412292","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000412292","0.79","0.0","0.0","0.051","0.0",,"0.0","0.849","0.305"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000380308","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000380308","0.044","0.0","0.8","0.053","0.0",,"0.0","0.81","0.078"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000399970","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000399970","0.053","0.0","0.0","0.108","0.0",,"0.0","0.765","0.744"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000389168","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000389168","0.067","0.0","0.0","0.094","0.0",,"0.0","0.745","0.723"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000398124","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000398124","0.091","0.0","0.5","0.091","0.0",,"0.0","0.718","0.399"
"pp","9606.ENSP00000378699 (pp) 9606.ENSP00000385334","false","pp","9606.ENSP00000378699 (pp) 9606.ENSP00000385334","0.047","0.0","0.4","0.054","0.0",,"0.0","0.715","0.536"
"pp","9606.ENSP00000360025 (pp) 9606.ENSP00000375986","false","pp","9606.ENSP00000360025 (pp) 9606.ENSP00000375986","0.0","0.0","0.9","0.596","0.0",,"0.0","0.999","0.988"
"pp","9606.ENSP00000360025 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000360025 (pp) 9606.ENSP00000378699","0.049","0.0","0.9","0.82","0.0",,"0.0","0.997","0.851"
"pp","9606.ENSP00000252506 (pp) 9606.ENSP00000375986","false","pp","9606.ENSP00000252506 (pp) 9606.ENSP00000375986","0.0","0.0","0.9","0.609","0.0",,"0.0","0.997","0.937"
"pp","9606.ENSP00000252506 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000252506 (pp) 9606.ENSP00000378699","0.0","0.0","0.9","0.51","0.0",,"0.0","0.982","0.664"
"pp","9606.ENSP00000252506 (pp) 9606.ENSP00000360025","false","pp","9606.ENSP00000252506 (pp) 9606.ENSP00000360025","0.135","0.063","0.9","0.292","0.0",,"0.0","0.959","0.404"
"pp","9606.ENSP00000252506 (pp) 9606.ENSP00000296721","false","pp","9606.ENSP00000252506 (pp) 9606.ENSP00000296721","0.0","0.0","0.0","0.71","0.0",,"0.0","0.71","0.0"
"pp","9606.ENSP00000215631 (pp) 9606.ENSP00000375986","false","pp","9606.ENSP00000215631 (pp) 9606.ENSP00000375986","0.0","0.0","0.9","0.714","0.0",,"0.0","0.999","0.989"
"pp","9606.ENSP00000215631 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000215631 (pp) 9606.ENSP00000378699","0.0","0.0","0.9","0.625","0.0",,"0.0","0.981","0.548"
"pp","9606.ENSP00000215631 (pp) 9606.ENSP00000360025","false","pp","9606.ENSP00000215631 (pp) 9606.ENSP00000360025","0.258","0.061","0.9","0.292","0.0",,"0.0","0.965","0.413"
"pp","9606.ENSP00000215631 (pp) 9606.ENSP00000252506","false","pp","9606.ENSP00000215631 (pp) 9606.ENSP00000252506","0.28","0.056","0.9","0.0","0.0",,"0.0","0.955","0.416"
"pp","9606.ENSP00000356155 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000356155 (pp) 9606.ENSP00000428056","0.044","0.0","0.9","0.138","0.0",,"0.0","0.953","0.498"
"pp","9606.ENSP00000356155 (pp) 9606.ENSP00000357883","false","pp","9606.ENSP00000356155 (pp) 9606.ENSP00000357883","0.08","0.0","0.9","0.0","0.0",,"0.0","0.921","0.214"
"pp","9606.ENSP00000356155 (pp) 9606.ENSP00000373399","false","pp","9606.ENSP00000356155 (pp) 9606.ENSP00000373399","0.053","0.0","0.9","0.0","0.0",,"0.0","0.917","0.197"
"pp","9606.ENSP00000356155 (pp) 9606.ENSP00000376024","false","pp","9606.ENSP00000356155 (pp) 9606.ENSP00000376024","0.0","0.0","0.65","0.0","0.0",,"0.0","0.764","0.354"
"pp","9606.ENSP00000264228 (pp) 9606.ENSP00000379683","false","pp","9606.ENSP00000264228 (pp) 9606.ENSP00000379683","0.0","0.0","0.9","0.0","0.0",,"0.0","0.928","0.318"
"pp","9606.ENSP00000264228 (pp) 9606.ENSP00000320401","false","pp","9606.ENSP00000264228 (pp) 9606.ENSP00000320401","0.0","0.0","0.65","0.0","0.0",,"0.0","0.724","0.244"
"pp","9606.ENSP00000215567 (pp) 9606.ENSP00000356155","false","pp","9606.ENSP00000215567 (pp) 9606.ENSP00000356155","0.047","0.0","0.0","0.0","0.0",,"0.0","0.894","0.894"
"pp","9606.ENSP00000396467 (pp) 9606.ENSP00000490614","false","pp","9606.ENSP00000396467 (pp) 9606.ENSP00000490614","0.0","0.0","0.0","0.0","0.826",,"0.0","0.826","0.0"
"pp","9606.ENSP00000394560 (pp) 9606.ENSP00000397927","false","pp","9606.ENSP00000394560 (pp) 9606.ENSP00000397927","0.1","0.0","0.0","0.0","0.0",,"0.0","0.726","0.708"
"pp","9606.ENSP00000245960 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000245960 (pp) 9606.ENSP00000378699","0.105","0.0","0.9","0.807","0.0",,"0.0","0.998","0.932"
"pp","9606.ENSP00000245960 (pp) 9606.ENSP00000266970","false","pp","9606.ENSP00000245960 (pp) 9606.ENSP00000266970","0.104","0.0","0.4","0.722","0.0",,"0.0","0.994","0.967"
"pp","9606.ENSP00000245960 (pp) 9606.ENSP00000300093","false","pp","9606.ENSP00000245960 (pp) 9606.ENSP00000300093","0.167","0.0","0.9","0.139","0.0",,"0.0","0.976","0.706"
"pp","9606.ENSP00000245960 (pp) 9606.ENSP00000333685","false","pp","9606.ENSP00000245960 (pp) 9606.ENSP00000333685","0.06","0.0","0.9","0.186","0.0",,"0.0","0.927","0.16"
"pp","9606.ENSP00000245960 (pp) 9606.ENSP00000419782","false","pp","9606.ENSP00000245960 (pp) 9606.ENSP00000419782","0.056","0.0","0.75","0.518","0.0",,"0.0","0.913","0.332"
"pp","9606.ENSP00000245960 (pp) 9606.ENSP00000257904","false","pp","9606.ENSP00000245960 (pp) 9606.ENSP00000257904","0.11","0.0","0.0","0.304","0.0",,"0.0","0.77","0.658"
"pp","9606.ENSP00000245960 (pp) 9606.ENSP00000262300","false","pp","9606.ENSP00000245960 (pp) 9606.ENSP00000262300","0.1","0.0","0.0","0.474","0.0",,"0.0","0.758","0.53"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000385523","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000385523","0.107","0.0","0.9","0.959","0.0",,"0.0","0.999","0.999"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000287820","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000287820","0.064","0.0","0.5","0.992","0.0",,"0.0","0.999","0.999"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000312987","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000312987","0.0","0.0","0.0","0.849","0.0",,"0.0","0.998","0.992"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000387699","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000387699","0.069","0.0","0.9","0.0","0.0",,"0.0","0.996","0.963"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000356331","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000356331","0.044","0.0","0.0","0.964","0.0",,"0.0","0.983","0.547"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000310928","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000310928","0.055","0.0","0.0","0.608","0.0",,"0.0","0.969","0.924"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000355904","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000355904","0.134","0.0","0.0","0.842","0.0",,"0.0","0.967","0.779"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000360290","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000360290","0.135","0.0","0.9","0.292","0.0",,"0.0","0.964","0.488"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000346148","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000346148","0.102","0.0","0.9","0.292","0.0",,"0.0","0.962","0.485"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000373477","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000373477","0.047","0.0","0.9","0.0","0.0",,"0.0","0.958","0.597"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000423822","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000423822","0.0","0.0","0.9","0.0","0.0",,"0.0","0.957","0.596"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000354677","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000354677","0.0","0.0","0.9","0.0","0.0",,"0.0","0.957","0.596"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000362690","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000362690","0.0","0.0","0.0","0.914","0.0",,"0.0","0.934","0.269"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000333685","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000333685","0.0","0.0","0.9","0.0","0.0",,"0.0","0.928","0.31"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000419692","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000419692","0.057","0.0","0.5","0.551","0.0",,"0.0","0.913","0.638"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000462980","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000462980","0.0","0.0","0.9","0.0","0.0",,"0.0","0.902","0.066"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000336528","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000336528","0.057","0.0","0.0","0.683","0.0",,"0.0","0.891","0.664"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000320935","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000320935","0.056","0.0","0.5","0.0","0.0",,"0.0","0.884","0.774"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000355471","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000355471","0.244","0.0","0.5","0.0","0.0",,"0.0","0.85","0.635"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000424417","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000424417","0.086","0.0","0.0","0.783","0.0",,"0.0","0.824","0.185"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000356134","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000356134","0.14","0.0","0.5","0.0","0.0",,"0.0","0.821","0.618"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000364204","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000364204","0.042","0.0","0.0","0.0","0.0",,"0.0","0.76","0.759"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000451828","0.0","0.0","0.0","0.095","0.0",,"0.0","0.756","0.741"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000399968","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000399968","0.0","0.0","0.0","0.0","0.0",,"0.0","0.738","0.738"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000494750","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000494750","0.0","0.0","0.0","0.093","0.0",,"0.0","0.725","0.709"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000416293","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000416293","0.0","0.0","0.0","0.0","0.0",,"0.0","0.724","0.724"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000356562","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000356562","0.0","0.0","0.0","0.0","0.0",,"0.0","0.714","0.714"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000309591","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000309591","0.0","0.0","0.0","0.0","0.0",,"0.0","0.708","0.708"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000359719","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000359719","0.0","0.0","0.0","0.0","0.0",,"0.0","0.707","0.707"
"pp","9606.ENSP00000264867 (pp) 9606.ENSP00000343925","false","pp","9606.ENSP00000264867 (pp) 9606.ENSP00000343925","0.055","0.0","0.0","0.263","0.0",,"0.0","0.703","0.608"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000498321","0.086","0.0","0.9","0.96","0.0",,"0.0","0.999","0.965"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000358997","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000358997","0.067","0.0","0.9","0.738","0.0",,"0.0","0.987","0.551"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000384625","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000384625","0.049","0.0","0.9","0.723","0.0",,"0.0","0.977","0.246"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000363089","0.067","0.0","0.5","0.84","0.0",,"0.0","0.972","0.678"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000378974","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000378974","0.128","0.0","0.9","0.568","0.0",,"0.0","0.971","0.332"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000482657","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000482657","0.05","0.0","0.9","0.524","0.0",,"0.0","0.959","0.204"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000394560","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000394560","0.104","0.0","0.9","0.155","0.0",,"0.0","0.953","0.455"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000360242","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000360242","0.058","0.0","0.5","0.663","0.0",,"0.0","0.951","0.731"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000479889","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000479889","0.113","0.0","0.9","0.0","0.0",,"0.0","0.928","0.262"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000380150","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000380150","0.06","0.0","0.5","0.644","0.0",,"0.0","0.922","0.589"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000360290","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000360290","0.042","0.0","0.9","0.095","0.0",,"0.0","0.911","0.1"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000420176","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000420176","0.061","0.0","0.72","0.226","0.0",,"0.0","0.866","0.422"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000363286","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000363286","0.069","0.0","0.72","0.053","0.0",,"0.0","0.822","0.367"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000399982","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000399982","0.044","0.0","0.72","0.094","0.0",,"0.0","0.736","0.0"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000370193","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000370193","0.049","0.0","0.72","0.0","0.0",,"0.0","0.731","0.072"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000417659","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000417659","0.055","0.0","0.0","0.34","0.0",,"0.0","0.704","0.564"
"pp","9606.ENSP00000358335 (pp) 9606.ENSP00000447297","false","pp","9606.ENSP00000358335 (pp) 9606.ENSP00000447297","0.132","0.0","0.0","0.597","0.0",,"0.0","0.704","0.223"
"pp","9606.ENSP00000363092 (pp) 9606.ENSP00000389168","false","pp","9606.ENSP00000363092 (pp) 9606.ENSP00000389168","0.076","0.0","0.9","0.301","0.0",,"0.0","0.987","0.832"
"pp","9606.ENSP00000363092 (pp) 9606.ENSP00000384763","false","pp","9606.ENSP00000363092 (pp) 9606.ENSP00000384763","0.114","0.0","0.9","0.0","0.0",,"0.0","0.927","0.242"
"pp","9606.ENSP00000363092 (pp) 9606.ENSP00000382770","false","pp","9606.ENSP00000363092 (pp) 9606.ENSP00000382770","0.096","0.0","0.9","0.0","0.0",,"0.0","0.912","0.11"
"pp","9606.ENSP00000363092 (pp) 9606.ENSP00000370669","false","pp","9606.ENSP00000363092 (pp) 9606.ENSP00000370669","0.088","0.0","0.9","0.0","0.0",,"0.0","0.91","0.102"
"pp","9606.ENSP00000363092 (pp) 9606.ENSP00000445306","false","pp","9606.ENSP00000363092 (pp) 9606.ENSP00000445306","0.053","0.0","0.9","0.0","0.0",,"0.0","0.909","0.124"
"pp","9606.ENSP00000363092 (pp) 9606.ENSP00000407592","false","pp","9606.ENSP00000363092 (pp) 9606.ENSP00000407592","0.042","0.0","0.9","0.0","0.0",,"0.0","0.904","0.087"
"pp","9606.ENSP00000363092 (pp) 9606.ENSP00000387699","false","pp","9606.ENSP00000363092 (pp) 9606.ENSP00000387699","0.043","0.0","0.65","0.292","0.0",,"0.0","0.858","0.473"
"pp","9606.ENSP00000215659 (pp) 9606.ENSP00000396467","false","pp","9606.ENSP00000215659 (pp) 9606.ENSP00000396467","0.047","0.144","0.9","0.512","0.0",,"0.0","0.967","0.306"
"pp","9606.ENSP00000215659 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000215659 (pp) 9606.ENSP00000451828","0.066","0.118","0.9","0.11","0.0",,"0.0","0.937","0.274"
