"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","HGNC","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","source","Stress","target","TopologicalCoefficient"
"4.259295499021526","0.0020857520121641943","0.23478061107282336","0.23809523809523808","7","8","PDIA4","false","9601","6.428571428571429","0","7","0","0.927571211132855","false","0","9601","PDIA4_HUMAN","8754","PDIA4_HUMAN","0.1935483870967742"
"4.075342465753424","0.001622972486096363","0.24537815126050422","0.0","4","8","CCND3","false","896","12.75","0","4","0","0.9316590563165906","false","0","896","CCND3_HUMAN","8218","CCND3_HUMAN","0.2554347826086957"
"4.198630136986301","9.178628431124712E-4","0.23817292006525287","0.0","4","8","LARP1","false","23367","12.75","0","4","0","0.9289193302891933","false","0","23367","LARP1_HUMAN","4146","LARP1_HUMAN","0.25"
"4.660469667318982","0.004536889158377862","0.21457064875078732","0.0","5","9","FSHR","false","2492","4.6","0","5","0","0.9186562296151337","false","0","2492","FSHR_HUMAN","22954","FSHR_HUMAN","0.225"
"3.8199608610567513","0.006145196322567833","0.2617827868852459","0.0","7","7","ARF1","false","375","12.857142857142858","0","7","0","0.9373342030876278","false","0","375","ARF1_HUMAN","37232","ARF1_HUMAN","0.162426614481409"
"3.834637964774951","0.010705709056674033","0.2607808114314876","0.0457516339869281","18","8","LARP7","false","51574","7.666666666666667","0","18","0","0.9370080452272234","false","0","51574","LARP7_HUMAN","60334","LARP7_HUMAN","0.07729468599033816"
"4.240704500978474","0.0032186363859271786","0.235809875403784","0.0","9","8","RBBP4","false","5928","5.0","0","9","0","0.9279843444227006","false","0","5928","RBBP4_HUMAN","18670","RBBP4_HUMAN","0.125"
"6.073385518590998","0.0","0.1646528113420332","0.0","1","9","TRPM8","false","79054","3.0","0","1","0","0.8872580995868667","false","0","79054","TRPM8_HUMAN","0","TRPM8_HUMAN","0.0"
"4.807240704500979","0.0010733225862697966","0.20801953999592915","0.0","5","9","NR1H2","false","7376","6.0","0","5","0","0.9153946510110894","false","0","7376","NR1H2_HUMAN","6600","NR1H2_HUMAN","0.2777777777777778"
"4.64481409001957","6.088008752380127E-4","0.21529386981251314","0.3333333333333333","3","9","KCNJ3","false","3760","8.666666666666666","0","3","0","0.9190041313328984","false","0","3760","IRK3_HUMAN,KCNJ3_HUMAN","1730","IRK3_HUMAN,KCNJ3_HUMAN","0.36231884057971014"
"3.696673189823875","0.005263934081126598","0.27051349920592904","0.16666666666666666","9","7","RPS6KB1","false","6198","16.0","0","9","0","0.940073929115025","false","0","6198","KS6B1_HUMAN","29952","KS6B1_HUMAN","0.13816425120772946"
"5.467710371819961","0.0","0.18289191123836793","0.0","1","9","GLTP","false","51228","4.0","0","1","0","0.9007175472928898","false","0","51228","GLTP_HUMAN","0","GLTP_HUMAN","0.0"
"4.548923679060666","5.808653794559445E-4","0.2198322219832222","0.0","2","8","RBM27","false","54439","10.0","0","2","0","0.9211350293542074","false","0","54439",,"3014","RBM27_HUMAN","0.5"
"8.102739726027398","0.0","0.12341504649196956","0.0","1","12","CXCL1","false","2919","2.0","0","1","0","0.8421613394216134","false","0","2919","GROA_HUMAN","0","GROA_HUMAN","0.0"
"5.078277886497065","4.2163321285805756E-5","0.19691714836223506","0.0","2","9","CSTF1","false","1477","3.5","0","2","0","0.9093716025222875","false","0","1477","CSTF1_HUMAN","198","CSTF1_HUMAN","0.5"
"4.981409001956947","0.0","0.20074641524258496","0.0","1","9","PAK1IP1","false","55003","6.0","0","1","0","0.9115242444009567","false","0","55003","PK1IP_HUMAN","0","PK1IP_HUMAN","0.0"
"4.758317025440313","0.005293336431732214","0.2101583384741929","0.0","5","8","TRIM54","false","57159","3.2","0","5","0","0.9164818438791041","false","0","57159","TRI54_HUMAN","23338","TRI54_HUMAN","0.2"
"4.445205479452055","0.0016743844582344748","0.22496147919876736","0.0","4","9","LPAR6","false","10161","7.0","0","4","0","0.9234398782343988","false","0","10161","LPAR6_HUMAN","9590",,"0.2608695652173913"
"4.499021526418787","7.693179099772952E-4","0.22227055241409308","0.0","2","8","MYDGF","false","56005","8.5","0","2","0","0.9222439660795825","false","0","56005",,"3264","CS010_HUMAN","0.5"
"5.526418786692759","0.0029523851061268327","0.18094900849858356","0.0","4","9","PMPCB","false","9512","1.75","0","4","0","0.899412915851272","false","0","9512","MPPB_HUMAN","12116","MPPB_HUMAN","0.25"
"4.333659491193738","0.0031451492709297997","0.23075186272296228","0.0","6","8","ARF5","false","381","8.5","0","6","0","0.9259186779734725","false","0","381","ARF5_HUMAN","17528","ARF5_HUMAN","0.19230769230769232"
"3.647749510763209","0.011536563435719993","0.27414163090128757","0.06666666666666667","15","7","AURKA","false","6790","11.733333333333333","0","15","0","0.9411611219830397","false","0","6790","AURKA_HUMAN","64708","AURKA_HUMAN","0.09970501474926254"
