input	symbol	entrez_id	name	status
PLA2G12B	PLA2G12B	84647	phospholipase A2 group XIIB	ok
TMED3	TMED3	23423	transmembrane p24 trafficking protein 3	ok
DBI	TSPO	706	translocator protein	ok
DBI	DBI	1622	diazepam binding inhibitor, acyl-CoA binding protein	ok
ACBD7	ACBD7	414149	acyl-CoA binding domain containing 7	ok
FABP6	FABP6	2172	fatty acid binding protein 6	ok
MXD1	MXD1	4084	MAX dimerization protein 1	ok
ACBD5	ACBD5	91452	acyl-CoA binding domain containing 5	ok
LY96	LY96	23643	lymphocyte antigen 96	ok
ACBD3	ACBD3	64746	acyl-CoA binding domain containing 3	ok
ACBD4	ACBD4	79777	acyl-CoA binding domain containing 4	ok
CLDN2	CLDN2	9075	claudin 2	ok
PVR	PVR	5817	PVR cell adhesion molecule	ok
ALG9	ALG9	79796	ALG9 alpha-1,2-mannosyltransferase	ok
ELOVL7	ELOVL7	79993	ELOVL fatty acid elongase 7	ok
ELOVL3	ELOVL3	83401	ELOVL fatty acid elongase 3	ok
OSBPL10	OSBPL10	114884	oxysterol binding protein like 10	ok
IFT74	IFT74	80173	intraflagellar transport 74	ok
ANKRD26	ANKRD26	22852	ankyrin repeat domain 26	ok
ORM2	ORM2	5005	orosomucoid 2	ok
SELENON	SELENON	57190	selenoprotein N	ok
ACBD6	ACBD6	84320	acyl-CoA binding domain containing 6	ok
RCVRN	RCVRN	5957	recoverin	ok
LY86	LY86	9450	lymphocyte antigen 86	ok
FABP1	FABP1	2168	fatty acid binding protein 1	ok
FURIN	FURIN	5045	furin, paired basic amino acid cleaving enzyme	ok
ELOVL4	ELOVL4	6785	ELOVL fatty acid elongase 4	ok
ABCE1	ABCE1	6059	ATP binding cassette subfamily E member 1	ok
TECR	TECR	9524	trans-2,3-enoyl-CoA reductase	ok
NUDCD2	NUDCD2	134492	NudC domain containing 2	ok
CREM	CREM	1390	cAMP responsive element modulator	ok
SRD5A1	SRD5A1	6715	steroid 5 alpha-reductase 1	ok
PROM1	PROM1	8842	prominin 1	ok
FZD9	FZD9	8326	frizzled class receptor 9	ok
CHRNA7	CHRNA7	1139	cholinergic receptor nicotinic alpha 7 subunit	ok
CHRNA7	CHRFAM7A	89832	CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion	ok
EVC	EVC	2121	EvC ciliary complex subunit 1	ok
SEC14L5	SEC14L5	9717	SEC14 like lipid binding 5	ok
YIF1A	YIF1A	10897	Yip1 interacting factor homolog A, membrane trafficking protein	ok
PMP2	PMP2	5375	peripheral myelin protein 2	ok
OR8B3	OR8B3	390271	olfactory receptor family 8 subfamily B member 3	ok
FABP12	FABP12	646486	fatty acid binding protein 12	ok
FABP2	FABP2	2169	fatty acid binding protein 2	ok
FABP3	FABP3	2170	fatty acid binding protein 3	ok
FABP5	FABP5	2171	fatty acid binding protein 5	ok
FABP5	FABP5P1	387934	fatty acid binding protein 5 pseudogene 1	ok
FABP9	FABP9	646480	fatty acid binding protein 9	ok
FABP7	FABP7	2173	fatty acid binding protein 7	ok
FABP4	FABP4	2167	fatty acid binding protein 4	ok
HPCAL1	HPCAL1	3241	hippocalcin like 1	ok
GUCA1A	GUCA1A	2978	guanylate cyclase activator 1A	ok
GUCA1A	GUCA1ANB-GUCA1A	118142757	GUCA1ANB-GUCA1A readthrough	ok
CCDC33	CCDC33	80125	coiled-coil domain containing 33	ok
CCDC30	CCDC30	728621	coiled-coil domain containing 30	ok
OSBPL5	OSBPL5	114879	oxysterol binding protein like 5	ok
OSBPL8	OSBPL8	114882	oxysterol binding protein like 8	ok
TMEM161A	TMEM161A	54929	transmembrane protein 161A	ok
OSBPL7	OSBPL7	114881	oxysterol binding protein like 7	ok
RBP1	ARID4A	5926	AT-rich interaction domain 4A	ok
RBP1	RBP1	5947	retinol binding protein 1	ok
THADA	THADA	63892	THADA armadillo repeat containing	ok
RBP7	RBP7	116362	retinol binding protein 7	ok
RBP5	CRABP1	1381	cellular retinoic acid binding protein 1	ok
RBP5	RBP5	83758	retinol binding protein 5	ok
CRABP2	CRABP2	1382	cellular retinoic acid binding protein 2	ok
RBP2	KDM5A	5927	lysine demethylase 5A	ok
RBP2	RIMBP2	23504	RIMS binding protein 2	ok
RBP2	RBP2	5948	retinol binding protein 2	ok
SERPINB8	SERPINB8	5271	serpin family B member 8	ok
PDYN	PDYN	5173	prodynorphin	ok
BRINP1	BRINP1	1620	BMP/retinoic acid inducible neural specific 1	ok
OR1L4	OR1L4	254973	olfactory receptor family 1 subfamily L member 4	ok
CLDN10	CLDN10	9071	claudin 10	ok
VDR	VDR	7421	vitamin D receptor	ok
GLP2R	GLP2R	9340	glucagon like peptide 2 receptor	ok
OR2A5	OR2A5	393046	olfactory receptor family 2 subfamily A member 5	ok
CCDC175	CCDC175	729665	coiled-coil domain containing 175	ok
KCNK3	KCNK3	3777	potassium two pore domain channel subfamily K member 3	ok
HNF4A	HNF1A	6927	HNF1 homeobox A	ok
HNF4A	HNF4A	3172	hepatocyte nuclear factor 4 alpha	ok
HNF4G	HNF4G	3174	hepatocyte nuclear factor 4 gamma	ok
CCDC13	CCDC13	152206	coiled-coil domain containing 13	ok
WARS2	WARS2	10352	tryptophanyl tRNA synthetase 2, mitochondrial	ok
TMED5	TMED5	50999	transmembrane p24 trafficking protein 5	ok
KCNK9	KCNK9	51305	potassium two pore domain channel subfamily K member 9	ok
TECRL	TECRL	253017	trans-2,3-enoyl-CoA reductase like	ok
GOLGA1	GOLGA1	2800	golgin A1	ok
CCDC93	CCDC93	54520	CCC complex scaffolding subunit CCDC93	ok
COPS5	COPS5	10987	COP9 signalosome subunit 5	ok
HPCA	CACNA1A	773	calcium voltage-gated channel subunit alpha1 A	ok
HPCA	HPCA	3208	hippocalcin	ok
OSBPL3	OSBPL3	26031	oxysterol binding protein like 3	ok
OR10AD1	OR10AD1	121275	olfactory receptor family 10 subfamily AD member 1	ok
CERS5	CERS6	253782	ceramide synthase 6	ok
CERS5	CERS5	91012	ceramide synthase 5	ok
C3AR1	C3AR1	719	complement C3a receptor 1	ok
CCDC78	CCDC78	124093	coiled-coil domain containing 78	ok
CRABP1	CRABP1	1381	cellular retinoic acid binding protein 1	ok
PEX11B	PEX11B	8799	peroxisomal biogenesis factor 11 beta	ok
OR6C4	OR6C4	341418	olfactory receptor family 6 subfamily C member 4	ok
SRD5A3	SRD5A3	79644	steroid 5 alpha-reductase 3	ok
TMEM161B	TMEM161B	153396	transmembrane protein 161B	ok
HSD3B7	HSD3B7	80270	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	ok
OCLN	OCLN	100506658	occludin	ok
SMAD3	SMAD3	4088	SMAD family member 3	ok
MRPL42	MRPL42	28977	mitochondrial ribosomal protein L42	ok
OR8H1	OR8H1	219469	olfactory receptor family 8 subfamily H member 1	ok
TLR4	TLR4	7099	toll like receptor 4	ok
TRPV1	TRPV1	7442	transient receptor potential cation channel subfamily V member 1	ok
OR2T33	OR2T33	391195	olfactory receptor family 2 subfamily T member 33	ok
AR	AREG	374	amphiregulin	ok
AR	AKR1B1	231	aldo-keto reductase family 1 member B	ok
AR	AR	367	androgen receptor	ok
ORM1	ORM1	5004	orosomucoid 1	ok
FAM184A	FAM184A	79632	family with sequence similarity 184 member A	ok
OR13C2	OR13C2	392376	olfactory receptor family 13 subfamily C member 2	ok
TRIP11	TRIP11	9321	thyroid hormone receptor interactor 11	ok
OR13C9	OR13C9	286362	olfactory receptor family 13 subfamily C member 9	ok
OR8A1	OR8A1	390275	olfactory receptor family 8 subfamily A member 1	ok
TRPM8	TRPM8	79054	transient receptor potential cation channel subfamily M member 8	ok
PTGR1	PTGR1	22949	prostaglandin reductase 1	ok
TMEM101	TMEM101	84336	transmembrane protein 101	ok
KCNK6	KCNK6	9424	potassium two pore domain channel subfamily K member 6	ok
SNPH	SNPH	9751	syntaphilin	ok
OR2H2	OR2H2	7932	olfactory receptor family 2 subfamily H member 2	ok
CHML	CHML	1122	CHM like Rab escort protein	ok
CCDC117	CCDC117	150275	coiled-coil domain containing 117	ok
GPR153	GPR153	387509	G protein-coupled receptor 153	ok
SLC38A6	SLC38A6	145389	solute carrier family 38 member 6	ok
PCSK4	PCSK4	54760	proprotein convertase subtilisin/kexin type 4	ok
OR10H1	OR10H1	26539	olfactory receptor family 10 subfamily H member 1	ok
NAMPT	NAMPT	10135	nicotinamide phosphoribosyltransferase	ok
FASTKD2	FASTKD2	22868	FAST kinase domains 2	ok
HMSD	HMSD	284293	histocompatibility minor serpin domain containing	ok
OR8H2	OR8H2	390151	olfactory receptor family 8 subfamily H member 2	ok
PCSK6	PCSK6	5046	proprotein convertase subtilisin/kexin type 6	ok
MAD1L1	MAD1L1	8379	mitotic arrest deficient 1 like 1	ok
ANK1	ANK1	286	ankyrin 1	ok
OR2W3	OR2W3	343171	olfactory receptor family 2 subfamily W member 3	ok
OR52I1	OR52I2	143502	olfactory receptor family 52 subfamily I member 2	ok
OR52I1	OR52I1	390037	olfactory receptor family 52 subfamily I member 1	ok
APOM	APOM	55937	apolipoprotein M	ok
IQGAP1	IQGAP1	8826	IQ motif containing GTPase activating protein 1	ok
CCDC38	CCDC38	120935	coiled-coil domain containing 38	ok
NPC1L1	NPC1L1	29881	NPC1 like intracellular cholesterol transporter 1	ok
PPP2R5D	PPP2R5D	5528	protein phosphatase 2 regulatory subunit B'delta	ok
APH1A	APH1A	51107	aph-1A gamma-secretase subunit	ok
DPP3	DPP3	10072	dipeptidyl peptidase 3	ok
PPP2R5C	PPP2R5C	5527	protein phosphatase 2 regulatory subunit B'gamma	ok
PPP3R1	PPP3R1	5534	protein phosphatase 3 regulatory subunit B, alpha	ok
PPP2R5E	PPP2R5E	5529	protein phosphatase 2 regulatory subunit B'epsilon	ok
OR1A1	OR1A1	8383	olfactory receptor family 1 subfamily A member 1	ok
DZIP1	DZIP1	22873	DAZ interacting zinc finger protein 1	ok
CDC45	CDC45	8318	cell division cycle 45	ok
REP15	REP15	387849	RAB15 effector protein	ok
SPAST	SPAST	6683	spastin	ok
PPP2R5B	PPP2R5B	5526	protein phosphatase 2 regulatory subunit B'beta	ok
PPP2R5A	PPP2R5A	5525	protein phosphatase 2 regulatory subunit B'alpha	ok
AVP	IFNAR1	3454	interferon alpha and beta receptor subunit 1	ok
AVP	NLRP3	114548	NLR family pyrin domain containing 3	ok
AVP	AVP	551	arginine vasopressin	ok
ABHD13	ABHD13	84945	abhydrolase domain containing 13	ok
ATP1A1	ATP1A3	478	ATPase Na+/K+ transporting subunit alpha 3	ok
ATP1A1	ATP1A4	480	ATPase Na+/K+ transporting subunit alpha 4	ok
ATP1A1	ATP1A1	476	ATPase Na+/K+ transporting subunit alpha 1	ok
NRXN2	NRXN2	9379	neurexin 2	ok
SLC44A2	SLC44A2	57153	solute carrier family 44 member 2 (CTL2 blood group)	ok
EXOC6	EXOC6	54536	exocyst complex component 6	ok
HMGCS2	HMGCS2	3158	3-hydroxy-3-methylglutaryl-CoA synthase 2	ok
HMGCS1	HMGCS1	3157	3-hydroxy-3-methylglutaryl-CoA synthase 1	ok
TXNL1	TXNL1	9352	thioredoxin like 1	ok
AZI2	AZIN2	113451	antizyme inhibitor 2	ok
AZI2	AZI2	64343	5-azacytidine induced 2	ok
CHM	MPZ	4359	myelin protein zero	ok
CHM	CHM	1121	CHM Rab escort protein	ok
COL3A1	COL3A1	1281	collagen type III alpha 1 chain	ok
SPEF2	SPEF2	79925	sperm flagellar and cilia associated 2	ok
TNFAIP2	TNFAIP2	7127	TNF alpha induced protein 2	ok
SLC39A1	SLC39A1	27173	solute carrier family 39 member 1	ok
NTF4	NTF4	4909	neurotrophin 4	ok
OR8B12	OR8B12	219858	olfactory receptor family 8 subfamily B member 12	ok
DNAH12	DNAH12	201625	dynein axonemal heavy chain 12	ok
TMEM229B	TMEM229B	161145	transmembrane protein 229B	ok
TIMP4	TIMP4	7079	TIMP metallopeptidase inhibitor 4	ok
OR8D1	OR8D1	283159	olfactory receptor family 8 subfamily D member 1	ok
NGF	NGF	4803	nerve growth factor	ok
TIMP1	TIMP1	7076	TIMP metallopeptidase inhibitor 1	ok
TIMP3	TIMP3	7078	TIMP metallopeptidase inhibitor 3	ok
ZDHHC7	ZDHHC7	55625	zDHHC palmitoyltransferase 7	ok
ICMT	ICMT	23463	isoprenylcysteine carboxyl methyltransferase	ok
SFRP5	SFRP5	6425	secreted frizzled related protein 5	ok
ALB	FBF1	85302	Fas binding factor 1	ok
ALB	ALB	213	albumin	ok
AEBP2	AEBP2	121536	AE binding protein 2	ok
SGPP2	SGPP2	130367	sphingosine-1-phosphate phosphatase 2	ok
CHRNA4	CHRNA4	1137	cholinergic receptor nicotinic alpha 4 subunit	ok
OR7A5	OR7A5	26659	olfactory receptor family 7 subfamily A member 5	ok
OR3A3	OR3A3	8392	olfactory receptor family 3 subfamily A member 3	ok
TMEM234	TMEM234	56063	transmembrane protein 234	ok
TPSB2	TPSB2	64499	tryptase beta 2	ok
TPSB2	TPSAB1	7177	tryptase alpha/beta 1	ok
TPSAB1	TPSAB1	7177	tryptase alpha/beta 1	ok
TRPV3	TRPV3	162514	transient receptor potential cation channel subfamily V member 3	ok
NTN1	NTN1	9423	netrin 1	ok
BDNF	BDNF-AS	497258	BDNF antisense RNA	ok
BDNF	BDNF	627	brain derived neurotrophic factor	ok
NTF3	NTF3	4908	neurotrophin 3	ok
OR2A25	OR2A25	392138	olfactory receptor family 2 subfamily A member 25	ok
EPHX2	EPHX2	2053	epoxide hydrolase 2	ok
NTN5	NTN5	126147	netrin 5	ok
METRNL	METRNL	284207	meteorin like, glial cell differentiation regulator	ok
SFRP2	SFRP2	6423	secreted frizzled related protein 2	ok
ADAMTSL5	ADAMTSL5	339366	ADAMTS like 5	ok
AIG1	AIG1	51390	androgen induced 1	ok
PCOLCE	PCOLCE	5118	procollagen C-endopeptidase enhancer	ok
TMEM144	TMEM144	55314	transmembrane protein 144	ok
NTN3	NTN3	4917	netrin 3	ok
COX20	COX20	116228	cytochrome c oxidase assembly factor COX20	ok
OR13D1	OR13D1	286365	olfactory receptor family 13 subfamily D member 1	ok
NUP107	NUP107	57122	nucleoporin 107	ok
SEC14L4	SEC14L4	284904	SEC14 like lipid binding 4	ok
TMBIM1	TMBIM1	64114	transmembrane BAX inhibitor motif containing 1	ok
SLC43A3	SLC43A3	29015	solute carrier family 43 member 3	ok
TRIM5	TRIM5	85363	tripartite motif containing 5	ok
DYDC2	DYDC2	84332	DPY30 domain containing 2	ok
DYDC1	DYDC1	143241	DPY30 domain containing 1	ok
DPY30	DPY30	84661	dpy-30 histone methyltransferase complex regulatory subunit	ok
OR4D9	OR4D9	390199	olfactory receptor family 4 subfamily D member 9	ok
TMEM150C	TMEM150C	441027	transmembrane protein 150C	ok
VANGL2	VANGL2	57216	VANGL planar cell polarity protein 2	ok
GPR156	GPR156	165829	G protein-coupled receptor 156	ok
SLC30A7	SLC30A7	148867	solute carrier family 30 member 7	ok
TPSD1	TPSD1	23430	tryptase delta 1	ok
PCDHGB3	PCDHGB3	56102	protocadherin gamma subfamily B, 3	ok
OR14J1	OR14J1	442191	olfactory receptor family 14 subfamily J member 1	ok
TPRA1	TPRA1	131601	transmembrane protein adipocyte associated 1	ok
LHFPL5	LHFPL5	222662	LHFPL tetraspan subfamily member 5	ok
TIMP2	TIMP2	7077	TIMP metallopeptidase inhibitor 2	ok
ATP4B	ATP4B	496	ATPase H+/K+ transporting subunit beta	ok
MFSD5	SLC61A1	84975	solute carrier family 61 member 1	ok
BMP4	BMP4	652	bone morphogenetic protein 4	ok
MS4A15	MS4A15	219995	membrane spanning 4-domains A15	ok
TMEM175	TMEM175	84286	transmembrane protein 175	ok
PLCXD1	PLCXD1	55344	phosphatidylinositol specific phospholipase C X domain containing 1	ok
ACTL6A	ACTL6A	86	actin like 6A	ok
POTEJ	POTEJ	653781	POTE ankyrin domain family member J	ok
POTEF	POTEF	728378	POTE ankyrin domain family member F	ok
ACTG2	ACTG2	72	actin gamma 2, smooth muscle	ok
ACTRT3	ACTRT3	84517	actin related protein T3	ok
GAS6	GAS6	2621	growth arrest specific 6	ok
CAPN9	CAPN9	10753	calpain 9	ok
POTEE	POTEE	445582	POTE ankyrin domain family member E	ok
ACTG1	ACTG1	71	actin gamma 1	ok
ACTA1	ACTA1	58	actin alpha 1, skeletal muscle	ok
ACTA2	ACTA2	59	actin alpha 2, smooth muscle	ok
ACTB	POTEF	728378	POTE ankyrin domain family member F	ok
ACTB	ACTB	60	actin beta	ok
ACTC1	ACTC1	70	actin alpha cardiac muscle 1	ok
METTL7B	TMT1B	196410	thiol methyltransferase 1B	ok
SMC4	SMC4	10051	structural maintenance of chromosomes 4	ok
APOE	APOE	348	apolipoprotein E	ok
FZD5	FZD5	7855	frizzled class receptor 5	ok
FZD5	RNU6-664P	106479861	RNA, U6 small nuclear 664, pseudogene	ok
ACTR1B	ACTR1B	10120	actin related protein 1B	ok
ACTR2	ACTR2	10097	actin related protein 2	ok
ESR2	ESR2	2100	estrogen receptor 2	ok
ACTR1A	ACTR1A	10121	actin related protein 1A	ok
ACTL6B	ACTL6B	51412	actin like 6B	ok
SLC13A5	SLC13A5	284111	solute carrier family 13 member 5	ok
NECAP1	NECAP1	25977	NECAP endocytosis associated 1	ok
CARD11	CARD11	84433	caspase recruitment domain family member 11	ok
HOMER1	HOMER1	9456	homer scaffold protein 1	ok
TMC7	TMC7	79905	transmembrane channel like 7	ok
SLC22A1	SLC22A1	6580	solute carrier family 22 member 1	ok
PEX11A	PEX11A	8800	peroxisomal biogenesis factor 11 alpha	ok
EGFLAM	EGFLAM	133584	EGF like, fibronectin type III and laminin G domains	ok
PDCL	PDCL	5082	phosducin like	ok
WRAP53	WRAP53	55135	WD repeat containing antisense to TP53	ok
TLE3	TLE3	7090	TLE family member 3, transcriptional corepressor	ok
ECE2	EEF1AKMT4-ECE2	110599583	EEF1AKMT4-ECE2 readthrough	ok
ECE2	ECE2	9718	endothelin converting enzyme 2	ok
EXOC7	EXOC7	23265	exocyst complex component 7	ok
MS4A7	MS4A4A	51338	membrane spanning 4-domains A4A	ok
MS4A7	MS4A7	58475	membrane spanning 4-domains A7	ok
TRH	TRH	7200	thyrotropin releasing hormone	ok
C15orf48	COXFA4L3	84419	cytochrome c oxidase associated subunit FA4L3	ok
ERC2	ERC2	26059	ELKS/RAB6-interacting/CAST family member 2	ok
ACTR5	ACTR5	79913	actin related protein 5	ok
COX6C	COX6C	1345	cytochrome c oxidase subunit 6C	ok
COX7B	COX7B	1349	cytochrome c oxidase subunit 7B	ok
SLC39A11	SLC39A11	201266	solute carrier family 39 member 11	ok
SPANXB1	SPANXB1	728695	SPANX family member B1	ok
CDC25B	CDC25B	994	cell division cycle 25B	ok
KCNK17	KCNK17	89822	potassium two pore domain channel subfamily K member 17	ok
MCF2	MCF2	4168	MCF.2 cell line derived transforming sequence	ok
C1QTNF3	C1QTNF3	114899	C1q and TNF related 3	ok
BTLA	BTLA	151888	B and T lymphocyte associated	ok
TSPAN31	TSPAN31	6302	tetraspanin 31	ok
SLC37A4	SLC37A4	2542	solute carrier family 37 member 4	ok
HSPA13	HSPA13	6782	heat shock protein family A (Hsp70) member 13	ok
ACTR6	ACTR6	64431	actin related protein 6	ok
ACTR3	ACTR3	10096	actin related protein 3	ok
ACTR10	ACTR10	55860	actin related protein 10	ok
SLC39A13	SLC39A13	91252	solute carrier family 39 member 13	ok
TRDN	TRDN	10345	triadin	ok
RNF121	RNF121	55298	ring finger protein 121	ok
ATP1B2	ATP1B2	482	ATPase Na+/K+ transporting subunit beta 2	ok
TSPEAR	TSPEAR	54084	thrombospondin type laminin G domain and EAR repeats	ok
SLC26A11	SLC26A11	284129	solute carrier family 26 member 11	ok
PMP22	PXMP2	5827	peroxisomal membrane protein 2	ok
PMP22	PMP22	5376	peripheral myelin protein 22	ok
KIAA1755	KIAA1755	85449	KIAA1755	ok
WDR38	WDR38	401551	WD repeat domain 38	ok
ECE1	ECE1	1889	endothelin converting enzyme 1	ok
RGS4	RGS4	5999	regulator of G protein signaling 4	ok
CEP63	CEP63	80254	centrosomal protein 63	ok
SPANXD	SPANXD	64648	SPANX family member D	ok
GAL3ST4	GAL3ST4	79690	galactose-3-O-sulfotransferase 4	ok
DDAH1	DDAH1	23576	dimethylarginine dimethylaminohydrolase 1	ok
LCN15	LCN15	389812	lipocalin 15	ok
CACNA1A	CACNA1A	773	calcium voltage-gated channel subunit alpha1 A	ok
ACTR3B	ACTR3B	57180	actin related protein 3B	ok
TRAPPC3L	TRAPPC3L	100128327	trafficking protein particle complex subunit 3L	ok
TRAPPC5	TRAPPC5	126003	trafficking protein particle complex subunit 5	ok
CDK5RAP3	CDK5RAP3	80279	CDK5 regulatory subunit associated protein 3	ok
RPE65	RPE65	6121	retinoid isomerohydrolase RPE65	ok
SLC28A3	SLC28A3	64078	solute carrier family 28 member 3	ok
HCN1	HCN1	348980	hyperpolarization activated cyclic nucleotide gated potassium channel 1	ok
HCN2	HCN2	610	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2	ok
HCN3	HCN3	57657	hyperpolarization activated cyclic nucleotide gated potassium channel 3	ok
HCN4	HCN4	10021	hyperpolarization activated cyclic nucleotide gated potassium channel 4	ok
OR13C3	OR13C3	138803	olfactory receptor family 13 subfamily C member 3	ok
MYLK	MYLK	4638	myosin light chain kinase	ok
ATP6V0C	ATP6V0C	527	ATPase H+ transporting V0 subunit c	ok
FLVCR1	FLVCR1	28982	FLVCR choline and heme transporter 1	ok
PRKCI	PRKCI	5584	protein kinase C iota	ok
TRAPPC3	TRAPPC3	27095	trafficking protein particle complex subunit 3	ok
HOMER3	HOMER3	9454	homer scaffold protein 3	ok
PDCL3	PDCL3	79031	phosducin like 3	ok
NFKBIE	NFKBIE	4794	NFKB inhibitor epsilon	ok
OR6A2	OR6A2	8590	olfactory receptor family 6 subfamily A member 2	ok
TMEM130	TMEM130	222865	transmembrane protein 130	ok
CHCHD10	CHCHD10	400916	coiled-coil-helix-coiled-coil-helix domain containing 10	ok
ORAI3	ORAI3	93129	ORAI calcium release-activated calcium modulator 3	ok
CUX1	CUX1	1523	cut like homeobox 1	ok
ANKRD50	ANKRD50	57182	ankyrin repeat domain 50	ok
RPS5	RPS5	6193	ribosomal protein S5	ok
SLC17A9	SLC17A9	63910	solute carrier family 17 member 9	ok
CMTM5	CMTM5	116173	CKLF like MARVEL transmembrane domain containing 5	ok
FZD4	FZD4	8322	frizzled class receptor 4	ok
NR1I2	NR1I2	8856	nuclear receptor subfamily 1 group I member 2	ok
CLDN9	CLDN9	9080	claudin 9	ok
SLC22A13	SLC22A13	9390	solute carrier family 22 member 13	ok
SLC39A14	SLC39A14	23516	solute carrier family 39 member 14	ok
COX6A2	COX6A2	1339	cytochrome c oxidase subunit 6A2	ok
COX6A1	COX6A1	1337	cytochrome c oxidase subunit 6A1	ok
SEC14L2	SEC14L2	23541	SEC14 like lipid binding 2	ok
GPRC5B	GPRC5B	51704	G protein-coupled receptor class C group 5 member B	ok
GRIN2A	GRIN2A	2903	glutamate ionotropic receptor NMDA type subunit 2A	ok
AKAP14	AKAP14	158798	A-kinase anchoring protein 14	ok
NDUFAF1	NDUFAF1	51103	NADH:ubiquinone oxidoreductase complex assembly factor 1	ok
PLVAP	PLVAP	83483	plasmalemma vesicle associated protein	ok
PIK3AP1	PIK3AP1	118788	phosphoinositide-3-kinase adaptor protein 1	ok
FITM1	FITM1	161247	fat storage inducing transmembrane protein 1	ok
TM4SF18	TM4SF18	116441	transmembrane 4 L six family member 18	ok
SLC38A10	SLC38A10	124565	solute carrier family 38 member 10	ok
CCDC73	CCDC73	493860	coiled-coil domain containing 73	ok
PIGF	PGF	5228	placental growth factor	ok
PIGF	PIGF	5281	phosphatidylinositol glycan anchor biosynthesis class F	ok
CLDND2	CLDND2	125875	claudin domain containing 2	ok
TMEM147	TMEM147	10430	transmembrane protein 147	ok
KAZN	KAZN	23254	kazrin, periplakin interacting protein	ok
COX8A	COX8A	1351	cytochrome c oxidase subunit 8A	ok
ARPC5	ARPC5	10092	actin related protein 2/3 complex subunit 5	ok
ACER2	ACER2	340485	alkaline ceramidase 2	ok
SLC48A1	SLC48A1	55652	solute carrier family 48 member 1	ok
PSMD10	PSMD10	5716	proteasome 26S subunit, non-ATPase 10	ok
TMX2	TMX2	51075	thioredoxin related transmembrane protein 2	ok
TXNDC9	TXNDC9	10190	thioredoxin domain containing 9	ok
TXNDC17	TXNDC17	84817	thioredoxin domain containing 17	ok
PDC	PNKD	25953	PNKD metallo-beta-lactamase domain containing	ok
PDC	PDC	5132	phosducin	ok
TPTE	TPTE	7179	transmembrane phosphatase with tensin homology	ok
NCMAP	NCMAP	400746	non-compact myelin associated protein	ok
SLC46A3	SLC46A3	283537	solute carrier family 46 member 3	ok
MFSD10	SLC75A1	10227	solute carrier family 75 member 1	ok
GNG10	GNG10	2790	G protein subunit gamma 10	ok
SLC30A5	SLC30A5	64924	solute carrier family 30 member 5	ok
GNG7	GNG7	2788	G protein subunit gamma 7	ok
DDAH2	DDAH2	23564	DDAH family member 2, ADMA-independent	ok
SMG7	SMG7	9887	SMG7 nonsense mediated mRNA decay factor	ok
PRKCZ	PRKCZ	5590	protein kinase C zeta	ok
ETV3	ETV3	2117	ETS variant transcription factor 3	ok
ATP6V0B	ATP6V0B	533	ATPase H+ transporting V0 subunit b	ok
OR3A2	OR3A2	4995	olfactory receptor family 3 subfamily A member 2	ok
RNPEP	RNPEP	6051	arginyl aminopeptidase	ok
RRM2	RRM2	6241	ribonucleotide reductase regulatory subunit M2	ok
CACNB3	CACNB3	784	calcium voltage-gated channel auxiliary subunit beta 3	ok
SLC29A4	SLC29A4	222962	solute carrier family 29 member 4	ok
COG5	COG5	10466	component of oligomeric golgi complex 5	ok
PAEP	PAEP	5047	progestagen associated endometrial protein	ok
IBTK	IBTK	25998	inhibitor of Bruton tyrosine kinase	ok
TMED7-TICAM2	TMED7-TICAM2	100302736	TMED7-TICAM2 readthrough	ok
SLC22A16	SLC22A16	85413	solute carrier family 22 member 16	ok
CHRFAM7A	CHRFAM7A	89832	CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion	ok
TMIGD2	TMIGD2	126259	transmembrane and immunoglobulin domain containing 2	ok
SLC2A4	SLC2A4	6517	solute carrier family 2 member 4	ok
RGPD5	RGPD5	84220	RANBP2 like and GRIP domain containing 5	ok
NXPE2	NXPE2	120406	neurexophilin and PC-esterase domain family member 2	ok
SIGLEC1	SIGLEC1	6614	sialic acid binding Ig like lectin 1	ok
GNG8	GNG8	94235	G protein subunit gamma 8	ok
MMRN1	MMRN1	22915	multimerin 1	ok
RPGRIP1L	RPGRIP1L	23322	RPGRIP1 like	ok
TMEM256	TMEM256	254863	transmembrane protein 256	ok
PDS5B	PDS5B	23047	PDS5 cohesin associated factor B	ok
ARHGAP1	ARHGAP1	392	Rho GTPase activating protein 1	ok
SLC10A7	SLC10A7	84068	solute carrier family 10 member 7	ok
CPOX	CPOX	1371	coproporphyrinogen oxidase	ok
KDELR3	KDELR3	11015	KDEL endoplasmic reticulum protein retention receptor 3	ok
TRAPPC6A	TRAPPC6A	79090	trafficking protein particle complex subunit 6A	ok
HHATL	HHATL	57467	hedgehog acyltransferase like	ok
CALCRL	CALCRL	10203	calcitonin receptor like receptor	ok
SLC35C2	SLC35H1	51006	solute carrier family 35 member H1	ok
EXPH5	EXPH5	23086	exophilin 5	ok
PADI2	PADI2	11240	peptidyl arginine deiminase 2	ok
TRAPPC6B	TRAPPC6B	122553	trafficking protein particle complex subunit 6B	ok
SCP2	CTDSP2	10106	CTD small phosphatase 2	ok
SCP2	SYCP2	10388	synaptonemal complex protein 2	ok
