input	symbol	entrez_id	name	status
WNK4	WNK4	65266	WNK lysine deficient protein kinase 4	ok
MAPK14	MAPK14	1432	mitogen-activated protein kinase 14	ok
MAPK13	MAPK13	5603	mitogen-activated protein kinase 13	ok
NSUN2	NSUN2	54888	NOP2/Sun RNA methyltransferase 2	ok
ZMYND12	ZMYND12	84217	zinc finger MYND-type containing 12	ok
REXO4	REXO4	57109	RNA exonuclease 4	ok
REXO2	REXO2	25996	RNA exonuclease 2	ok
MCF2L	MCF2L	23263	MCF.2 cell line derived transforming sequence like	ok
MARK2	MARK2	2011	microtubule affinity regulating kinase 2	ok
MARK3	MARK3	4140	microtubule affinity regulating kinase 3	ok
ALG3	ALG3	10195	ALG3 alpha-1,3- mannosyltransferase	ok
MARK4	MARK4	57787	microtubule affinity regulating kinase 4	ok
KCNA2	KCNA2	3737	potassium voltage-gated channel subfamily A member 2	ok
CLDND1	CLDND1	56650	claudin domain containing 1	ok
VEGFC	VEGFC	7424	vascular endothelial growth factor C	ok
PTK6	PTK6	5753	protein tyrosine kinase 6	ok
VAV2	VAV2	7410	vav guanine nucleotide exchange factor 2	ok
KCNC1	KCNC1	3746	potassium voltage-gated channel subfamily C member 1	ok
KCNC2	KCNC2	3747	potassium voltage-gated channel subfamily C member 2	ok
IFT27	IFT27	11020	intraflagellar transport 27	ok
CSNK2A1	CSNK2A2	1459	casein kinase 2 alpha 2	ok
CSNK2A1	CSNK2A1	1457	casein kinase 2 alpha 1	ok
KCNA5	KCNA5	3741	potassium voltage-gated channel subfamily A member 5	ok
RAB5A	RAB5A	5868	RAB5A, member RAS oncogene family	ok
RAB6C	RAB6C	84084	RAB6C, member RAS oncogene family	ok
RHOT1	RHOT1	55288	ras homolog family member T1	ok
SLC5A3	SLC5A3	6526	solute carrier family 5 member 3	ok
RHOT2	RHOT2	89941	ras homolog family member T2	ok
PIP5KL1	PIP5KL1	138429	phosphatidylinositol-4-phosphate 5-kinase like 1	ok
PIP5K1B	PIP5K1B	8395	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	ok
PIP4K2C	PIP4K2C	79837	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	ok
RAB41	RAB43	339122	RAB43, member RAS oncogene family	ok
RAB41	RAB41	347517	RAB41, member RAS oncogene family	ok
IQCB1	IQCB1	9657	IQ motif containing B1	ok
CLEC18C	CLEC18C	283971	C-type lectin domain family 18 member C	ok
SLC5A2	SLC5A2	6524	solute carrier family 5 member 2	ok
AMDHD2	AMDHD2	51005	amidohydrolase domain containing 2	ok
RAB9A	RAB9A	9367	RAB9A, member RAS oncogene family	ok
VSIG10	VSIG10	54621	V-set and immunoglobulin domain containing 10	ok
CDK17	CDK17	5128	cyclin dependent kinase 17	ok
SLC26A1	SLC26A1	10861	solute carrier family 26 member 1	ok
PINK1	PINK1	65018	PTEN induced kinase 1	ok
SLC5A11	SLC5A11	115584	solute carrier family 5 member 11	ok
CDK18	CDK18	5129	cyclin dependent kinase 18	ok
C2CD3	C2CD3	26005	C2 domain containing 3 centriole elongation regulator	ok
DCTPP1	DCTPP1	79077	dCTP pyrophosphatase 1	ok
CDK2	CDK2	1017	cyclin dependent kinase 2	ok
CDK20	CDK20	23552	cyclin dependent kinase 20	ok
LIN7B	LIN7B	64130	lin-7 cell polarity scaffold B	ok
LIN7C	LIN7C	55327	lin-7 cell polarity scaffold C	ok
ARHGAP24	ARHGAP24	83478	Rho GTPase activating protein 24	ok
CYP4Z1	CYP4Z1	199974	cytochrome P450 family 4 subfamily Z member 1	ok
CSTF3	CSTF3	1479	cleavage stimulation factor subunit 3	ok
RHEB	RHEB	6009	Ras homolog, mTORC1 binding	ok
RHEB	RHEBP1	6008	RHEB pseudogene 1	ok
SLC5A4	SLC5A4	6527	solute carrier family 5 member 4	ok
RHEBL1	RHEBL1	121268	RHEB like 1	ok
SLC5A7	SLC5A7	60482	solute carrier family 5 member 7	ok
MOCS2	MOCS2	4338	molybdenum cofactor synthesis 2	ok
VGLL4	VGLL4	9686	vestigial like family member 4	ok
KCNMB2	KCNMB2	10242	potassium calcium-activated channel subfamily M regulatory beta subunit 2	ok
KCNMB2	KCNMB3	27094	potassium calcium-activated channel subfamily M regulatory beta subunit 3	ok
STK35	STK35	140901	serine/threonine kinase 35	ok
STK32C	STK32C	282974	serine/threonine kinase 32C	ok
ARHGAP17	ARHGAP17	55114	Rho GTPase activating protein 17	ok
STK32B	STK32B	55351	serine/threonine kinase 32B	ok
STK11	STK11	6794	serine/threonine kinase 11	ok
STK16	STK16	8576	serine/threonine kinase 16	ok
MADD	ETFA	2108	electron transfer flavoprotein subunit alpha	ok
MADD	ETFB	2109	electron transfer flavoprotein subunit beta	ok
MADD	ETFDH	2110	electron transfer flavoprotein dehydrogenase	ok
MADD	MADD	8567	MAP kinase activating death domain	ok
STK32A	STK32A	202374	serine/threonine kinase 32A	ok
KCNT1	KCNT1	57582	potassium sodium-activated channel subfamily T member 1	ok
RAB9B	RAB9B	51209	RAB9B, member RAS oncogene family	ok
LYNX1	LYNX1	66004	Ly6/neurotoxin 1	ok
TAF9	TAF9	6880	TATA-box binding protein associated factor 9	ok
SLC5A5	SLC5A5	6528	solute carrier family 5 member 5	ok
TAF4B	PAPPA-AS1	493913	PAPPA antisense RNA 1	ok
TAF4B	TAF4B	6875	TATA-box binding protein associated factor 4b	ok
PARD6A	PARD6A	50855	par-6 family cell polarity regulator alpha	ok
MAP3K4	MAP3K4	4216	mitogen-activated protein kinase kinase kinase 4	ok
ASB17	ASB17	127247	ankyrin repeat and SOCS box containing 17	ok
STK40	STK40	83931	serine/threonine kinase 40	ok
PKMYT1	PKMYT1	9088	protein kinase, membrane associated tyrosine/threonine 1	ok
PKN2	PKN2	5586	protein kinase N2	ok
VWA3A	VWA3A	146177	von Willebrand factor A domain containing 3A	ok
CYP4F11	CYP4F11	57834	cytochrome P450 family 4 subfamily F member 11	ok
ST6GALNAC4	ST6GALNAC4	27090	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	ok
PKN1	PKN1	5585	protein kinase N1	ok
RRAD	RRAD	6236	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	ok
CDK15	CDK15	65061	cyclin dependent kinase 15	ok
MASTL	MASTL	84930	microtubule associated serine/threonine kinase like	ok
RAB28	RAB28	9364	RAB28, member RAS oncogene family	ok
JDP2	JDP2	122953	Jun dimerization protein 2	ok
CLIP4	UBASH3A	53347	ubiquitin associated and SH3 domain containing A	ok
CLIP4	CLIP4	79745	CAP-Gly domain containing linker protein family member 4	ok
CLK1	COQ7	10229	coenzyme Q7, hydroxylase	ok
CLK1	COLEC11	78989	collectin subfamily member 11	ok
CLK1	CLK1	1195	CDC like kinase 1	ok
RAB24	RAB24	53917	RAB24, member RAS oncogene family	ok
CLK2	TELO2	9894	telomere maintenance 2	ok
CLK2	CLK2	1196	CDC like kinase 2	ok
CLK4	CLK4	57396	CDC like kinase 4	ok
RAB25	RAB25	57111	RAB25, member RAS oncogene family	ok
UGT2B17	UGT2B17	7367	UDP glucuronosyltransferase family 2 member B17	ok
NEK3	NEK3	4752	NIMA related kinase 3	ok
CTSS	CTSS	1520	cathepsin S	ok
TMUB2	TMUB2	79089	transmembrane and ubiquitin like domain containing 2	ok
UGT1A7	UGT1A7	54577	UDP glucuronosyltransferase family 1 member A7	ok
SGK1	SGK1	6446	serum/glucocorticoid regulated kinase 1	ok
EPHA7	EPHA7	2045	EPH receptor A7	ok
TCERG1L	TCERG1L	256536	transcription elongation regulator 1 like	ok
MKNK2	MKNK2	2872	MAPK interacting serine/threonine kinase 2	ok
PRDX2	PRDX2	7001	peroxiredoxin 2	ok
ALOXE3	ALOXE3	59344	arachidonate epidermal lipoxygenase 3	ok
ACVRL1	ACVRL1	94	activin A receptor like type 1	ok
PRDX4	PRDX4	10549	peroxiredoxin 4	ok
ALOX5	ALOX5	240	arachidonate 5-lipoxygenase	ok
PPARG	PPARG	5468	peroxisome proliferator activated receptor gamma	ok
UGT1A1	UGT1A1	54658	UDP glucuronosyltransferase family 1 member A1	ok
UGT1A1	UGT1A6	54578	UDP glucuronosyltransferase family 1 member A6	ok
UGT1A1	UGT1A10	54575	UDP glucuronosyltransferase family 1 member A10	ok
UGT1A1	UGT1A8	54576	UDP glucuronosyltransferase family 1 member A8	ok
UGT1A1	UGT1A7	54577	UDP glucuronosyltransferase family 1 member A7	ok
UGT1A1	UGT1A4	54657	UDP glucuronosyltransferase family 1 member A4	ok
ALOX12B	ALOX12B	242	arachidonate 12-lipoxygenase, 12R type	ok
ERAP1	ERAP1	51752	endoplasmic reticulum aminopeptidase 1	ok
ALOX15	ALOX15	246	arachidonate 15-lipoxygenase	ok
EIF2AK2	EIF2AK2	5610	eukaryotic translation initiation factor 2 alpha kinase 2	ok
TFB2M	TFB2M	64216	transcription factor B2, mitochondrial	ok
TFB1M	TFB1M	51106	transcription factor B1, mitochondrial	ok
TUSC3	TUSC3	7991	tumor suppressor candidate 3	ok
TREML4	TREML4	285852	triggering receptor expressed on myeloid cells like 4	ok
NLK	GPI	2821	glucose-6-phosphate isomerase	ok
NLK	NLK	51701	nemo like kinase	ok
NPL	NPL	80896	N-acetylneuraminate pyruvate lyase	ok
POU3F2	POU3F2	5454	POU class 3 homeobox 2	ok
RPS6KA1	RPS6KA1	6195	ribosomal protein S6 kinase A1	ok
RPS6KA2	RPS6KA2	6196	ribosomal protein S6 kinase A2	ok
KCNQ5	KCNQ5	56479	potassium voltage-gated channel subfamily Q member 5	ok
PEG10	PEG10	23089	paternally expressed 10	ok
NEXN	NEXN	91624	nexilin F-actin binding protein	ok
PIK3C2A	PIK3C2A	5286	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	ok
ARL8A	ARL8A	127829	ARF like GTPase 8A	ok
NEK11	NEK11	79858	NIMA related kinase 11	ok
TGFBR2	TGFBR2	7048	transforming growth factor beta receptor 2	ok
TTC33	TTC33	23548	tetratricopeptide repeat domain 33	ok
EXOC4	EXOC4	60412	exocyst complex component 4	ok
ARL6	ARL6	84100	ARF like GTPase 6	ok
ARL8B	ARL8B	55207	ARF like GTPase 8B	ok
RAB18	RAB18	22931	RAB18, member RAS oncogene family	ok
HIBCH	HIBCH	26275	3-hydroxyisobutyryl-CoA hydrolase	ok
SIGLEC11	SIGLEC11	114132	sialic acid binding Ig like lectin 11	ok
LRTOMT	LRTOMT	220074	leucine rich transmembrane and O-methyltransferase domain containing	ok
RRAGD	RRAGD	58528	Ras related GTP binding D	ok
F13A1	F13A1	2162	coagulation factor XIII A chain	ok
TXNL4A	TXNL4A	10907	thioredoxin like 4A	ok
LSG1	LSG1	55341	large 60S subunit nuclear export GTPase 1	ok
ALOX12	ALOX12	239	arachidonate 12-lipoxygenase, 12S type	ok
HILPDA	HILPDA	29923	hypoxia inducible lipid droplet associated	ok
SGK2	SGK3	23678	serum/glucocorticoid regulated kinase family member 3	ok
SGK2	SGK2	10110	serum/glucocorticoid regulated kinase 2	ok
SGK3	SGK3	23678	serum/glucocorticoid regulated kinase family member 3	ok
PRKAA2	PRKAA2	5563	protein kinase AMP-activated catalytic subunit alpha 2	ok
PRKAA1	PRKAA1	5562	protein kinase AMP-activated catalytic subunit alpha 1	ok
FARSA	FARSA	2193	phenylalanyl-tRNA synthetase subunit alpha	ok
PRKRA	PRKRA	8575	protein activator of interferon induced protein kinase EIF2AK2	ok
DIMT1	DIMT1	27292	DIM1 rRNA methyltransferase and ribosome maturation factor	ok
NDUFA10	NDUFA10	4705	NADH:ubiquinone oxidoreductase subunit A10	ok
PRKG1	PRKG1	5592	protein kinase cGMP-dependent 1	ok
CTSF	CTSF	8722	cathepsin F	ok
TRIP10	TRIP10	9322	thyroid hormone receptor interactor 10	ok
AKT1	AKT1	207	AKT serine/threonine kinase 1	ok
MEIG1	MEIG1	644890	meiosis/spermiogenesis associated 1	ok
TLK1	TLK1	9874	tousled like kinase 1	ok
DEPDC1	DEPDC1	55635	DEP domain containing 1	ok
GTF2A1L	STON1-GTF2A1L	286749	STON1-GTF2A1L readthrough	ok
GTF2A1L	GTF2A1L	11036	general transcription factor IIA subunit 1 like	ok
SH3GL2	SH3GL2	6456	SH3 domain containing GRB2 like 2, endophilin A1	ok
GTF2A1	GTF2A1	2957	general transcription factor IIA subunit 1	ok
TTK	TTK	7272	TTK protein kinase	ok
EPO	EPX	8288	eosinophil peroxidase	ok
EPO	TIMP1	7076	TIMP metallopeptidase inhibitor 1	ok
EPO	EPO	2056	erythropoietin	ok
SH3BP4	SH3BP4	23677	SH3 domain binding protein 4	ok
AKT2	AKT2	208	AKT serine/threonine kinase 2	ok
AKT3	AKT3	10000	AKT serine/threonine kinase 3	ok
METTL5	METTL5	29081	methyltransferase 5, N6-adenosine	ok
NDUFAF7	NDUFAF7	55471	NADH:ubiquinone oxidoreductase complex assembly factor 7	ok
POLR3F	POLR3F	10621	RNA polymerase III subunit F	ok
ALCAM	ALCAM	214	activated leukocyte cell adhesion molecule	ok
POLE2	POLE2	5427	DNA polymerase epsilon 2, accessory subunit	ok
PPP1R3B	PPP1R3B	79660	protein phosphatase 1 regulatory subunit 3B	ok
POLE4	POLE4	56655	DNA polymerase epsilon 4, accessory subunit	ok
PRKAB2	PRKAB2	5565	protein kinase AMP-activated non-catalytic subunit beta 2	ok
PHKG1	PHKG1	5260	phosphorylase kinase catalytic subunit gamma 1	ok
ERAS	ERAS	3266	ES cell expressed Ras	ok
ERAP2	ERAP2	64167	endoplasmic reticulum aminopeptidase 2	ok
NKIRAS1	NKIRAS1	28512	NFKB inhibitor interacting Ras like 1	ok
CTSK	CTSK	1513	cathepsin K	ok
ULK1	ULK1	8408	unc-51 like autophagy activating kinase 1	ok
METTL13	METTL13	51603	methyltransferase 13, eEF1A N-terminus and K55	ok
CTSL	CTSL	1514	cathepsin L	ok
EPHB3	EPHB3	2049	EPH receptor B3	ok
ULK4	ULK4	54986	unc-51 like kinase 4	ok
EPHB2	EPHB2	2048	EPH receptor B2	ok
BCR	BCR	613	BCR activator of RhoGEF and GTPase	ok
BCR	RN7SL263P	106480993	RNA, 7SL, cytoplasmic 263, pseudogene	ok
DIRAS2	DIRAS2	54769	DIRAS family GTPase 2	ok
MFHAS1	MFHAS1	9258	multifunctional ROCO family signaling regulator 1	ok
DCAF4L1	DCAF4L1	285429	DDB1 and CUL4 associated factor 4 like 1	ok
PRKACA	PRKCA	5578	protein kinase C alpha	ok
PRKACA	PRKACA	5566	protein kinase cAMP-activated catalytic subunit alpha	ok
PRKACB	PRKACB	5567	protein kinase cAMP-activated catalytic subunit beta	ok
AHR	AHR	196	aryl hydrocarbon receptor	ok
CCDC152	CCDC152	100129792	coiled-coil domain containing 152	ok
NKIRAS2	NKIRAS2	28511	NFKB inhibitor interacting Ras like 2	ok
TSFM	TSFM	10102	Ts translation elongation factor, mitochondrial	ok
GOLGA7B	GOLGA7B	401647	golgin A7 family member B	ok
METTL21A	METTL21A	151194	methyltransferase 21A, HSPA lysine	ok
CTSH	CTSH	1512	cathepsin H	ok
METTL15	METTL15	196074	methyltransferase 15, mitochondrial 12S rRNA N4-cytidine	ok
EIF5B	EIF5B	9669	eukaryotic translation initiation factor 5B	ok
UCK2	UCK2	7371	uridine-cytidine kinase 2	ok
TMEM168	TMEM168	64418	transmembrane protein 168	ok
NEIL1	NEIL1	79661	nei like DNA glycosylase 1	ok
C10orf67	C10orf67	256815	chromosome 10 open reading frame 67	ok
S100Z	S100Z	170591	S100 calcium binding protein Z	ok
GALT	GALT	2592	galactose-1-phosphate uridylyltransferase	ok
RAB32	RAB32	10981	RAB32, member RAS oncogene family	ok
ARL17B	ARL17B	100506084	ARF like GTPase 17B	ok
MED25	MED9	55090	mediator complex subunit 9	ok
MED25	MED25	81857	mediator complex subunit 25	ok
DYNC1LI2	DYNC1LI2	1783	dynein cytoplasmic 1 light intermediate chain 2	ok
S100A1	S100A1	6271	S100 calcium binding protein A1	ok
CDKL3	CDKL3	51265	cyclin dependent kinase like 3	ok
SBK1	SBK1	388228	SH3 domain binding kinase 1	ok
CDKL2	CDKL2	8999	cyclin dependent kinase like 2	ok
ARF1	ARF1	375	ARF GTPase 1	ok
ARF1	ARF1P1	442334	ARF GTPase 1 pseudogene 1	ok
MRPS17	MRPS17	51373	mitochondrial ribosomal protein S17	ok
DYNC1LI1	DYNC1LI1	51143	dynein cytoplasmic 1 light intermediate chain 1	ok
ARL2	ARL2	402	ARF like GTPase 2	ok
DCLK3	DCLK3	85443	doublecortin like kinase 3	ok
RPS6KA4	RPS6KA4	8986	ribosomal protein S6 kinase A4	ok
DUT	DUT	1854	deoxyuridine triphosphatase	ok
ARL15	ARL15	54622	ARF like GTPase 15	ok
ARL5A	ARL5A	26225	ARF like GTPase 5A	ok
ARL4D	ARL4D	379	ARF like GTPase 4D	ok
RAB36	RAB36	9609	RAB36, member RAS oncogene family	ok
ACSL4	ACSL4	2182	acyl-CoA synthetase long chain family member 4	ok
ARL4A	ARL4A	10124	ARF like GTPase 4A	ok
SLITRK5	SLITRK5	26050	SLIT and NTRK like family member 5	ok
FUT4	FUT4	2526	fucosyltransferase 4	ok
ROBO1	ROBO1	6091	roundabout guidance receptor 1	ok
AGAP1	AGAP1	116987	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	ok
RAB34	RAB34	83871	RAB34, member RAS oncogene family	ok
AEN	AEN	64782	apoptosis enhancing nuclease	ok
ARL3	ARL3	403	ARF like GTPase 3	ok
SCO1	SCO1	6341	synthesis of cytochrome C oxidase 1	ok
MRPS16	MRPS16	51021	mitochondrial ribosomal protein S16	ok
CDKL1	CDKL1	8814	cyclin dependent kinase like 1	ok
TMPRSS11F	TMPRSS11F	389208	transmembrane serine protease 11F	ok
CTSO	CTSK	1513	cathepsin K	ok
CTSO	CTSO	1519	cathepsin O	ok
GPN3	GPN3	51184	GPN-loop GTPase 3	ok
SLC30A2	SLC30A2	7780	solute carrier family 30 member 2	ok
CARD14	CARD14	79092	caspase recruitment domain family member 14	ok
CA14	CA14	23632	carbonic anhydrase 14	ok
CA2	CA2	760	carbonic anhydrase 2	ok
CA4	CA4	762	carbonic anhydrase 4	ok
PCMT1	PCMT1	5110	protein-L-isoaspartate (D-aspartate) O-methyltransferase	ok
DTX3	DTX3	196403	deltex E3 ubiquitin ligase 3	ok
RPS6KC1	RPS6KC1	26750	ribosomal protein S6 kinase C1	ok
CCND2	CCND2	894	cyclin D2	ok
PGM1	PGM1	5236	phosphoglucomutase 1	ok
CDKL4	CDKL4	344387	cyclin dependent kinase like 4	ok
CADM3	CADM3	57863	cell adhesion molecule 3	ok
GBX1	GBX1	2636	gastrulation brain homeobox 1	ok
ARL9	ARL9	132946	ARF like GTPase 9	ok
CDK9	CDK9	1025	cyclin dependent kinase 9	ok
GOPC	GOPC	57120	golgi associated PDZ and coiled-coil motif containing	ok
CDK8	CDK8	1024	cyclin dependent kinase 8	ok
GOT1	GOLT1A	127845	golgi transport 1A	ok
GOT1	GOLT1B	51026	golgi transport 1B	ok
GOT1	GOT1	2805	glutamic-oxaloacetic transaminase 1	ok
SASH1	SASH1	23328	SAM and SH3 domain containing 1	ok
GNL3L	GNL3L	54552	G protein nucleolar 3 like	ok
SAR1B	SAR1B	51128	secretion associated Ras related GTPase 1B	ok
CDK6	CDK6	1021	cyclin dependent kinase 6	ok
RAB7A	RAB7A	7879	RAB7A, member RAS oncogene family	ok
CADM2	CADM2	253559	cell adhesion molecule 2	ok
SPEF1	SPEF1	25876	sperm flagellar and cilia associated 1	ok
PLEKHM1	PLEKHM1	9842	pleckstrin homology and RUN domain containing M1	ok
ARL13B	ARL13B	200894	ARF like GTPase 13B	ok
ZNF611	ZNF611	81856	zinc finger protein 611	ok
AGAP2	AGAP2	116986	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	ok
BTNL8	BTNL8	79908	butyrophilin like 8	ok
SLCO1C1	SLCO1C1	53919	solute carrier organic anion transporter family member 1C1	ok
GEM	GMNN	51053	geminin DNA replication inhibitor	ok
GEM	GEM	2669	GTP binding protein overexpressed in skeletal muscle	ok
ARL5B	ARL5B	221079	ARF like GTPase 5B	ok
SDCBP	SDCBP	6386	syndecan binding protein	ok
NR1D1	NR1D1	9572	nuclear receptor subfamily 1 group D member 1	ok
PDZD11	PDZD11	51248	PDZ domain containing 11	ok
CYP1A2	CYP1A2	1544	cytochrome P450 family 1 subfamily A member 2	ok
RNF170	RNF170	81790	ring finger protein 170	ok
ARL11	ARL11	115761	ARF like GTPase 11	ok
SCNN1A	SCNN1A	6337	sodium channel epithelial 1 subunit alpha	ok
GFM2	GFM2	84340	GTP dependent ribosome recycling factor mitochondrial 2	ok
GDPD1	GDPD1	284161	glycerophosphodiester phosphodiesterase domain containing 1	ok
ARL1	AKR1B10	57016	aldo-keto reductase family 1 member B10	ok
ARL1	ARL1	400	ARF like GTPase 1	ok
GFM1	GFM1	85476	G elongation factor mitochondrial 1	ok
PDPK1	PDPK1	5170	3-phosphoinositide dependent protein kinase 1	ok
TRIB3	TRIB3	57761	tribbles pseudokinase 3	ok
SCYL1	CCL13	6357	C-C motif chemokine ligand 13	ok
SCYL1	SCYL1	57410	SCY1 like pseudokinase 1	ok
RAB38	RAB38	23682	RAB38, member RAS oncogene family	ok
TNFSF8	TNFSF8	944	TNF superfamily member 8	ok
NPM2	NPM2	10361	nucleophosmin/nucleoplasmin 2	ok
AGAP3	AGAP3	116988	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	ok
HBS1L	HBS1L	10767	HBS1 like translational GTPase	ok
CYP1A1	CYP1A1	1543	cytochrome P450 family 1 subfamily A member 1	ok
CYP24A1	CYP24A1	1591	cytochrome P450 family 24 subfamily A member 1	ok
TRIM54	TRIM54	57159	tripartite motif containing 54	ok
RPS6KA5	RPS6KA5	9252	ribosomal protein S6 kinase A5	ok
TRHDE	TRHDE	29953	thyrotropin releasing hormone degrading enzyme	ok
NAP1L4	NAP1L4	4676	nucleosome assembly protein 1 like 4	ok
CYP19A1	CYP19A1	1588	cytochrome P450 family 19 subfamily A member 1	ok
NCOA2	NCOA2	10499	nuclear receptor coactivator 2	ok
RNF7	RNF7	9616	ring finger protein 7	ok
TOMM6	PRICKLE4	29964	prickle planar cell polarity protein 4	ok
TOMM6	TOMM6	100188893	translocase of outer mitochondrial membrane 6	ok
TBC1D8B	TBC1D8B	54885	TBC1 domain family member 8B	ok
PABPC4	PABPC4	8761	poly(A) binding protein cytoplasmic 4	ok
NOTCH4	NOTCH4	4855	notch receptor 4	ok
C6orf136	C6orf136	221545	chromosome 6 open reading frame 136	ok
SCAF11	SCAF11	9169	SR-related CTD associated factor 11	ok
MTRF1L	MTRF1L	54516	mitochondrial translation release factor 1 like	ok
SRSF11	SRSF11	9295	serine and arginine rich splicing factor 11	ok
PCDHGA7	PCDHGA7	56108	protocadherin gamma subfamily A, 7	ok
RHCE	RHCE	6006	Rh blood group CcEe antigens	ok
SLC15A5	SLC15A5	729025	solute carrier family 15 member 5	ok
ALKBH1	ALKBH1	8846	alkB homolog 1, histone H2A dioxygenase	ok
PLAGL2	PLAGL2	5326	PLAG1 like zinc finger 2	ok
KCNJ16	KCNJ16	3773	potassium inwardly rectifying channel subfamily J member 16	ok
SLC4A4	SLC4A4	8671	solute carrier family 4 member 4	ok
PPARD	PPARD	5467	peroxisome proliferator activated receptor delta	ok
ARSI	ARSI	340075	arylsulfatase family member I	ok
GGT5	GGT5	2687	gamma-glutamyltransferase 5	ok
CERS1	GDF1	2657	growth differentiation factor 1	ok
CERS1	CERS1	10715	ceramide synthase 1	ok
PPM1L	PPM1L	151742	protein phosphatase, Mg2+/Mn2+ dependent 1L	ok
RBMXL1	RBMXL1	494115	RBMX like 1	ok
HIF1AN	HIF1AN	55662	hypoxia inducible factor 1 subunit alpha inhibitor	ok
GPHN	GPHN	10243	gephyrin	ok
RBM12B	RBM12B	389677	RNA binding motif protein 12B	ok
GLRX2	GLRX2	51022	glutaredoxin 2	ok
JMJD7	JMJD7	100137047	jumonji domain containing 7	ok
RBM7	RBM7	10179	RNA binding motif protein 7	ok
PCGF3	PCGF3	10336	polycomb group ring finger 3	ok
PROK2	PROK2	60675	prokineticin 2	ok
HNMT	HNMT	3176	histamine N-methyltransferase	ok
VSIG10L	VSIG10L	147645	V-set and immunoglobulin domain containing 10 like	ok
RBM27	RBM27	54439	RNA binding motif protein 27	ok
NUPR1	NUPR1	26471	nuclear protein 1, transcriptional regulator	ok
NEDD8	NEDD8	4738	NEDD8 ubiquitin like modifier	ok
PPRC1	PPRC1	23082	PPARG related coactivator 1	ok
SLC12A7	SLC12A7	10723	solute carrier family 12 member 7	ok
C11orf86	C11orf86	254439	chromosome 11 open reading frame 86	ok
HDHD3	HDHD3	81932	haloacid dehalogenase like hydrolase domain containing 3	ok
UBL5	PIN1	5300	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	ok
UBL5	UBL5	59286	ubiquitin like 5	ok
STAC2	STAC2	342667	SH3 and cysteine rich domain 2	ok
CACNA1S	CACNA1S	779	calcium voltage-gated channel subunit alpha1 S	ok
CDHR2	CDHR2	54825	cadherin related family member 2	ok
NFU1	NFU1	27247	NFU1 iron-sulfur cluster scaffold	ok
BEND2	BEND2	139105	BEN domain containing 2	ok
NR4A2	NR4A2	4929	nuclear receptor subfamily 4 group A member 2	ok
CEACAM8	CEACAM8	1088	CEA cell adhesion molecule 8	ok
BMI1	COMMD3-BMI1	100532731	COMMD3-BMI1 readthrough	ok
BMI1	BMI1	648	BMI1 proto-oncogene, polycomb ring finger	ok
WDR49	WDR49	151790	WD repeat domain 49	ok
IGFBP4	IGFBP4	3487	insulin like growth factor binding protein 4	ok
EGLN1	EGLN1	54583	egl-9 family hypoxia inducible factor 1	ok
TYW5	TYW5	129450	tRNA-yW synthesizing protein 5	ok
LARP7	LARP7	51574	La ribonucleoprotein 7, transcriptional regulator	ok
SIRPB2	SIRPG	55423	signal regulatory protein gamma	ok
SIRPB2	SIRPB2	284759	signal regulatory protein beta 2	ok
GLRX	GLRX	2745	glutaredoxin	ok
NR1D2	NR1D2	9975	nuclear receptor subfamily 1 group D member 2	ok
PIGH	PIGH	5283	phosphatidylinositol glycan anchor biosynthesis class H	ok
RBFA	RBFA	79863	ribosome binding factor A	ok
SCN9A	SCN9A	6335	sodium voltage-gated channel alpha subunit 9	ok
FAF2	FAF2	23197	Fas associated factor family member 2	ok
LRRK1	LRRK1	79705	leucine rich repeat kinase 1	ok
RBM25	RBM25	58517	RNA binding motif protein 25	ok
PPARGC1A	PPARGC1A	10891	PPARG coactivator 1 alpha	ok
NOL3	NOL3	8996	nucleolar protein 3	ok
KCNJ10	KCNJ10	3766	potassium inwardly rectifying channel subfamily J member 10	ok
NDRG3	NDRG3	57446	NDRG family member 3	ok
KCNJ4	KCNJ4	3761	potassium inwardly rectifying channel subfamily J member 4	ok
PABPC1L	PABPC1L	80336	poly(A) binding protein cytoplasmic 1 like	ok
SLC7A5	SLC7A5	8140	solute carrier family 7 member 5	ok
PBLD	PBLD	64081	phenazine biosynthesis like protein domain containing	ok
CPA1	CPA1	1357	carboxypeptidase A1	ok
CPA3	CPA4	51200	carboxypeptidase A4	ok
CPA3	CPA3	1359	carboxypeptidase A3	ok
ZPBP2	ZPBP2	124626	zona pellucida binding protein 2	ok
CPA4	CPA4	51200	carboxypeptidase A4	ok
KCNJ13	KCNJ13	3769	potassium inwardly rectifying channel subfamily J member 13	ok
STON1-GTF2A1L	STON1-GTF2A1L	286749	STON1-GTF2A1L readthrough	ok
CPA5	CPA5	93979	carboxypeptidase A5	ok
MTTP	MT-TP	4571	tRNA-Pro	ok
MTTP	MTTP	4547	microsomal triglyceride transfer protein	ok
