source,target,weight,interaction,addiction_status,compound_name
NEW01329,RXFP4,0.813165,Drug-target,0,DROPERIDOL
NEW01329,GPR20,0.813065,Drug-target,0,DROPERIDOL
NEW01329,UTS2R,0.812361,Drug-target,0,DROPERIDOL
NEW01329,OPRM1,0.809211,Drug-target,0,DROPERIDOL
NEW01329,P2RY2,0.808952,Drug-target,0,DROPERIDOL
NEW01329,NTSR1,0.80822,Drug-target,0,DROPERIDOL
NEW01329,SSTR4,0.807826,Drug-target,0,DROPERIDOL
NEW01329,QRFPR,0.802149,Drug-target,0,DROPERIDOL
NEW01329,MRGPRF,0.798481,Drug-target,0,DROPERIDOL
NEW01329,GPR173,0.798467,Drug-target,0,DROPERIDOL
NEW01329,HCAR2,0.798266,Drug-target,0,DROPERIDOL
NEW01329,NMUR2,0.797828,Drug-target,0,DROPERIDOL
NEW01329,P2RY11,0.797728,Drug-target,0,DROPERIDOL
NEW01329,EDNRA,0.797218,Drug-target,0,DROPERIDOL
NEW01329,GPR85,0.792934,Drug-target,0,DROPERIDOL
NEW01329,P2RY12,0.792654,Drug-target,0,DROPERIDOL
NEW01329,GPR87,0.790121,Drug-target,0,DROPERIDOL
NEW01329,GPR141,0.788728,Drug-target,0,DROPERIDOL
NEW01329,OR2L8,0.786712,Drug-target,0,DROPERIDOL
NEW01329,GHSR,0.784839,Drug-target,0,DROPERIDOL
NEW01329,OR52H1,0.782528,Drug-target,0,DROPERIDOL
NEW01329,GPR39,0.782413,Drug-target,0,DROPERIDOL
NEW01329,USP25,0.779334,Drug-target,0,DROPERIDOL
NEW01329,CRHR2,0.778875,Drug-target,0,DROPERIDOL
NEW01329,LTB4R,0.778559,Drug-target,0,DROPERIDOL
NEW01329,MCHR2,0.777274,Drug-target,0,DROPERIDOL
NEW01329,ACKR3,0.777095,Drug-target,0,DROPERIDOL
NEW01329,OPRL1,0.776148,Drug-target,0,DROPERIDOL
NEW01329,CXCR4,0.775272,Drug-target,0,DROPERIDOL
NEW01329,SSTR3,0.775179,Drug-target,0,DROPERIDOL
NEW01329,ACKR2,0.773306,Drug-target,0,DROPERIDOL
NEW01329,GPR37,0.771662,Drug-target,0,DROPERIDOL
NEW01329,PTGER1,0.770141,Drug-target,0,DROPERIDOL
NEW01329,SSTR2,0.769947,Drug-target,0,DROPERIDOL
NEW01329,TAS2R39,0.76844,Drug-target,0,DROPERIDOL
NEW01329,MRGPRD,0.767213,Drug-target,0,DROPERIDOL
NEW01329,SSTR1,0.766926,Drug-target,0,DROPERIDOL
NEW01329,GPR65,0.76633,Drug-target,0,DROPERIDOL
NEW01329,FFAR4,0.766287,Drug-target,0,DROPERIDOL
NEW01329,GPR4,0.765727,Drug-target,0,DROPERIDOL
NEW01329,CCR9,0.765598,Drug-target,0,DROPERIDOL
NEW01329,GPR55,0.764816,Drug-target,0,DROPERIDOL
NEW01329,FFAR2,0.763847,Drug-target,0,DROPERIDOL
NEW01329,LPAR5,0.762797,Drug-target,0,DROPERIDOL
NEW01329,GPR34,0.758162,Drug-target,0,DROPERIDOL
NEW01329,NPFFR2,0.757071,Drug-target,0,DROPERIDOL
NEW01329,NPSR1,0.754008,Drug-target,0,DROPERIDOL
NEW01329,NMUR1,0.753469,Drug-target,0,DROPERIDOL
NEW01329,CXCR6,0.748916,Drug-target,0,DROPERIDOL
NEW01329,GPR50,0.745806,Drug-target,0,DROPERIDOL
NEW01329,NPY1R,0.744339,Drug-target,0,DROPERIDOL
NEW01329,OR5AN1,0.744246,Drug-target,0,DROPERIDOL
NEW01329,NMBR,0.743236,Drug-target,0,DROPERIDOL
NEW01329,CCR6,0.733955,Drug-target,0,DROPERIDOL
NEW01329,GALR2,0.732488,Drug-target,0,DROPERIDOL
NEW01329,GPR142,0.731584,Drug-target,0,DROPERIDOL
NEW01329,OR52A1,0.727782,Drug-target,0,DROPERIDOL
NEW01329,CRHR1,0.725588,Drug-target,0,DROPERIDOL
NEW01329,KCNH8,0.724602,Drug-target,0,DROPERIDOL
NEW01329,KCNH2,0.72452,Drug-target,0,DROPERIDOL
NEW01329,OR6B1,0.720695,Drug-target,0,DROPERIDOL
NEW01329,KCNH4,0.71931,Drug-target,0,DROPERIDOL
NEW01329,TACR2,0.711167,Drug-target,0,DROPERIDOL
NEW01329,GPR132,0.709102,Drug-target,0,DROPERIDOL
NEW01330,PCDHGA7,0.775983,Drug-target,0,MIZOLASTINE
NEW01330,MCHR1,0.74076,Drug-target,0,MIZOLASTINE
NEW01330,SSTR5,0.705065,Drug-target,0,MIZOLASTINE
NEW01331,ACAT2,0.878006,Drug-target,0,SULFAPHENAZOLE
NEW01331,ACAT1,0.878006,Drug-target,0,SULFAPHENAZOLE
NEW01331,ACAA2,0.878006,Drug-target,0,SULFAPHENAZOLE
NEW01332,FRMPD2,0.883771,Drug-target,0,ALOSETRON
NEW01332,KCNH8,0.871298,Drug-target,0,ALOSETRON
NEW01332,KCNH2,0.870234,Drug-target,0,ALOSETRON
NEW01332,KCNH4,0.866771,Drug-target,0,ALOSETRON
NEW01332,KCNH6,0.845576,Drug-target,0,ALOSETRON
NEW01332,KCNH7,0.843763,Drug-target,0,ALOSETRON
NEW01332,KCNH1,0.803728,Drug-target,0,ALOSETRON
NEW01332,KCNH5,0.793422,Drug-target,0,ALOSETRON
NEW01332,PTPRJ,0.765705,Drug-target,0,ALOSETRON
NEW01332,PSMD2,0.72844,Drug-target,0,ALOSETRON
NEW01332,PSMD1,0.72844,Drug-target,0,ALOSETRON
NEW01333,PTH2,0.882517,Drug-target,0,BUFEXAMAC
NEW01333,LRRC47,0.882517,Drug-target,0,BUFEXAMAC
NEW01333,FARSB,0.882517,Drug-target,0,BUFEXAMAC
NEW01333,FARS2,0.882517,Drug-target,0,BUFEXAMAC
NEW01333,RPTOR,0.860026,Drug-target,0,BUFEXAMAC
NEW01333,CD8A,0.846564,Drug-target,0,BUFEXAMAC
NEW01333,VSIG4,0.844255,Drug-target,0,BUFEXAMAC
NEW01333,TREML4,0.844255,Drug-target,0,BUFEXAMAC
NEW01333,SCN1B,0.844255,Drug-target,0,BUFEXAMAC
NEW01333,VPREB3,0.84393,Drug-target,0,BUFEXAMAC
NEW01333,TREML1,0.841614,Drug-target,0,BUFEXAMAC
NEW01333,THY1,0.841614,Drug-target,0,BUFEXAMAC
NEW01333,PILRB,0.841614,Drug-target,0,BUFEXAMAC
NEW01333,PDCD1,0.841614,Drug-target,0,BUFEXAMAC
NEW01333,CD8B,0.841614,Drug-target,0,BUFEXAMAC
NEW01333,CD83,0.841614,Drug-target,0,BUFEXAMAC
NEW01333,CD300LG,0.841614,Drug-target,0,BUFEXAMAC
NEW01333,CD300LF,0.841614,Drug-target,0,BUFEXAMAC
NEW01333,CD300LD,0.841614,Drug-target,0,BUFEXAMAC
NEW01333,BCAN,0.835482,Drug-target,0,BUFEXAMAC
NEW01333,KCNK9,0.834394,Drug-target,0,BUFEXAMAC
NEW01333,KCNK3,0.834394,Drug-target,0,BUFEXAMAC
NEW01333,ADRB2,0.799694,Drug-target,0,BUFEXAMAC
NEW01333,ADRB1,0.786317,Drug-target,0,BUFEXAMAC
NEW01333,ABHD1,0.774705,Drug-target,0,BUFEXAMAC
NEW01333,PIK3R3,0.722514,Drug-target,0,BUFEXAMAC
NEW01333,PIK3R2,0.722514,Drug-target,0,BUFEXAMAC
NEW01333,HAPLN1,0.712974,Drug-target,0,BUFEXAMAC
NEW01334,OR2T12,0.885286,Drug-target,0,PROGLUMIDE
NEW01334,OR51E2,0.885161,Drug-target,0,PROGLUMIDE
NEW01334,OR1L1,0.885139,Drug-target,0,PROGLUMIDE
NEW01334,OR10J1,0.885139,Drug-target,0,PROGLUMIDE
NEW01334,NPY5R,0.885139,Drug-target,0,PROGLUMIDE
NEW01334,TPSD1,0.885117,Drug-target,0,PROGLUMIDE
NEW01334,HCRTR1,0.885095,Drug-target,0,PROGLUMIDE
NEW01334,NPFFR2,0.88506,Drug-target,0,PROGLUMIDE
NEW01334,POTEJ,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,POTEF,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,POTEE,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,HSPA13,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTRT3,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTR6,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTR5,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTR3B,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTR3,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTR2,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTR1B,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTR1A,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTR10,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTL6B,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTL6A,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTG2,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTG1,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTC1,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTB,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTA2,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,ACTA1,0.885015,Drug-target,0,PROGLUMIDE
NEW01334,PADI2,0.884894,Drug-target,0,PROGLUMIDE
NEW01334,OR52A1,0.88487,Drug-target,0,PROGLUMIDE
NEW01334,OR8B8,0.884792,Drug-target,0,PROGLUMIDE
NEW01334,OR4K17,0.884792,Drug-target,0,PROGLUMIDE
NEW01334,GSTM4,0.884707,Drug-target,0,PROGLUMIDE
NEW01334,GSTM1,0.884461,Drug-target,0,PROGLUMIDE
NEW01334,GSTM2,0.883723,Drug-target,0,PROGLUMIDE
NEW01334,GALR3,0.882979,Drug-target,0,PROGLUMIDE
NEW01334,C1QTNF3,0.882933,Drug-target,0,PROGLUMIDE
NEW01334,NPC1L1,0.88238,Drug-target,0,PROGLUMIDE
NEW01334,FFAR4,0.882207,Drug-target,0,PROGLUMIDE
NEW01334,GPR27,0.882138,Drug-target,0,PROGLUMIDE
NEW01334,NAMPT,0.880753,Drug-target,0,PROGLUMIDE
NEW01334,OR8B3,0.879079,Drug-target,0,PROGLUMIDE
NEW01334,NPFFR1,0.877693,Drug-target,0,PROGLUMIDE
NEW01334,LNPEP,0.876368,Drug-target,0,PROGLUMIDE
NEW01334,HCRTR2,0.875102,Drug-target,0,PROGLUMIDE
NEW01334,TACR3,0.874966,Drug-target,0,PROGLUMIDE
NEW01334,TIMP4,0.874505,Drug-target,0,PROGLUMIDE
NEW01334,TIMP3,0.874505,Drug-target,0,PROGLUMIDE
NEW01334,TIMP2,0.874505,Drug-target,0,PROGLUMIDE
NEW01334,TIMP1,0.874505,Drug-target,0,PROGLUMIDE
NEW01334,SFRP5,0.874505,Drug-target,0,PROGLUMIDE
NEW01334,SFRP2,0.874505,Drug-target,0,PROGLUMIDE
NEW01334,PCOLCE,0.874505,Drug-target,0,PROGLUMIDE
NEW01334,NTN5,0.874505,Drug-target,0,PROGLUMIDE
NEW01334,NTN3,0.874505,Drug-target,0,PROGLUMIDE
NEW01334,NTN1,0.874505,Drug-target,0,PROGLUMIDE
NEW01334,METRNL,0.874505,Drug-target,0,PROGLUMIDE
NEW01334,ADAMTSL5,0.874505,Drug-target,0,PROGLUMIDE
NEW01334,TRHR,0.874031,Drug-target,0,PROGLUMIDE
NEW01334,LARP1,0.87293,Drug-target,0,PROGLUMIDE
NEW01334,DEPDC1,0.872793,Drug-target,0,PROGLUMIDE
NEW01334,OR52H1,0.868084,Drug-target,0,PROGLUMIDE
NEW01334,MLNR,0.867139,Drug-target,0,PROGLUMIDE
NEW01334,CTSC,0.865462,Drug-target,0,PROGLUMIDE
NEW01334,CAPN9,0.864879,Drug-target,0,PROGLUMIDE
NEW01334,CAPN11,0.864879,Drug-target,0,PROGLUMIDE
NEW01334,GALR2,0.864334,Drug-target,0,PROGLUMIDE
NEW01334,TPSB2,0.86422,Drug-target,0,PROGLUMIDE
NEW01334,TPSAB1,0.86422,Drug-target,0,PROGLUMIDE
NEW01334,OR51M1,0.857037,Drug-target,0,PROGLUMIDE
NEW01334,DPP8,0.854565,Drug-target,0,PROGLUMIDE
NEW01334,OR51D1,0.853603,Drug-target,0,PROGLUMIDE
NEW01334,TASP1,0.852933,Drug-target,0,PROGLUMIDE
NEW01334,ASRGL1,0.852933,Drug-target,0,PROGLUMIDE
NEW01334,AGA,0.852933,Drug-target,0,PROGLUMIDE
NEW01334,PCSK6,0.852837,Drug-target,0,PROGLUMIDE
NEW01334,TXNDC12,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,TMEM79,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,PTGES,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,JDP2,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GSTT2,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GSTO2,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GSTO1,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GSTM5,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GSTM3,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GSTA4,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GPX8,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GPX7,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GPX4,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GPX3,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GLRX2,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GLRX,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GGT7,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GGT5,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,GGT1,0.85122,Drug-target,0,PROGLUMIDE
NEW01334,OR8A1,0.848506,Drug-target,0,PROGLUMIDE
NEW01334,CTSH,0.847397,Drug-target,0,PROGLUMIDE
NEW01334,OR5H1,0.844566,Drug-target,0,PROGLUMIDE
NEW01334,C5orf63,0.843358,Drug-target,0,PROGLUMIDE
NEW01334,PPP1R21,0.841958,Drug-target,0,PROGLUMIDE
NEW01334,EXOC7,0.841958,Drug-target,0,PROGLUMIDE
NEW01334,CCDC13,0.841958,Drug-target,0,PROGLUMIDE
NEW01334,GSTA3,0.83778,Drug-target,0,PROGLUMIDE
NEW01334,GPR151,0.832879,Drug-target,0,PROGLUMIDE
NEW01334,GSTA1,0.828703,Drug-target,0,PROGLUMIDE
NEW01334,ACY1,0.826887,Drug-target,0,PROGLUMIDE
NEW01334,AVPR2,0.826284,Drug-target,0,PROGLUMIDE
NEW01334,OR2A7,0.825925,Drug-target,0,PROGLUMIDE
NEW01334,OR5K2,0.820126,Drug-target,0,PROGLUMIDE
NEW01334,MSC,0.817751,Drug-target,0,PROGLUMIDE
NEW01334,CTSS,0.816194,Drug-target,0,PROGLUMIDE
NEW01334,CTSO,0.816194,Drug-target,0,PROGLUMIDE
NEW01334,CTSK,0.816194,Drug-target,0,PROGLUMIDE
NEW01334,AVPR1A,0.810746,Drug-target,0,PROGLUMIDE
NEW01334,PNKD,0.80413,Drug-target,0,PROGLUMIDE
NEW01334,HAGHL,0.80413,Drug-target,0,PROGLUMIDE
NEW01334,HAGH,0.80413,Drug-target,0,PROGLUMIDE
NEW01334,ETHE1,0.80413,Drug-target,0,PROGLUMIDE
NEW01334,OXTR,0.801905,Drug-target,0,PROGLUMIDE
NEW01334,ITGA4,0.801424,Drug-target,0,PROGLUMIDE
NEW01334,CTSF,0.799379,Drug-target,0,PROGLUMIDE
NEW01334,PDYN,0.791149,Drug-target,0,PROGLUMIDE
NEW01334,SLC38A6,0.784307,Drug-target,0,PROGLUMIDE
NEW01334,SLC38A5,0.784307,Drug-target,0,PROGLUMIDE
NEW01334,SLC38A10,0.784307,Drug-target,0,PROGLUMIDE
NEW01334,PCSK4,0.784006,Drug-target,0,PROGLUMIDE
NEW01334,ABHD10,0.778121,Drug-target,0,PROGLUMIDE
NEW01334,ZBED5,0.778039,Drug-target,0,PROGLUMIDE
NEW01334,XIAP,0.778039,Drug-target,0,PROGLUMIDE
NEW01334,PSMD10,0.776183,Drug-target,0,PROGLUMIDE
NEW01334,NFKBIE,0.776183,Drug-target,0,PROGLUMIDE
NEW01334,NFKBIB,0.776183,Drug-target,0,PROGLUMIDE
NEW01334,OR6C6,0.774863,Drug-target,0,PROGLUMIDE
NEW01334,TNFSF8,0.774102,Drug-target,0,PROGLUMIDE
NEW01334,C1QL3,0.774102,Drug-target,0,PROGLUMIDE
NEW01334,OR4E2,0.772588,Drug-target,0,PROGLUMIDE
NEW01334,OR4P4,0.771325,Drug-target,0,PROGLUMIDE
NEW01334,DPP4,0.769732,Drug-target,0,PROGLUMIDE
NEW01334,OR6C4,0.769315,Drug-target,0,PROGLUMIDE
NEW01334,MADCAM1,0.768436,Drug-target,0,PROGLUMIDE
NEW01334,E2F8,0.767083,Drug-target,0,PROGLUMIDE
NEW01334,E2F7,0.767083,Drug-target,0,PROGLUMIDE
NEW01334,E2F5,0.767083,Drug-target,0,PROGLUMIDE
NEW01334,E2F4,0.767083,Drug-target,0,PROGLUMIDE
NEW01334,E2F3,0.767083,Drug-target,0,PROGLUMIDE
NEW01334,E2F1,0.767083,Drug-target,0,PROGLUMIDE
NEW01334,OR2M3,0.753257,Drug-target,0,PROGLUMIDE
NEW01334,NPY1R,0.75314,Drug-target,0,PROGLUMIDE
NEW01334,RSPO3,0.752635,Drug-target,0,PROGLUMIDE
NEW01334,TMPRSS3,0.736032,Drug-target,0,PROGLUMIDE
NEW01334,FZD6,0.733122,Drug-target,0,PROGLUMIDE
NEW01334,OR2C3,0.731878,Drug-target,0,PROGLUMIDE
NEW01334,OR51L1,0.729988,Drug-target,0,PROGLUMIDE
NEW01334,BRS3,0.727395,Drug-target,0,PROGLUMIDE
NEW01334,OR2AT4,0.713901,Drug-target,0,PROGLUMIDE
NEW01334,CX3CR1,0.70686,Drug-target,0,PROGLUMIDE
NEW01334,OR1E2,0.706508,Drug-target,0,PROGLUMIDE
NEW01334,QRFPR,0.702882,Drug-target,0,PROGLUMIDE
NEW01337,AVPR2,0.885121,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR15,0.885089,Drug-target,0,ARIPIPRAZOLE
NEW01337,GNRHR,0.885079,Drug-target,0,ARIPIPRAZOLE
NEW01337,C5AR2,0.88503,Drug-target,0,ARIPIPRAZOLE
NEW01337,CXCR3,0.884997,Drug-target,0,ARIPIPRAZOLE
NEW01337,FPR1,0.884957,Drug-target,0,ARIPIPRAZOLE
NEW01337,FPR3,0.884939,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR25,0.884929,Drug-target,0,ARIPIPRAZOLE
NEW01337,PTGDR2,0.884907,Drug-target,0,ARIPIPRAZOLE
NEW01337,ACKR4,0.8848,Drug-target,0,ARIPIPRAZOLE
NEW01337,CRHR1,0.884895,Drug-target,0,ARIPIPRAZOLE
NEW01337,KISS1R,0.884894,Drug-target,0,ARIPIPRAZOLE
NEW01337,LTB4R2,0.884875,Drug-target,0,ARIPIPRAZOLE
NEW01337,APLNR,0.884868,Drug-target,0,ARIPIPRAZOLE
NEW01337,OPRD1,0.884865,Drug-target,0,ARIPIPRAZOLE
NEW01337,PROKR2,0.884857,Drug-target,0,ARIPIPRAZOLE
NEW01337,CCR1,0.88484,Drug-target,0,ARIPIPRAZOLE
NEW01337,MCHR1,0.884847,Drug-target,0,ARIPIPRAZOLE
NEW01337,AVPR1A,0.884836,Drug-target,0,ARIPIPRAZOLE
NEW01337,NPBWR1,0.884835,Drug-target,0,ARIPIPRAZOLE
NEW01337,GHSR,0.884824,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR2AT4,0.884819,Drug-target,0,ARIPIPRAZOLE
NEW01337,UTS2R,0.884817,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR173,0.884805,Drug-target,0,ARIPIPRAZOLE
NEW01337,SUCNR1,0.884802,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR51M1,0.88479,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR51D1,0.884797,Drug-target,0,ARIPIPRAZOLE
NEW01337,QRFPR,0.884796,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR50,0.884796,Drug-target,0,ARIPIPRAZOLE
NEW01337,CCR10,0.884784,Drug-target,0,ARIPIPRAZOLE
NEW01337,P2RY6,0.884768,Drug-target,0,ARIPIPRAZOLE
NEW01337,OXGR1,0.88475,Drug-target,0,ARIPIPRAZOLE
NEW01337,CXCR1,0.884759,Drug-target,0,ARIPIPRAZOLE
NEW01337,F2RL3,0.884757,Drug-target,0,ARIPIPRAZOLE
NEW01337,EDNRB,0.884754,Drug-target,0,ARIPIPRAZOLE
NEW01337,AGTR1,0.884754,Drug-target,0,ARIPIPRAZOLE
NEW01337,C5AR1,0.884734,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR2A7,0.88472,Drug-target,0,ARIPIPRAZOLE
NEW01337,PROKR1,0.884727,Drug-target,0,ARIPIPRAZOLE
NEW01337,CLDN10,0.884714,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR1I1,0.884639,Drug-target,0,ARIPIPRAZOLE
NEW01337,NPBWR2,0.884459,Drug-target,0,ARIPIPRAZOLE
NEW01337,HCAR2,0.884343,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR2A1,0.884339,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR2M3,0.884326,Drug-target,0,ARIPIPRAZOLE
NEW01337,ACKR1,0.884307,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR4P4,0.883943,Drug-target,0,ARIPIPRAZOLE
NEW01337,CXCR2,0.883884,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR141,0.883723,Drug-target,0,ARIPIPRAZOLE
NEW01337,MCHR2,0.883548,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR174,0.883515,Drug-target,0,ARIPIPRAZOLE
NEW01337,CCRL2,0.883473,Drug-target,0,ARIPIPRAZOLE
NEW01337,EDNRA,0.883264,Drug-target,0,ARIPIPRAZOLE
NEW01337,MRGPRX3,0.88322,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR20,0.882886,Drug-target,0,ARIPIPRAZOLE
NEW01337,NPY2R,0.882798,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR51L1,0.882633,Drug-target,0,ARIPIPRAZOLE
NEW01337,FZD10,0.882624,Drug-target,0,ARIPIPRAZOLE
NEW01337,OPRM1,0.882536,Drug-target,0,ARIPIPRAZOLE
NEW01337,RXFP4,0.88239,Drug-target,0,ARIPIPRAZOLE
NEW01337,FFAR3,0.881934,Drug-target,0,ARIPIPRAZOLE
NEW01337,HCAR3,0.881927,Drug-target,0,ARIPIPRAZOLE
NEW01337,GRPR,0.881692,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR85,0.881686,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR82,0.881651,Drug-target,0,ARIPIPRAZOLE
NEW01337,SSTR3,0.881467,Drug-target,0,ARIPIPRAZOLE
NEW01337,NMUR2,0.88138,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR27,0.88127,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR1J2,0.88099,Drug-target,0,ARIPIPRAZOLE
NEW01337,PTGFR,0.880956,Drug-target,0,ARIPIPRAZOLE
NEW01337,P2RY2,0.88086,Drug-target,0,ARIPIPRAZOLE
NEW01337,SSTR5,0.880846,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR2M2,0.880752,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR2L8,0.880741,Drug-target,0,ARIPIPRAZOLE
NEW01337,SSTR2,0.880718,Drug-target,0,ARIPIPRAZOLE
NEW01337,FPR2,0.880665,Drug-target,0,ARIPIPRAZOLE
NEW01337,OXER1,0.880632,Drug-target,0,ARIPIPRAZOLE
NEW01337,BDKRB2,0.880538,Drug-target,0,ARIPIPRAZOLE
NEW01337,NPFFR1,0.880507,Drug-target,0,ARIPIPRAZOLE
NEW01337,ACKR2,0.88048,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR2C3,0.880486,Drug-target,0,ARIPIPRAZOLE
NEW01337,LTB4R,0.880425,Drug-target,0,ARIPIPRAZOLE
NEW01337,CXCR4,0.88036,Drug-target,0,ARIPIPRAZOLE
NEW01337,P2RY12,0.880115,Drug-target,0,ARIPIPRAZOLE
NEW01337,ACKR3,0.880093,Drug-target,0,ARIPIPRAZOLE
NEW01337,PTH1R,0.880058,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR39,0.879979,Drug-target,0,ARIPIPRAZOLE
NEW01337,F2RL1,0.879905,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR12D2,0.879862,Drug-target,0,ARIPIPRAZOLE
NEW01337,CCR5,0.879766,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR6B1,0.879678,Drug-target,0,ARIPIPRAZOLE
NEW01337,SSTR4,0.879534,Drug-target,0,ARIPIPRAZOLE
NEW01337,SSTR1,0.879433,Drug-target,0,ARIPIPRAZOLE
NEW01337,BDKRB1,0.879385,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR83,0.879373,Drug-target,0,ARIPIPRAZOLE
NEW01337,FFAR4,0.879124,Drug-target,0,ARIPIPRAZOLE
NEW01337,GDPD4,0.878895,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR87,0.878828,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR65,0.878385,Drug-target,0,ARIPIPRAZOLE
NEW01337,MRGPRF,0.8781,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR55,0.878121,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR4,0.878113,Drug-target,0,ARIPIPRAZOLE
NEW01337,CX3CR1,0.878047,Drug-target,0,ARIPIPRAZOLE
NEW01337,NTSR1,0.878014,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR10H5,0.877922,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR34,0.877911,Drug-target,0,ARIPIPRAZOLE
NEW01337,OPRK1,0.877868,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR13C5,0.877373,Drug-target,0,ARIPIPRAZOLE
NEW01337,NMBR,0.877323,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR2AE1,0.87715,Drug-target,0,ARIPIPRAZOLE
NEW01337,PTGER1,0.877106,Drug-target,0,ARIPIPRAZOLE
NEW01337,TACR2,0.877033,Drug-target,0,ARIPIPRAZOLE
NEW01337,LPAR5,0.876943,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR51Q1,0.876923,Drug-target,0,ARIPIPRAZOLE
NEW01337,HCRTR1,0.87685,Drug-target,0,ARIPIPRAZOLE
NEW01337,GPR37,0.876728,Drug-target,0,ARIPIPRAZOLE
NEW01337,CMKLR1,0.876444,Drug-target,0,ARIPIPRAZOLE
NEW01337,NPSR1,0.876278,Drug-target,0,ARIPIPRAZOLE
NEW01337,OR4F15,0.876209,Drug-target,0,ARIPIPRAZOLE
NEW01337,CCR9,0.876209,Drug-target,0,ARIPIPRAZOLE
NEW01337,NPFFR2,0.876005,Drug-target,0,ARIPIPRAZOLE
NEW01337,TRHR,0.875684,Drug-target,0,ARIPIPRAZOLE
NEW01337,P2RY10,0.875627,Drug-target,0,ARIPIPRAZOLE
NEW01337,P2RY13,0.875442,Drug-target,0,ARIPIPRAZOLE
