pathway_id,pathway_name,mean_E_drug,mean_E_comp,frac_tilt_edrug,frac_tilt_ecomp,n_drugs_addictive,n_drugs_nonaddictive,n_add_p,n_non_p,n_add_drugs,n_non_drugs,p_value_drug,p_value_comp,FDR_drug,FDR_comp
REACT:R-HSA-167060,NGF processing,0.8918918918918919,0.39819819819819813,0.9459459459459459,0.9459459459459459,71,114,3,1,71,114,0.010607366605068691,0.02130970202508939,0.013854930030127636,0.02297650050031915
REACT:R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,0.7840129070108536,0.2096871602850586,0.8952772073921971,0.9055441478439425,182,305,10,17,182,305,1.7360983667763736e-10,0.03514811660276213,6.13421422927652e-10,0.03745234733895104
REACT:R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,0.7913696612665684,0.2104381443298969,0.8989690721649485,0.9092783505154639,182,303,10,16,182,303,3.289088912886867e-10,0.04611476046332193,1.1115195000783989e-09,0.04875628557724036
REACT:R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,0.7753530041873601,0.20847534651215632,0.8916155419222904,0.901840490797546,182,307,10,18,182,307,6.219975187026202e-11,0.025073970147958455,2.3040660773446522e-10,0.026849118477017462
REACT:R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,0.7876837154614932,0.2100051440329218,0.897119341563786,0.9074074074074074,182,304,10,16,182,304,2.388612032508662e-10,0.040300589934332276,8.290950581352485e-10,0.042733536941078724
REACT:R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,0.7753530041873601,0.20847534651215632,0.8916155419222904,0.901840490797546,182,307,10,18,182,307,6.219975187026202e-11,0.025073970147958455,2.3040660773446522e-10,0.026849118477017462
REACT:R-HSA-168249,Innate Immune System,0.3120708354090598,0.07480534223641329,0.6632270168855535,0.7270168855534709,311,755,56,138,311,755,2.3712973434362054e-65,7.190404495389674e-44,8.169119348137728e-63,1.566070099095871e-41
REACT:R-HSA-168253,Host Interactions with Influenza Factors,0.7741293532338308,0.47500000000000003,0.8768656716417911,0.8768656716417911,99,169,5,2,99,169,3.0077030132438157e-06,0.0016063523365285766,6.386155242295806e-06,0.0020483813752688756
REACT:R-HSA-168254,Influenza Infection,0.4882789317507419,0.3108803165182987,0.7359050445103857,0.7359050445103857,104,233,6,5,104,233,8.331795325522398e-14,1.1208108591409172e-10,4.5024368464979866e-13,4.4384110021980317e-10
REACT:R-HSA-168255,Influenza Life Cycle,0.5384969325153375,0.3126278118609407,0.7607361963190185,0.754601226993865,104,222,6,4,104,222,1.604940737983744e-12,1.380469450001438e-09,7.157308533791583e-12,4.500991709735227e-09
REACT:R-HSA-168256,Immune System,0.30153039441496,0.07771726998225888,0.6649395509499136,0.7184801381692574,325,833,84,196,325,833,2.919843785739218e-70,1.0059055587097357e-47,1.3411815789162144e-67,5.477155767174511e-45
REACT:R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,0.8500648508430609,0.46614785992217905,0.914396887159533,0.8988326848249028,99,158,5,1,99,158,0.00011713139510958829,0.015710862110767304,0.0002000087515006353,0.017007086320701387
REACT:R-HSA-168273,Influenza Viral RNA Transcription and Replication,0.5384969325153375,0.3126278118609407,0.7607361963190185,0.754601226993865,104,222,6,4,104,222,1.604940737983744e-12,1.380469450001438e-09,7.157308533791583e-12,4.500991709735227e-09
REACT:R-HSA-168274,Export of Viral Ribonucleoproteins from Nucleus,0.8500648508430609,0.46614785992217905,0.914396887159533,0.8988326848249028,99,158,5,1,99,158,0.00011713139510958829,0.015710862110767304,0.0002000087515006353,0.017007086320701387
REACT:R-HSA-168276,NS1 Mediated Effects on Host Pathways,0.7741293532338308,0.47500000000000003,0.8768656716417911,0.8768656716417911,99,169,5,2,99,169,3.0077030132438157e-06,0.0016063523365285766,6.386155242295806e-06,0.0020483813752688756
REACT:R-HSA-168325,Viral Messenger RNA Synthesis,0.8500648508430609,0.46614785992217905,0.914396887159533,0.8988326848249028,99,158,5,1,99,158,0.00011713139510958829,0.015710862110767304,0.0002000087515006353,0.017007086320701387
REACT:R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,0.8500648508430609,0.46614785992217905,0.914396887159533,0.8988326848249028,99,158,5,1,99,158,0.00011713139510958829,0.015710862110767304,0.0002000087515006353,0.017007086320701387
REACT:R-HSA-168898,Toll-Like Receptors Cascades,0.716505406943654,0.19662260050706265,0.8585657370517928,0.8725099601593626,182,320,11,24,182,320,3.296195077595204e-13,0.0008499113225746348,1.6338693586065435e-12,0.0011314834111048621
REACT:R-HSA-168928,RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways,-0.012345679012345678,0.2654320987654321,0.4444444444444444,0.5432098765432098,16,65,1,2,16,65,2.35043213637416e-06,2.35043213637416e-06,5.084608295013489e-06,4.811316910735827e-06
REACT:R-HSA-169893,Prolonged ERK activation events,0.5616621908207036,0.14454384493523434,0.776908023483366,0.8101761252446184,154,357,14,30,154,357,1.2283783943167879e-12,2.413206549737882e-10,5.604984858836204e-12,8.878317340082952e-10
REACT:R-HSA-169911,Regulation of Apoptosis,0.5032679738562091,0.5490196078431373,0.7254901960784313,0.7254901960784313,17,34,1,2,17,34,0.019943514490979114,0.015412453450747736,0.025399411246367114,0.01688547465579908
REACT:R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,0.8500648508430609,0.46614785992217905,0.914396887159533,0.8988326848249028,99,158,5,1,99,158,0.00011713139510958829,0.015710862110767304,0.0002000087515006353,0.017007086320701387
REACT:R-HSA-170968,Frs2-mediated activation,0.5616621908207036,0.14454384493523434,0.776908023483366,0.8101761252446184,154,357,14,30,154,357,1.2283783943167879e-12,2.413206549737882e-10,5.604984858836204e-12,8.878317340082952e-10
REACT:R-HSA-170984,ARMS-mediated activation,0.5616621908207036,0.14454384493523434,0.776908023483366,0.8101761252446184,154,357,14,30,154,357,1.2283783943167879e-12,2.413206549737882e-10,5.604984858836204e-12,8.878317340082952e-10
REACT:R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,0.7317610062893082,0.41745283018867924,0.8537735849056604,0.8679245283018868,76,136,2,3,76,136,0.0001850524712041242,0.00012815349688434442,0.0003098448424292626,0.00020196694371497984
REACT:R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,0.6650763358778626,0.3991412213740458,0.8282442748091603,0.8358778625954199,93,169,5,8,93,169,6.569410190094788e-07,0.0029887898500300133,1.5112933625960964e-06,0.003652965372258905
REACT:R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,0.11194029850746269,0.3880597014925373,0.5223880597014925,0.5970149253731343,18,49,1,3,18,49,0.0006882867861270684,0.0005789724191537864,0.0010354357983439959,0.0008011448087147057
REACT:R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,0.6244837758112094,0.3997050147492625,0.8008849557522124,0.831858407079646,76,150,2,6,76,150,3.2259809687681946e-06,2.872869867955478e-06,6.806509793158466e-06,5.709042493072108e-06
REACT:R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,0.6357357357357357,0.3963963963963964,0.8108108108108109,0.8198198198198198,76,146,2,4,76,146,6.508545667084778e-06,5.116439486593574e-06,1.3228283081479091e-05,9.809511621303525e-06
REACT:R-HSA-174800,Chylomicron-mediated lipid transport,0.4939759036144578,0.3473895582329317,0.7469879518072289,0.7469879518072289,49,117,3,3,49,117,5.010676548205136e-05,1.9380996919093645e-07,9.145314282684342e-05,4.6694481515249957e-07
REACT:R-HSA-174824,Lipoprotein metabolism,0.21037735849056605,0.2659198113207547,0.5660377358490566,0.6509433962264151,49,163,4,8,49,163,1.1943928458661669e-09,2.9576804876823164e-12,3.836534595812536e-09,1.4911639125398344e-11
REACT:R-HSA-176033,Interactions of Vpr with host cellular proteins,0.8500648508430609,0.46614785992217905,0.914396887159533,0.8988326848249028,99,158,5,1,99,158,0.00011713139510958829,0.015710862110767304,0.0002000087515006353,0.017007086320701387
REACT:R-HSA-176187,Activation of ATR in response to replication stress,0.8211382113821138,0.8211382113821138,0.9105691056910569,0.9105691056910569,43,80,1,1,43,80,0.011327519343334232,0.011327519343334232,0.01476757015621057,0.012691017042068908
REACT:R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,0.8121546961325967,0.8121546961325967,0.8950276243093923,0.8950276243093923,69,112,1,1,69,112,0.001991108494213892,0.001991108494213892,0.0028227854989987073,0.0024866022364666614
REACT:R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,0.671455938697318,0.3979565772669221,0.8314176245210728,0.8390804597701149,93,168,5,6,93,168,8.871008307412074e-07,0.002685655815414238,2.017202879144198e-06,0.003300992305853392
REACT:R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,0.6357357357357357,0.3963963963963964,0.8108108108108109,0.8198198198198198,76,146,2,4,76,146,6.508545667084778e-06,5.116439486593574e-06,1.3228283081479091e-05,9.809511621303525e-06
REACT:R-HSA-176417,Phosphorylation of Emi1,0.8342541436464088,0.850828729281768,0.9171270718232044,0.9171270718232044,68,113,1,2,68,113,0.0017751357374029694,0.001792138528959918,0.002558720759562021,0.0022693475093457567
REACT:R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,0.6067846607669616,0.39026548672566375,0.7964601769911505,0.8185840707964602,76,150,2,5,76,150,2.0912708935801206e-06,1.5077698878980389e-06,4.566990953016491e-06,3.2007044988712756e-06
REACT:R-HSA-177243,Interactions of Rev with host cellular proteins,0.871075214538112,0.3616018845700824,0.9222614840989399,0.9081272084805654,112,171,6,1,112,171,8.592687893389706e-05,0.013910573311153166,0.00015141590686817155,0.01544201257476636
REACT:R-HSA-177504,Retrograde neurotrophin signalling,0.5882352941176471,0.6911764705882353,0.7843137254901961,0.803921568627451,33,69,1,2,33,69,0.0002825745486476423,0.0002867841241094227,0.0004619071506956715,0.0004249087226600834
REACT:R-HSA-177929,Signaling by EGFR,0.41959503992887903,0.11488722955039377,0.7359635811836115,0.7845220030349014,213,446,17,49,213,446,1.2763602693299692e-33,1.3781807324667385e-16,4.8856234753797155e-32,1.3400346586216771e-15
REACT:R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,0.8,0.8,0.8944444444444445,0.8944444444444445,69,111,1,1,69,111,0.0018328757300471823,0.0018328757300471823,0.0026309403708385595,0.002312864044057221
REACT:R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,0.6357357357357357,0.3963963963963964,0.8108108108108109,0.8198198198198198,76,146,2,4,76,146,6.508545667084778e-06,5.116439486593574e-06,1.3228283081479091e-05,9.809511621303525e-06
REACT:R-HSA-179812,GRB2 events in EGFR signaling,0.4973126550307758,0.1664619419768691,0.7449664429530202,0.7807606263982103,131,316,13,29,131,316,1.864028138718167e-12,2.642899780527612e-10,8.180352787113485e-12,9.561853358785944e-10
REACT:R-HSA-180024,DARPP-32 events,0.8187919463087249,0.43202301054650044,0.9093959731543624,0.9093959731543624,96,202,5,7,96,202,0.0009084301300973337,0.00012705001721754678,0.001354779999214422,0.00020051807065204122
REACT:R-HSA-180292,GAB1 signalosome,0.6543611965334079,0.19011563778687068,0.8454011741682974,0.8512720156555773,184,327,11,25,184,327,5.7708521353694156e-15,0.00046444059787299226,3.698713601180955e-14,0.0006646199882834278
REACT:R-HSA-180336,SHC1 events in EGFR signaling,0.4973126550307758,0.1664619419768691,0.7449664429530202,0.7807606263982103,131,316,13,29,131,316,1.864028138718167e-12,2.642899780527612e-10,8.180352787113485e-12,9.561853358785944e-10
REACT:R-HSA-180585,Vif-mediated degradation of APOBEC3G,0.5373831775700935,0.2850467289719626,0.7009345794392523,0.8130841121495327,44,63,2,3,44,63,2.6446934765695122e-06,2.281028900696538e-06,5.650213349942307e-06,4.722510404674011e-06
REACT:R-HSA-180746,Nuclear import of Rev protein,0.8500648508430609,0.46614785992217905,0.914396887159533,0.8988326848249028,99,158,5,1,99,158,0.00011713139510958829,0.015710862110767304,0.0002000087515006353,0.017007086320701387
REACT:R-HSA-180786,Extension of Telomeres,0.6363636363636364,0.6565656565656566,0.8181818181818182,0.8181818181818182,22,44,1,3,22,44,0.007423152264470501,0.007590566062949727,0.009835676750423412,0.008710354523237358
REACT:R-HSA-180910,Vpr-mediated nuclear import of PICs,0.8500648508430609,0.46614785992217905,0.914396887159533,0.8988326848249028,99,158,5,1,99,158,0.00011713139510958829,0.015710862110767304,0.0002000087515006353,0.017007086320701387
REACT:R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,-0.012345679012345678,0.2654320987654321,0.4444444444444444,0.5432098765432098,16,65,1,2,16,65,2.35043213637416e-06,2.35043213637416e-06,5.084608295013489e-06,4.811316910735827e-06
REACT:R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,0.7753530041873601,0.20847534651215632,0.8916155419222904,0.901840490797546,182,307,10,18,182,307,6.219975187026202e-11,0.025073970147958455,2.3040660773446522e-10,0.026849118477017462
REACT:R-HSA-1852241,Organelle biogenesis and maintenance,0.5442857050128742,0.1467959784706002,0.7787481804949054,0.8107714701601164,215,472,16,43,215,472,4.301882199365285e-28,2.3964314169702625e-29,1.0047446899534513e-26,6.52428453270154e-28
REACT:R-HSA-186763,Downstream signal transduction,0.41555341615855984,0.1144778637627517,0.735249621785174,0.7791225416036308,213,448,17,49,213,448,7.37959973916698e-34,8.477414315287894e-17,2.9054538401634565e-32,8.627947840512632e-16
REACT:R-HSA-186797,Signaling by PDGF,0.4259304555268681,0.11201180483691693,0.7339312406576981,0.7892376681614349,217,452,18,52,217,452,7.136389108215672e-35,1.333115601749051e-16,3.0731075597253736e-33,1.3178920085703525e-15
REACT:R-HSA-187015,Activation of TRKA receptors,0.6404494382022472,0.31647940074906367,0.8164794007490637,0.8164794007490637,136,131,2,2,136,131,1.5752478500676321e-10,1.723216713694404e-09,5.623553205681858e-10,5.4870847988690236e-09
REACT:R-HSA-187024,NGF-independant TRKA activation,0.5102040816326531,0.6020408163265306,0.75,0.7602040816326531,110,86,1,2,110,86,3.0767426589865334e-14,2.8413986360541377e-14,1.7592329394537106e-13,1.9880995449837163e-13
REACT:R-HSA-187037,NGF signalling via TRKA from the plasma membrane,0.45016356391509993,0.10589950650515927,0.7496635262449529,0.7913862718707941,257,486,19,60,257,486,7.461990339065642e-39,5.093467356431035e-17,4.470705516188024e-37,5.232816935050375e-16
REACT:R-HSA-187042,TRKA activation by NGF,0.7263157894736842,0.7263157894736842,0.8631578947368421,0.8631578947368421,33,62,1,1,33,62,0.004957142713678506,0.004957142713678506,0.006703574739400375,0.005829728310146753
REACT:R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,0.5350877192982456,0.31052631578947365,0.7543859649122807,0.7894736842105263,36,78,2,5,36,78,0.0002986097253146837,0.004310204711472076,0.000485240803636361,0.005107522231548521
REACT:R-HSA-187687,Signalling to ERKs,0.526194769189011,0.14387015202754166,0.7600767754318618,0.7946257197696737,154,367,14,36,154,367,2.9179272075469086e-14,2.0594287919522855e-11,1.6753765383331833e-13,9.19146702637721e-11
REACT:R-HSA-187706,Signalling to p38 via RIT and RIN,0.5616621908207036,0.14454384493523434,0.776908023483366,0.8101761252446184,154,357,14,30,154,357,1.2283783943167879e-12,2.413206549737882e-10,5.604984858836204e-12,8.878317340082952e-10
REACT:R-HSA-189200,Hexose transport,0.742445054945055,0.30565730565730564,0.8493589743589743,0.8782051282051282,110,202,7,9,110,202,1.0368509893754911e-07,1.4284324152823147e-05,2.631271939888447e-07,2.583991528641928e-05
REACT:R-HSA-190236,Signaling by FGFR,0.5328554360812425,0.706605222734255,0.7598566308243727,0.7741935483870968,81,198,1,7,81,198,4.5247934309948956e-07,3.943788328500039e-07,1.065840230412131e-06,9.236097827390414e-07
REACT:R-HSA-190828,Gap junction trafficking,0.27777777777777773,0.13636363636363635,0.6363636363636364,0.6363636363636364,54,78,2,2,54,78,1.2391240709704407e-09,1.0855733822347409e-09,3.961747029692036e-09,3.6152581445065228e-09
REACT:R-HSA-190873,Gap junction degradation,0.10062893081761005,0.32547169811320753,0.5471698113207547,0.5471698113207547,35,71,1,2,35,71,1.3613303854777827e-07,1.3613303854777827e-07,3.3922482299970784e-07,3.3616525845471776e-07
REACT:R-HSA-1912408,Pre-NOTCH Transcription and Translation,0.6068376068376069,0.5833333333333334,0.7948717948717948,0.782051282051282,23,55,2,1,23,55,0.018427217993958505,0.013513346737413688,0.02373150130436899,0.015031700303415226
REACT:R-HSA-1912420,Pre-NOTCH Processing in Golgi,0.5051546391752577,0.6391752577319587,0.7216494845360825,0.7835051546391752,35,62,1,2,35,62,3.168005641869743e-05,3.233453175744119e-05,5.9556777278260646e-05,5.589254775214835e-05
REACT:R-HSA-191273,Cholesterol biosynthesis,0.34146341463414637,0.27439024390243905,0.6707317073170732,0.6707317073170732,55,109,2,3,55,109,2.124182573127809e-10,6.76838377945828e-11,7.448151617735676e-10,2.770966141289499e-10
REACT:R-HSA-191859,snRNP Assembly,0.7183967112024666,0.45323741007194246,0.8489208633093526,0.8489208633093526,99,179,6,2,99,179,1.9128610796993997e-07,0.00015956145152215835,4.6902536794052896e-07,0.00024647151873422756
REACT:R-HSA-192105,Synthesis of bile acids and bile salts,0.5494692144373673,0.19654231119199272,0.7770700636942676,0.7770700636942676,52,105,7,7,52,105,1.121130924281033e-06,1.827494822666914e-07,2.512554241509914e-06,4.432387220232226e-07
REACT:R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,0.4098360655737705,0.24426229508196723,0.6967213114754098,0.7131147540983607,39,83,2,5,39,83,7.245031780144878e-07,2.579557536419473e-06,1.6584142513354886e-06,5.200624538381672e-06
REACT:R-HSA-193639,p75NTR signals via NF-kB,0.42150537634408597,0.25806451612903225,0.7032258064516129,0.7096774193548387,45,110,2,4,45,110,2.1148903268220155e-06,5.65429399472165e-07,4.603979258073834e-06,1.2722161488123713e-06
