pathway_id,pathway_name,mean_E_drug,mean_E_comp,frac_tilt_edrug,frac_tilt_ecomp,n_drugs_addictive,n_drugs_nonaddictive,n_add_p,n_non_p,n_add_drugs,n_non_drugs,p_value_drug,p_value_comp,FDR_drug,FDR_comp
REACT:R-HSA-205043,NRIF signals cell death from the nucleus,0.6289752650176679,0.33863368669022376,0.8091872791519434,0.8268551236749117,99,184,3,4,99,184,4.9751683648187965e-09,2.1570759369688338e-06,1.490387392765283e-08,4.491502285581377e-06
REACT:R-HSA-209543,p75NTR recruits signalling complexes,0.42150537634408597,0.25806451612903225,0.7032258064516129,0.7096774193548387,45,110,2,4,45,110,2.1148903268220155e-06,5.65429399472165e-07,4.603979258073834e-06,1.2722161488123713e-06
REACT:R-HSA-209560,NF-kB is activated and signals survival,0.4909090909090909,0.6181818181818182,0.7454545454545455,0.7454545454545455,34,76,1,2,34,76,0.00031243460373172016,0.00031243460373172016,0.0005053226337351061,0.00046103154940900173
REACT:R-HSA-209563,Axonal growth stimulation,0.7083333333333334,0.7083333333333334,0.8541666666666666,0.8541666666666666,33,63,1,1,33,63,0.0036320240510481078,0.0036320240510481078,0.004960286563274819,0.004365644803081004
REACT:R-HSA-209776,Amine-derived hormones,0.04220779220779221,0.3647186147186147,0.512987012987013,0.538961038961039,30,124,1,6,30,124,5.1540900496527206e-08,4.3147228794927075e-07,1.3350255805303476e-07,1.004002823881957e-06
REACT:R-HSA-209931,Serotonin and melatonin biosynthesis,0.5246913580246914,0.5277777777777778,0.7592592592592593,0.7592592592592593,30,78,1,2,30,78,0.0019449579991250865,0.0019449579991250865,0.002771615432052088,0.002434550874766919
REACT:R-HSA-210745,Regulation of gene expression in beta cells,0.10628019323671498,0.4227053140096618,0.5652173913043478,0.5652173913043478,37,101,2,6,37,101,2.3000188390123624e-08,1.0432463220165757e-07,6.313597530197281e-08,2.607424508175823e-07
REACT:R-HSA-210991,Basigin interactions,-0.14114583333333333,0.10546875,0.3125,0.546875,13,51,2,4,13,51,2.736280779254068e-05,1.0226210919251806e-05,5.186512948847463e-05,1.887515879841562e-05
REACT:R-HSA-210993,Tie2 Signaling,0.6685714285714286,0.7914285714285715,0.7542857142857143,0.9142857142857143,64,111,1,2,64,111,1.4837289107443287e-08,1.4837289107443287e-08,4.1472179290176166e-08,4.207762457813995e-08
REACT:R-HSA-211000,Gene Silencing by RNA,0.797077922077922,0.4840909090909091,0.8901515151515151,0.8863636363636364,99,165,5,2,99,165,4.958868555675091e-06,0.002398463610869109,1.0153522837622994e-05,0.002964729707419364
REACT:R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,0.5032679738562091,0.5490196078431373,0.7254901960784313,0.7254901960784313,17,34,1,2,17,34,0.019943514490979114,0.015412453450747736,0.025399411246367114,0.01688547465579908
REACT:R-HSA-211897,Cytochrome P450 - arranged by substrate type,0.4180145719489982,0.29255211495648653,0.7049180327868853,0.7158469945355191,86,97,2,27,86,97,2.785997704848937e-16,7.344991103464282e-16,2.03127240067822e-15,6.348170882279844e-15
REACT:R-HSA-211945,Phase 1 - Functionalization of compounds,0.333320895522388,0.13996979388770434,0.664179104477612,0.6716417910447762,112,156,6,28,112,156,1.0334162458674939e-22,2.148352204799517e-17,1.4833829029222987e-21,2.293681912771249e-16
REACT:R-HSA-211976,Endogenous sterols,0.47520401757689895,0.2996918335901387,0.7344632768361582,0.7401129943502824,86,91,2,11,86,91,1.0706898306832464e-14,2.1188934855950125e-14,6.557380385251171e-14,1.5213970553200006e-13
REACT:R-HSA-212165,Epigenetic regulation of gene expression,0.8620172478440196,0.27634045744281965,0.931758530183727,0.9291338582677166,135,246,7,2,135,246,6.700693573643933e-05,0.00023463260181219554,0.00012022859042293412,0.0003522107231031178
REACT:R-HSA-212436,Generic Transcription Pathway,0.39578160653311395,0.10421320349036635,0.7181688125894135,0.7496423462088698,185,514,36,76,185,514,1.4354203548166483e-27,3.0903444130555074e-26,3.1396972205354623e-26,6.009616188959728e-25
REACT:R-HSA-212676,Dopamine Neurotransmitter Release Cycle,0.8837209302325582,0.8837209302325582,0.9418604651162791,0.9418604651162791,84,88,1,2,84,88,0.0015220064898557358,0.0015220064898557358,0.0022053890042283953,0.0019638211699678867
REACT:R-HSA-2132295,MHC class II antigen presentation,0.6831920048455482,0.41085489313835766,0.8346456692913385,0.8622047244094488,89,165,7,14,89,165,2.6481809141081437e-09,2.3299748711422907e-06,8.109318443646715e-09,4.796488912427135e-06
REACT:R-HSA-2142670,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),0.6140350877192983,0.6228070175438597,0.8070175438596491,0.8070175438596491,21,36,1,2,21,36,0.0053888079645430164,0.005477342115632189,0.007251735717910426,0.006387573130469815
REACT:R-HSA-2142700,Synthesis of Lipoxins (LX),0.25925925925925924,0.25925925925925924,0.6296296296296297,0.6296296296296297,12,15,1,2,12,15,0.0005228869970402852,0.0005228869970402852,0.0008050707060575563,0.0007385524510724649
REACT:R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,0.4503121098626717,0.3292134831460674,0.7116104868913857,0.7602996254681648,99,168,2,10,99,168,2.6614143895934667e-14,5.494157634337078e-14,1.5539953512117783e-13,3.6706366035540355e-13
REACT:R-HSA-2161517,Abacavir transmembrane transport,0.6470588235294118,0.6470588235294118,0.7058823529411765,0.7058823529411765,25,43,1,1,25,43,6.838985355704419e-05,6.838985355704419e-05,0.00012255034876671898,0.00011132518762873112
REACT:R-HSA-2161522,Abacavir transport and metabolism,0.1935483870967742,0.5089605734767025,0.5053763440860215,0.6881720430107527,25,68,1,3,25,68,5.0516612255528364e-08,6.145812788046876e-08,1.3109584122056137e-07,1.5935214586150112e-07
REACT:R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),0.0675990675990676,0.11048951048951049,0.5314685314685315,0.5384615384615384,47,96,2,5,47,96,9.649305756761003e-14,8.631550729530584e-13,5.173830090590141e-13,4.747352901241821e-12
REACT:R-HSA-2172127,DAP12 interactions,0.4127063075391343,0.11505810834972285,0.7340425531914894,0.7857142857142857,213,445,17,50,213,445,1.4654643107130973e-34,9.623084935921917e-17,5.9394406475372e-33,9.61425641763208e-16
REACT:R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,0.8235294117647058,0.18627450980392157,0.9084967320261438,0.9084967320261438,65,88,4,1,65,88,0.005285208915239514,0.0006014252081087012,0.00712624059217226,0.0008290532299118678
REACT:R-HSA-2173788,Downregulation of TGF-beta receptor signaling,0.5161290322580645,0.5725806451612904,0.7580645161290323,0.7580645161290323,24,38,1,2,24,38,0.0004709231042788139,0.000532900382581537,0.0007307793217299611,0.0007449660033777841
REACT:R-HSA-2173789,TGF-beta receptor signaling activates SMADs,0.5486725663716814,0.42920353982300885,0.7256637168141593,0.8230088495575221,45,68,2,3,45,68,1.0655469680505453e-06,0.000421055117795187,2.4070880688092647e-06,0.0006049195557769903
REACT:R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),0.18300653594771243,0.48366013071895425,0.49019607843137253,0.7058823529411765,14,37,1,3,14,37,3.3039263393396395e-05,4.000075695892195e-05,6.177490496078729e-05,6.743161660722292e-05
REACT:R-HSA-2187338,Visual phototransduction,0.8353018677826862,0.1577685421994885,0.9258312020460358,0.8951406649616368,144,247,16,4,144,247,4.926296920095632e-06,1.3829967291689332e-11,1.0116895910419942e-05,6.381709483326137e-11
REACT:R-HSA-2219528,PI3K/AKT Signaling in Cancer,0.3980392156862745,0.25735294117647056,0.7222222222222222,0.7352941176470589,110,196,4,20,110,196,2.320951052594105e-16,5.737831617522788e-07,1.7287948921484739e-15,1.2883502332953227e-06
REACT:R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,0.4116059379217274,0.38345864661654133,0.7368421052631579,0.7489878542510121,79,168,3,14,79,168,3.589029041833154e-11,3.5497015214916924e-09,1.3776273035225867e-10,1.0858497069956329e-08
REACT:R-HSA-2262752,Cellular responses to stress,0.42004786031121333,0.21927212061295107,0.6995798319327731,0.7436974789915967,145,331,17,40,145,331,5.167884543037789e-23,1.5707674113443042e-12,7.657360107855992e-22,8.426432073664765e-12
REACT:R-HSA-2299718,Condensation of Prophase Chromosomes,0.21052631578947367,0.2894736842105263,0.6052631578947368,0.6052631578947368,12,26,1,2,12,26,0.0009043987622222931,0.0012788288363659245,0.0013502291379656772,0.001675865948017439
REACT:R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),0.5627062706270627,0.13298626058258,0.768976897689769,0.8250825082508251,195,411,16,46,195,411,1.5007411988959106e-19,2.9023130173776993e-11,1.5907856708296652e-18,1.259211500341526e-10
REACT:R-HSA-2424491,DAP12 signaling,0.4127063075391343,0.11505810834972285,0.7340425531914894,0.7857142857142857,213,445,17,50,213,445,1.4654643107130973e-34,9.623084935921917e-17,5.9394406475372e-33,9.61425641763208e-16
REACT:R-HSA-2426168,Activation of gene expression by SREBF (SREBP),0.4219269102990033,0.3317513051732321,0.6976744186046512,0.7308970099667774,95,206,2,7,95,206,1.441229400010583e-14,3.788466092051523e-12,8.787673067321166e-14,1.8838536868694557e-11
REACT:R-HSA-2428924,IGF1R signaling cascade,0.5627062706270627,0.13298626058258,0.768976897689769,0.8250825082508251,195,411,16,46,195,411,1.5007411988959106e-19,2.9023130173776993e-11,1.5907856708296652e-18,1.259211500341526e-10
REACT:R-HSA-2428928,IRS-related events triggered by IGF1R,0.5627062706270627,0.13298626058258,0.768976897689769,0.8250825082508251,195,411,16,46,195,411,1.5007411988959106e-19,2.9023130173776993e-11,1.5907856708296652e-18,1.259211500341526e-10
REACT:R-HSA-2453864,Retinoid cycle disease events,0.8304597701149425,0.5,0.896551724137931,0.8879310344827587,54,62,3,1,54,62,0.0028100544558825437,6.680858137576476e-05,0.003891713608247382,0.00010907727903779284
REACT:R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision),0.6469135802469136,0.38333333333333336,0.8074074074074075,0.8,54,81,8,2,54,81,1.4844270931297183e-05,1.2753234837355098e-07,2.9055973499044772e-05,3.1564256222453866e-07
REACT:R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,0.5655147267241663,0.1163935370223503,0.8112094395280236,0.8407079646017699,230,448,23,49,230,448,5.133995418535454e-30,4.784113691290394e-10,1.4149291373483712e-28,1.6698396826330895e-09
REACT:R-HSA-2467813,Separation of Sister Chromatids,0.7676730486008836,0.27263998382858295,0.8891752577319587,0.8608247422680413,125,263,17,6,125,263,4.135221118028985e-07,1.0410156916720095e-07,9.807840375183768e-07,2.607424508175823e-07
REACT:R-HSA-2474795,Diseases associated with visual transduction,0.8304597701149425,0.5,0.896551724137931,0.8879310344827587,54,62,3,1,54,62,0.0028100544558825437,6.680858137576476e-05,0.003891713608247382,0.00010907727903779284
REACT:R-HSA-2485179,Activation of the phototransduction cascade,0.8617511520737328,0.4423963133640553,0.9308755760368663,0.9308755760368663,72,145,2,2,72,145,0.02429142013784776,3.271061179258706e-08,0.030822814871044393,8.709500303698608e-08
REACT:R-HSA-2500257,Resolution of Sister Chromatid Cohesion,0.847887323943662,0.31690140845070425,0.923943661971831,0.923943661971831,119,236,16,4,119,236,0.00012709032316916363,6.13635599179121e-06,0.00021674562540483603,1.1561404282111813e-05
REACT:R-HSA-2514853,Condensation of Prometaphase Chromosomes,0.12195121951219512,0.2926829268292683,0.5609756097560976,0.5609756097560976,12,29,1,3,12,29,0.00034040263715873795,0.0006345554039062598,0.0005467072657397913,0.0008670399433549773
REACT:R-HSA-2514856,The phototransduction cascade,0.8936170212765957,0.32765957446808514,0.9468085106382979,0.9468085106382979,105,177,5,2,105,177,0.012061381340844411,7.839782643670614e-08,0.015665017424772477,1.999419976336604e-07
REACT:R-HSA-2514859,"""Inactivation  recovery and regulation of the phototransduction cascade""",0.8936170212765957,0.32765957446808514,0.9468085106382979,0.9468085106382979,105,177,5,2,105,177,0.012061381340844411,7.839782643670614e-08,0.015665017424772477,1.999419976336604e-07
REACT:R-HSA-2555396,Mitotic Metaphase and Anaphase,0.7677428106348344,0.2789232531500573,0.8891752577319587,0.8608247422680413,125,263,18,6,125,263,4.13523603627124e-07,7.987487747957794e-08,9.807840375183768e-07,2.0181842592867837e-07
REACT:R-HSA-2559580,Oxidative Stress Induced Senescence,0.7249056603773585,0.3670859538784067,0.8603773584905661,0.8679245283018868,90,175,6,9,90,175,8.087978819544454e-06,0.00024205589458706865,1.6294202943468214e-05,0.00036208635879851343
REACT:R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),0.6331877729257642,0.38973799126637554,0.8034934497816594,0.8384279475982532,81,148,2,8,81,148,7.903265908512961e-08,0.0005166765804199881,2.0280633932832141e-07,0.0007307283065939832
REACT:R-HSA-2559583,Cellular Senescence,0.6215518171034186,0.3727164887307236,0.8113879003558719,0.8256227758007118,90,191,7,15,90,191,1.7453255431982968e-08,1.0328409050255759e-06,4.839152109712783e-08,2.2316740983588337e-06
REACT:R-HSA-2562578,TRIF-mediated programmed cell death,0.6936936936936937,0.6081081081081081,0.8468468468468469,0.8468468468468469,39,72,2,1,39,72,0.0010466161986013272,0.0001239705970977626,0.001544151093867911,0.00019594191616758124
REACT:R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,0.6746773475745438,0.2520768431983385,0.8037383177570093,0.8037383177570093,149,279,9,9,149,279,2.542396800637894e-14,3.799826756371465e-08,1.4908182090549012e-13,1.0068154106298115e-07
REACT:R-HSA-2586552,Signaling by Leptin,0.4571989375910945,0.16227026423104857,0.7254901960784313,0.7603485838779956,131,328,13,30,131,328,5.819135519202749e-14,1.8752499759946207e-11,3.194728583849159e-13,8.525701153266568e-11
REACT:R-HSA-2644602,Signaling by NOTCH1 PEST Domain Mutants in Cancer,0.8146630236794171,0.270264116575592,0.9153005464480874,0.9153005464480874,148,218,4,3,148,218,7.586728613651238e-09,3.6568064997774516e-05,2.1917215994992467e-08,6.212577657188214e-05
REACT:R-HSA-2644603,Signaling by NOTCH1 in Cancer,0.8146630236794171,0.270264116575592,0.9153005464480874,0.9153005464480874,148,218,4,3,148,218,7.586728613651238e-09,3.6568064997774516e-05,2.1917215994992467e-08,6.212577657188214e-05
REACT:R-HSA-2644605,FBXW7 Mutants and NOTCH1 in Cancer,0.4927536231884058,0.4927536231884058,0.7246376811594203,0.7246376811594203,20,49,1,1,20,49,0.009169761109429634,0.009169761109429634,0.012034219817899082,0.010348051656133546
REACT:R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,0.8146630236794171,0.270264116575592,0.9153005464480874,0.9153005464480874,148,218,4,3,148,218,7.586728613651238e-09,3.6568064997774516e-05,2.1917215994992467e-08,6.212577657188214e-05
REACT:R-HSA-2644607,Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,0.4927536231884058,0.4927536231884058,0.7246376811594203,0.7246376811594203,20,49,1,1,20,49,0.009169761109429634,0.009169761109429634,0.012034219817899082,0.010348051656133546
REACT:R-HSA-264876,Insulin processing,0.29191321499013806,0.15828402366863906,0.6449704142011834,0.6449704142011834,43,126,4,4,43,126,1.0345408797519202e-08,2.4637195240160192e-11,2.9638198176676634e-08,1.090646569777823e-10
REACT:R-HSA-2672351,Stimuli-sensing channels,0.06908517350157728,0.08466983007714125,0.5078864353312302,0.5615141955835962,81,236,7,17,81,236,1.4490388186010055e-20,1.640361996198589e-18,1.736326514810596e-19,1.9416893628915908e-17
REACT:R-HSA-2682334,EPH-Ephrin signaling,0.43436007415786826,0.1258801775147929,0.7115384615384616,0.7211538461538461,140,276,13,25,140,276,2.3639022662113183e-16,3.141199308258857e-14,1.7513211413113959e-15,2.165041801704997e-13
REACT:R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,0.6447053918843803,0.18921253843432834,0.8404669260700389,0.8463035019455253,185,329,11,26,185,329,1.0677136890891856e-14,0.00044361030789836294,6.557380385251171e-14,0.0006364843548106946
REACT:R-HSA-2871796,FCERI mediated MAPK activation,0.4329761364022606,0.16116154911973027,0.7130620985010707,0.7473233404710921,131,336,13,34,131,336,1.7693309720992894e-14,3.3981745206258916e-12,1.0600600345881829e-13,1.6975284646612827e-11
REACT:R-HSA-2871809,FCERI mediated Ca+2 mobilization,0.5703703703703704,0.5975308641975309,0.7851851851851852,0.7851851851851852,36,99,2,3,36,99,0.0014955835008359818,2.733211943879165e-07,0.0021716691929947133,6.470582188879154e-07
REACT:R-HSA-2871837,FCERI mediated NF-kB activation,0.6035369774919613,0.242443729903537,0.797427652733119,0.8102893890675241,108,203,5,6,108,203,1.3583910573229737e-09,8.399827393553205e-05,4.293263479337289e-09,0.00013551721528265836
REACT:R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,0.8146630236794171,0.270264116575592,0.9153005464480874,0.9153005464480874,148,218,4,3,148,218,7.586728613651238e-09,3.6568064997774516e-05,2.1917215994992467e-08,6.212577657188214e-05
REACT:R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,0.8146630236794171,0.270264116575592,0.9153005464480874,0.9153005464480874,148,218,4,3,148,218,7.586728613651238e-09,3.6568064997774516e-05,2.1917215994992467e-08,6.212577657188214e-05
REACT:R-HSA-2980736,Peptide hormone metabolism,0.5595690435068674,0.13253214354250625,0.7202072538860104,0.8307426597582038,213,366,8,9,213,366,8.525439235661383e-25,2.7309975748100957e-22,1.525721463213167e-23,4.13063383190027e-21
REACT:R-HSA-2980766,Nuclear Envelope Breakdown,0.7480392156862745,0.4747549019607844,0.8639705882352942,0.8639705882352942,99,173,5,3,99,173,8.355084765558216e-07,0.0005986354258322577,1.9061766236654338e-06,0.0008262534584680971
REACT:R-HSA-2990846,SUMOylation,0.5953823953823953,0.4377104377104377,0.7878787878787878,0.7878787878787878,100,197,5,5,100,197,9.788833954357051e-10,1.5409006056126775e-06,3.1813710351660415e-09,3.2583315718683605e-06
REACT:R-HSA-3000480,Scavenging by Class A Receptors,0.6455696202531646,0.23417721518987342,0.8227848101265823,0.8227848101265823,33,46,2,1,33,46,0.00409852918489743,0.00409852918489743,0.005580803573901836,0.004872596378114958
REACT:R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,0.7549206349206349,0.46222222222222226,0.8666666666666667,0.8629629629629629,100,170,5,2,100,170,3.5293477391137933e-06,0.001335589975854037,7.357702245837833e-06,0.001735629455495282
REACT:R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,0.5953823953823953,0.4377104377104377,0.7878787878787878,0.7878787878787878,100,197,5,5,100,197,9.788833954357051e-10,1.5409006056126775e-06,3.1813710351660415e-09,3.2583315718683605e-06
REACT:R-HSA-3214842,HDMs demethylate histones,0.47368421052631576,0.47368421052631576,0.7368421052631579,0.7368421052631579,26,31,1,1,26,31,0.0004893173509000696,0.0004893173509000696,0.0007567669018409607,0.0006971249460982191
REACT:R-HSA-3214847,HATs acetylate histones,0.597364953886693,0.383201581027668,0.8063241106719368,0.8063241106719368,81,172,4,5,81,172,3.0755332806940675e-07,4.388295368336647e-09,7.474576474067769e-07,1.3274593489218357e-08
REACT:R-HSA-3214858,RMTs methylate histone arginines,0.8571428571428571,0.4928571428571428,0.9285714285714286,0.9285714285714286,79,145,5,2,79,145,0.002252962536949934,1.6732126876250546e-05,0.003161489181178217,2.9969220671442176e-05
REACT:R-HSA-3247509,Chromatin modifying enzymes,0.605548501777552,0.24725104194377936,0.8072625698324022,0.8072625698324022,124,234,14,9,124,234,6.717269462225229e-12,8.957881621482455e-07,2.8220723533373065e-11,1.943253602747887e-06
REACT:R-HSA-3295583,TRP channels,0.1834162520729685,0.1154228855721393,0.582089552238806,0.582089552238806,54,147,5,5,54,147,6.400260166736891e-12,2.489709710773208e-14,2.705386045939704e-11,1.7605804383324827e-13
REACT:R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,0.7741293532338308,0.47500000000000003,0.8768656716417911,0.8768656716417911,99,169,5,2,99,169,3.0077030132438157e-06,0.0016063523365285766,6.386155242295806e-06,0.0020483813752688756
REACT:R-HSA-3304349,Loss of Function of SMAD2/3 in Cancer,0.5161290322580645,0.5725806451612904,0.7580645161290323,0.7580645161290323,24,38,1,2,24,38,0.0004709231042788139,0.000532900382581537,0.0007307793217299611,0.0007449660033777841
REACT:R-HSA-3304351,Signaling by TGF-beta Receptor Complex in Cancer,0.5161290322580645,0.5725806451612904,0.7580645161290323,0.7580645161290323,24,38,1,2,24,38,0.0004709231042788139,0.000532900382581537,0.0007307793217299611,0.0007449660033777841
REACT:R-HSA-3304356,SMAD2/3 Phosphorylation Motif Mutants in Cancer,0.5161290322580645,0.5725806451612904,0.7580645161290323,0.7580645161290323,24,38,1,2,24,38,0.0004709231042788139,0.000532900382581537,0.0007307793217299611,0.0007449660033777841
REACT:R-HSA-3315487,SMAD2/3 MH2 Domain Mutants in Cancer,0.5161290322580645,0.5725806451612904,0.7580645161290323,0.7580645161290323,24,38,1,2,24,38,0.0004709231042788139,0.000532900382581537,0.0007307793217299611,0.0007449660033777841
REACT:R-HSA-3371453,Regulation of HSF1-mediated heat shock response,0.8254071661237785,0.3697068403908795,0.9055374592833876,0.8925081433224755,110,197,6,2,110,197,6.733293955155085e-06,3.319346728192442e-05,1.3664917629165989e-05,5.728634844693454e-05
REACT:R-HSA-3371556,Cellular response to heat stress,0.846403339755941,0.3385631709331131,0.9161849710982659,0.9104046242774566,134,212,7,2,134,212,1.7605257852765882e-06,0.005307316785319671,3.863064541578246e-06,0.0062013604927179415
REACT:R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,0.5032679738562091,0.5490196078431373,0.7254901960784313,0.7254901960784313,17,34,1,2,17,34,0.019943514490979114,0.015412453450747736,0.025399411246367114,0.01688547465579908
REACT:R-HSA-350562,Regulation of ornithine decarboxylase (ODC),0.5032679738562091,0.5490196078431373,0.7254901960784313,0.7254901960784313,17,34,1,2,17,34,0.019943514490979114,0.015412453450747736,0.025399411246367114,0.01688547465579908
REACT:R-HSA-351202,Metabolism of polyamines,0.788235294117647,0.4426207983193277,0.8933823529411765,0.8933823529411765,102,170,7,4,102,170,9.878738781476024e-06,1.043927534953773e-07,1.9728843537498496e-05,2.607424508175823e-07
REACT:R-HSA-352230,Amino acid transport across the plasma membrane,0.7891570141570141,0.45161679536679533,0.8614864864864865,0.8614864864864865,119,177,7,4,119,177,6.369275045776702e-08,0.003690834483304185,1.6405347688000553e-07,0.004431442946326634
REACT:R-HSA-3656532,TGFBR1 KD Mutants in Cancer,0.5161290322580645,0.5725806451612904,0.7580645161290323,0.7580645161290323,24,38,1,2,24,38,0.0004709231042788139,0.000532900382581537,0.0007307793217299611,0.0007449660033777841
REACT:R-HSA-3656534,Loss of Function of TGFBR1 in Cancer,0.5161290322580645,0.5725806451612904,0.7580645161290323,0.7580645161290323,24,38,1,2,24,38,0.0004709231042788139,0.000532900382581537,0.0007307793217299611,0.0007449660033777841
REACT:R-HSA-3700989,Transcriptional Regulation by TP53,0.5802678944986638,0.16457362082362081,0.8,0.823076923076923,163,357,18,44,163,357,1.7687673969243164e-19,1.2974485028298754e-11,1.860581277070006e-18,6.012431572688231e-11
REACT:R-HSA-372790,Signaling by GPCR,0.627144531773605,0.1473537279857325,0.8274932614555256,0.7870619946091644,332,781,266,88,332,781,7.121346076541755e-60,3.118943537971346e-34,1.63553581557909e-57,1.543877051295816e-32
REACT:R-HSA-373076,Class A/1 (Rhodopsin-like receptors),0.8241420135567931,0.2532961335242704,0.9277566539923955,0.8605830164765526,274,515,132,14,274,515,2.1357633402983416e-22,3.1228998405503135e-24,2.9430818829311147e-21,5.313809259936393e-23
REACT:R-HSA-373080,Class B/2 (Secretin family receptors),0.9106539605707659,0.11447587354409318,0.9633943427620633,0.8652246256239601,235,366,20,2,235,366,7.509496976920261e-11,6.736370672119136e-16,2.7668681374855936e-10,5.916054566078822e-15
REACT:R-HSA-373752,Netrin-1 signaling,0.06882591093117409,0.13090418353576247,0.5263157894736842,0.5465587044534413,63,184,3,8,63,184,4.8773521373651694e-17,7.368353505489779e-15,3.8860232016200237e-16,5.6112845926422154e-14
REACT:R-HSA-373753,Nephrin interactions,0.6030042918454935,0.351931330472103,0.7424892703862661,0.8583690987124464,85,148,2,4,85,148,1.8017943759342323e-11,1.9276560650530488e-11,7.155252593767642e-11,8.67445229273872e-11
REACT:R-HSA-375165,NCAM signaling for neurite out-growth,0.5093355583121665,0.13266499582289054,0.7426900584795322,0.7894736842105263,171,342,15,35,171,342,9.584346800559862e-18,2.403350348646597e-08,8.520793478175155e-17,6.554881974534235e-08
REACT:R-HSA-375170,CDO in myogenesis,0.4074074074074074,0.5856481481481481,0.7037037037037037,0.7037037037037037,31,77,1,4,31,77,0.00015009041215365655,0.00014820356274433937,0.0002528417945571378,0.000229905526821347
REACT:R-HSA-375276,Peptide ligand-binding receptors,0.8519382870316323,0.27934976567249054,0.9345549738219895,0.9109947643979057,270,494,89,12,270,494,7.049350008274392e-19,9.28364104487669e-20,6.938574508144365e-18,1.2481339627000885e-18
REACT:R-HSA-376172,DSCAM interactions,0.5833333333333334,0.6791666666666667,0.7916666666666666,0.7916666666666666,31,65,1,5,31,65,0.0005659856956654608,0.0006236002492164468,0.0008656251816059988,0.0008542146810021516
REACT:R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,0.8976744186046511,0.4883720930232558,0.9488372093023256,0.9488372093023256,79,136,5,2,79,136,0.009709078274294295,0.003031463266287785,0.012717785039902604,0.003700968045949998
REACT:R-HSA-3781865,Diseases of glycosylation,0.23931623931623933,0.43162393162393164,0.6068376068376068,0.6153846153846154,34,83,1,2,34,83,0.00015080506486425153,0.00015080506486425153,0.000253735505962074,0.0002336084148466144
REACT:R-HSA-379716,Cytosolic tRNA aminoacylation,0.8361904761904763,0.8971428571428571,0.8742857142857143,0.9542857142857143,67,108,1,2,67,108,0.0004955860225246512,0.0004955860225246512,0.000765602622240997,0.0007045602852863513
REACT:R-HSA-379724,tRNA Aminoacylation,0.20430839002267573,0.3473922902494331,0.6190476190476191,0.6224489795918368,84,210,3,5,84,210,1.6343132821368362e-14,9.305221047796497e-10,9.877560099932282e-14,3.1470141990839702e-09
REACT:R-HSA-379726,Mitochondrial tRNA aminoacylation,0.2326388888888889,0.24942129629629634,0.6111111111111112,0.6215277777777778,84,204,2,3,84,204,1.4539208396071247e-12,1.0535198437555464e-09,6.568862022880714e-12,3.5409972526228086e-09
REACT:R-HSA-380108,Chemokine receptors bind chemokines,0.9309477124183007,0.5473611111111111,0.9666666666666667,0.9644444444444444,183,267,16,7,183,267,0.0003444411944344931,1.988730102123323e-24,0.0005525494364734942,3.4376620336703155e-23
REACT:R-HSA-380259,Loss of Nlp from mitotic centrosomes,0.7244322344322344,0.29188034188034184,0.8205128205128205,0.8205128205128205,132,258,6,6,132,258,1.4774500655584605e-09,5.303537731840491e-07,4.606167851446965e-09,1.2032401229113114e-06
REACT:R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,0.7200219218122031,0.29528985507246375,0.8184143222506394,0.907928388746803,132,259,6,8,132,259,1.1149705066575254e-09,4.6287229003318014e-07,3.5897882200328736e-09,1.0679405166231636e-06
REACT:R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,0.7244322344322344,0.29188034188034184,0.8205128205128205,0.8205128205128205,132,258,6,6,132,258,1.4774500655584605e-09,5.303537731840491e-07,4.606167851446965e-09,1.2032401229113114e-06
REACT:R-HSA-380287,Centrosome maturation,0.7200219218122031,0.29528985507246375,0.8184143222506394,0.907928388746803,132,259,6,8,132,259,1.1149705066575254e-09,4.6287229003318014e-07,3.5897882200328736e-09,1.0679405166231636e-06
