source,target,weight,interaction,addiction_status,compound_name
RPS6KB1,RHEB,0.968,PPI,,
RPS6KB1,AKT3,0.943,PPI,,
RPS6KB1,AKT2,0.94,PPI,,
RPS6KB1,PRKACA,0.934,PPI,,
RPS6KB1,PRKACB,0.932,PPI,,
RPS6KB1,ESR2,0.928,PPI,,
RPS6KB1,PPP2R1A,0.925,PPI,,
RPS6KB1,POLDIP3,0.921,PPI,,
RPS6KB1,PPP2R1B,0.919,PPI,,
RPS6KB1,RRAGB,0.913,PPI,,
RPS6KB1,RPS6KB2,0.913,PPI,,
RPS6KB1,TSC1,0.906,PPI,,
RPS6KB1,RRAGD,0.886,PPI,,
RPS6KB1,RRAGC,0.858,PPI,,
RPS6KB1,ACTB,0.74,PPI,,
RPS6KB1,STK11,0.723,PPI,,
RPS6KB1,EEF2,0.708,PPI,,
KCNA6,KCNA2,0.986,PPI,,
SHPK,KCNA6,0.717,PPI,,
TFB2M,NOP14,0.781,PPI,,
ACTC1,TNNI3,0.994,PPI,,
ACTC1,NEXN,0.727,PPI,,
ACTA1,TNNC2,0.984,PPI,,
ACTA1,MYH2,0.946,PPI,,
ACTA1,MYH3,0.824,PPI,,
ACTR10,DYNC1LI2,0.917,PPI,,
ACTR10,DYNC1LI1,0.819,PPI,,
NOTCH4,AKT1,0.857,PPI,,
NOTCH4,SRRT,0.785,PPI,,
NOTCH4,DTX3,0.774,PPI,,
RBP2,GOT2,0.741,PPI,,
RBP2,RARA,0.74,PPI,,
RARG,RXRA,0.945,PPI,,
RARG,CRABP2,0.941,PPI,,
RARG,PBX1,0.731,PPI,,
RARA,RXRA,0.999,PPI,,
RARA,RXRB,0.993,PPI,,
RARA,NCOA2,0.992,PPI,,
RARA,RXRG,0.983,PPI,,
RARA,RARG,0.958,PPI,,
RARA,CRABP2,0.902,PPI,,
RARA,PPARG,0.848,PPI,,
RARA,CRABP1,0.792,PPI,,
RARA,AKT1,0.765,PPI,,
RARA,BCR,0.761,PPI,,
RARA,XPR1,0.754,PPI,,
RARA,PBX1,0.751,PPI,,
RARA,PPARGC1A,0.743,PPI,,
RARA,MYH11,0.729,PPI,,
RARA,BMI1,0.722,PPI,,
RARA,ABL1,0.719,PPI,,
CRABP2,CYP26C1,0.726,PPI,,
TNFSF8,CXCL8,0.72,PPI,,
MRPL3,MRPS16,0.999,PPI,,
MRPL3,MRPL46,0.997,PPI,,
MRPL3,RPS19,0.969,PPI,,
MRPL3,MRPL42,0.952,PPI,,
MRPL3,RPS5,0.944,PPI,,
MRPL3,HIBCH,0.943,PPI,,
MRPL3,GFM2,0.91,PPI,,
MRPL3,MRPS17,0.889,PPI,,
MRPL3,TSFM,0.876,PPI,,
MRPL3,RPL17,0.871,PPI,,
MRPL3,EIF5B,0.836,PPI,,
MRPL3,WDR31,0.829,PPI,,
MRPL3,EEF2,0.813,PPI,,
MRPL3,NPSR1,0.806,PPI,,
MRPL3,MAPK9,0.779,PPI,,
MRPL3,MAPK8,0.777,PPI,,
MRPL3,HDDC3,0.769,PPI,,
MRPL3,VEZT,0.705,PPI,,
MRPL46,MRPS16,0.996,PPI,,
MRPL46,HIBCH,0.961,PPI,,
MRPL46,MRPL42,0.942,PPI,,
MRPL46,TSFM,0.898,PPI,,
MRPL46,RPL17,0.868,PPI,,
MRPL46,RPS5,0.842,PPI,,
MRPL46,GFM2,0.818,PPI,,
MRPL46,MAPK8,0.791,PPI,,
MRPL46,MAPK9,0.79,PPI,,
GFM1,MRPS16,0.997,PPI,,
GFM1,TSFM,0.993,PPI,,
GFM1,MRPL3,0.969,PPI,,
GFM1,RPS19,0.924,PPI,,
GFM1,EIF5B,0.867,PPI,,
GFM1,MRPL46,0.855,PPI,,
GFM1,MRPL42,0.831,PPI,,
GFM1,RPS5,0.829,PPI,,
GFM1,MRPS17,0.812,PPI,,
GFM1,RPL17,0.811,PPI,,
GFM1,NPSR1,0.759,PPI,,
GFM1,MTRF1L,0.731,PPI,,
GFM1,FASTKD3,0.719,PPI,,
GFM1,HOGA1,0.718,PPI,,
TSFM,MRPS16,0.994,PPI,,
TSFM,GFM2,0.834,PPI,,
TSFM,HOGA1,0.77,PPI,,
TSFM,PARS2,0.739,PPI,,
TSFM,VEZT,0.736,PPI,,
TSFM,RPL17,0.733,PPI,,
TSFM,RPS5,0.723,PPI,,
HDDC3,RPS5,0.803,PPI,,
HDDC3,RPL17,0.788,PPI,,
NPSR1,RPS19,0.953,PPI,,
NPSR1,RPL17,0.85,PPI,,
EEF2,RPS19,0.999,PPI,,
EEF2,RPS5,0.999,PPI,,
EEF2,RPL17,0.996,PPI,,
EEF2,WDR31,0.946,PPI,,
EEF2,MRPS16,0.924,PPI,,
EEF2,NPSR1,0.905,PPI,,
EEF2,CALML3,0.798,PPI,,
EEF2,EIF3I,0.779,PPI,,
EEF2,TSFM,0.779,PPI,,
EEF2,PABPC1,0.775,PPI,,
GFM2,MRPL42,0.861,PPI,,
HIBCH,MRPS16,0.954,PPI,,
HIBCH,SCP2,0.825,PPI,,
HIBCH,MAPK8,0.791,PPI,,
HIBCH,MAPK9,0.791,PPI,,
HIBCH,RPS5,0.778,PPI,,
HIBCH,ACAT2,0.702,PPI,,
MRPS17,MRPS16,0.995,PPI,,
MRPS17,MRPL42,0.987,PPI,,
MRPS17,MRPL46,0.9,PPI,,
MRPS17,TFB1M,0.857,PPI,,
MRPS17,METTL15,0.846,PPI,,
MRPS17,RBFA,0.829,PPI,,
MRPL32,MRPS16,0.999,PPI,,
MRPL32,MRPL3,0.998,PPI,,
MRPL32,MRPL46,0.996,PPI,,
MRPL32,GFM1,0.984,PPI,,
MRPL32,MRPL42,0.979,PPI,,
MRPL32,RPS5,0.966,PPI,,
MRPL32,RPL17,0.963,PPI,,
MRPL32,TSFM,0.948,PPI,,
MRPL32,HDDC3,0.944,PPI,,
MRPL32,NPSR1,0.937,PPI,,
MRPL32,EEF2,0.923,PPI,,
MRPL32,GFM2,0.909,PPI,,
MRPL32,HIBCH,0.892,PPI,,
MRPL32,MRPS17,0.888,PPI,,
MRPL32,MAPK8,0.801,PPI,,
MRPL32,MAPK9,0.798,PPI,,
COL3A1,COL6A1,0.926,PPI,,
COL3A1,DDR2,0.841,PPI,,
COL3A1,DDR1,0.798,PPI,,
COL3A1,TGFBR2,0.75,PPI,,
COL3A1,TGFBR1,0.746,PPI,,
COL3A1,COL12A1,0.73,PPI,,
COL6A2,COL6A1,0.998,PPI,,
COL6A2,COL3A1,0.894,PPI,,
COL6A2,COL12A1,0.793,PPI,,
COL6A2,ITGA4,0.732,PPI,,
COL6A2,COL18A1,0.718,PPI,,
COL6A1,ITGA4,0.719,PPI,,
PCOLCE,COL6A2,0.833,PPI,,
PCOLCE,COL6A1,0.779,PPI,,
SDCBP,SLC6A5,0.831,PPI,,
AIMP2,SDCBP,0.795,PPI,,
UGT1A7,CYP1A1,0.985,PPI,,
UGT1A7,CYP19A1,0.945,PPI,,
UGT1A7,ABCC2,0.74,PPI,,
UGT1A1,UGT1A7,0.994,PPI,,
UGT1A1,CYP1A1,0.985,PPI,,
UGT1A1,CYP1A2,0.957,PPI,,
UGT1A1,CYP19A1,0.94,PPI,,
UGT1A1,LRTOMT,0.818,PPI,,
UGT1A1,NR1I2,0.761,PPI,,
UGT1A1,CYP4A11,0.757,PPI,,
UGT1A1,GSTA1,0.752,PPI,,
UGT1A1,ABCC2,0.75,PPI,,
UGT1A1,CYP4A22,0.705,PPI,,
UGT2B17,CYP1A1,0.954,PPI,,
UGT2B17,CYP19A1,0.937,PPI,,
UGT2B17,CYP1A2,0.877,PPI,,
UGT2B17,SRD5A2,0.757,PPI,,
CYP19A1,SRD5A2,0.961,PPI,,
CYP19A1,FSHR,0.831,PPI,,
CYP19A1,AKT1,0.748,PPI,,
CYP19A1,GPER1,0.712,PPI,,
NR1I2,RXRA,0.999,PPI,,
NR1I2,XPR1,0.889,PPI,,
NR1I2,CYP1A2,0.834,PPI,,
NR1I2,UGT1A7,0.747,PPI,,
NR1I2,CYP1A1,0.742,PPI,,
NR1I2,ABCC2,0.73,PPI,,
P2RY12,TREM2,0.874,PPI,,
HOXA7,HOXA9,0.946,PPI,,
HOXA7,MEIS1,0.907,PPI,,
HOXA7,HOXC6,0.877,PPI,,
HOXA7,HOXD4,0.866,PPI,,
HOXA7,HOXC5,0.85,PPI,,
HOXA7,PBX1,0.752,PPI,,
HOXB7,HOXA7,0.938,PPI,,
HOXB7,HOXC6,0.929,PPI,,
HOXB7,PBX1,0.897,PPI,,
HOXB7,HOXD4,0.881,PPI,,
HOXB7,HOXC5,0.836,PPI,,
HOXD4,HOXD3,0.996,PPI,,
HOXD4,HOXC5,0.853,PPI,,
HOXA6,HOXA7,0.921,PPI,,
HOXA6,HOXB7,0.857,PPI,,
HOXA6,HOXC5,0.839,PPI,,
HOXA6,HOXC6,0.832,PPI,,
HOXA6,HOXD4,0.83,PPI,,
CAV2,EGFR,0.977,PPI,,
CAV2,FYN,0.962,PPI,,
CAV2,CALML3,0.936,PPI,,
CAV2,CACNA1A,0.732,PPI,,
NT5E,NT5C2,0.929,PPI,,
NT5E,UPRT,0.922,PPI,,
NT5E,DCK,0.921,PPI,,
NT5E,TK2,0.92,PPI,,
NT5E,THY1,0.919,PPI,,
NT5E,DGUOK,0.908,PPI,,
NT5E,DCTPP1,0.904,PPI,,
NT5E,DUT,0.902,PPI,,
NT5E,GUK1,0.9,PPI,,
NT5E,ALCAM,0.868,PPI,,
NT5E,EPHX2,0.795,PPI,,
NT5E,ANPEP,0.785,PPI,,
NT5E,PDE6B,0.763,PPI,,
NT5E,PDE6C,0.74,PPI,,
NT5E,PDE4A,0.709,PPI,,
NT5E,PDE10A,0.7,PPI,,
NT5C2,QPRT,0.912,PPI,,
NT5C2,DUT,0.903,PPI,,
NT5C2,GUK1,0.902,PPI,,
NT5C2,UPRT,0.9,PPI,,
MRPS16,MRPL42,0.992,PPI,,
MRPS16,RPS5,0.971,PPI,,
MRPS16,RPL17,0.969,PPI,,
MRPS16,HDDC3,0.951,PPI,,
MRPS16,NPSR1,0.939,PPI,,
MRPS16,METTL15,0.875,PPI,,
MRPS16,MAPK8,0.801,PPI,,
MRPS16,MAPK9,0.8,PPI,,
NAMPT,NT5E,0.926,PPI,,
NAMPT,NT5C2,0.908,PPI,,
NAMPT,MRPS16,0.718,PPI,,
CPA4,LXN,0.996,PPI,,
CPA4,TPSAB1,0.752,PPI,,
PON3,NFYC,0.778,PPI,,
RPL17,RPS5,0.999,PPI,,
RPL17,RPS19,0.999,PPI,,
TMEM147,RPL17,0.821,PPI,,
TMEM147,NOMO3,0.783,PPI,,
ERBB2,EGFR,0.999,PPI,,
ERBB2,ERBB4,0.999,PPI,,
ERBB2,PIK3R1,0.995,PPI,,
ERBB2,IGF1R,0.993,PPI,,
ERBB2,PTK2,0.99,PPI,,
ERBB2,PGR,0.98,PPI,,
ERBB2,JAK2,0.966,PPI,,
ERBB2,JAK1,0.959,PPI,,
ERBB2,JAK3,0.951,PPI,,
ERBB2,ACTB,0.932,PPI,,
ERBB2,IRS1,0.909,PPI,,
ERBB2,INSR,0.853,PPI,,
ERBB2,NGF,0.849,PPI,,
ERBB2,MET,0.847,PPI,,
ERBB2,BCAR1,0.845,PPI,,
ERBB2,PTK6,0.838,PPI,,
ERBB2,EPHA2,0.834,PPI,,
ERBB2,FGFR4,0.829,PPI,,
ERBB2,PTGS2,0.828,PPI,,
ERBB2,ADRB2,0.822,PPI,,
ERBB2,CYP19A1,0.809,PPI,,
ERBB2,VEGFC,0.808,PPI,,
ERBB2,FYN,0.807,PPI,,
ERBB2,AR,0.788,PPI,,
ERBB2,ALK,0.775,PPI,,
ERBB2,PROM1,0.77,PPI,,
ERBB2,BCL2L1,0.767,PPI,,
ERBB2,FGFR3,0.765,PPI,,
ERBB2,AXL,0.763,PPI,,
ERBB2,NTRK1,0.751,PPI,,
ERBB2,BDNF,0.746,PPI,,
ERBB2,RET,0.745,PPI,,
ERBB2,FGFR2,0.744,PPI,,
ERBB2,FGFR1,0.737,PPI,,
ERBB2,ABL1,0.731,PPI,,
ERBB2,CXCR4,0.729,PPI,,
ERBB2,NTF3,0.725,PPI,,
ERBB2,CD8A,0.72,PPI,,
ERBB2,ESR2,0.717,PPI,,
ERBB2,NTRK3,0.717,PPI,,
ERBB2,JUP,0.717,PPI,,
ERBB2,PTK7,0.716,PPI,,
ERBB2,MST1R,0.713,PPI,,
ERBB2,NTRK2,0.704,PPI,,
ERBB2,NTF4,0.7,PPI,,
ERBB4,PIK3R1,0.948,PPI,,
ERBB4,BDNF,0.781,PPI,,
ERBB4,NGF,0.747,PPI,,
ERBB4,VEGFC,0.725,PPI,,
ERBB4,NTF3,0.71,PPI,,
PDGFRB,PIK3R1,0.999,PPI,,
PDGFRB,EGFR,0.998,PPI,,
PDGFRB,KDR,0.986,PPI,,
PDGFRB,PIK3R3,0.955,PPI,,
PDGFRB,JAK2,0.954,PPI,,
PDGFRB,PTK2,0.925,PPI,,
PDGFRB,JAK1,0.921,PPI,,
PDGFRB,NCK1,0.915,PPI,,
PDGFRB,VEGFC,0.892,PPI,,
PDGFRB,FYN,0.891,PPI,,
PDGFRB,ERBB2,0.874,PPI,,
PDGFRB,IRS1,0.833,PPI,,
PDGFRB,TYK2,0.818,PPI,,
PDGFRB,THY1,0.801,PPI,,
PDGFRB,NGF,0.773,PPI,,
PDGFRB,BDNF,0.761,PPI,,
PDGFRB,JAK3,0.729,PPI,,
PDGFRB,NTF3,0.725,PPI,,
PDGFRB,THPO,0.724,PPI,,
PDGFRB,CXCR4,0.707,PPI,,
PDGFRB,NTF4,0.702,PPI,,
KIT,PIK3R1,0.995,PPI,,
KIT,LYN,0.928,PPI,,
KIT,ANPEP,0.921,PPI,,
KIT,SH2B3,0.875,PPI,,
KIT,VEGFC,0.85,PPI,,
KIT,IL7R,0.842,PPI,,
KIT,IRS1,0.841,PPI,,
KIT,BDNF,0.841,PPI,,
KIT,CXCR4,0.833,PPI,,
KIT,AKT1,0.818,PPI,,
KIT,BCR,0.807,PPI,,
KIT,PROM1,0.789,PPI,,
KIT,NGF,0.786,PPI,,
KIT,FYN,0.771,PPI,,
KIT,THPO,0.756,PPI,,
KIT,CD8A,0.727,PPI,,
KIT,FUT4,0.721,PPI,,
KIT,JAK2,0.707,PPI,,
KIT,EDNRB,0.703,PPI,,
IGF1R,JAK1,0.964,PPI,,
PDPK1,AKT1,0.999,PPI,,
PDPK1,PKN2,0.996,PPI,,
PDPK1,SGK1,0.988,PPI,,
PDPK1,WDR5,0.984,PPI,,
PDPK1,AKT2,0.962,PPI,,
PDPK1,SGK3,0.962,PPI,,
PDPK1,PRKCZ,0.96,PPI,,
PDPK1,PIK3R1,0.953,PPI,,
PDPK1,AKT3,0.939,PPI,,
PDPK1,CARD11,0.817,PPI,,
PDPK1,RPS6KA3,0.812,PPI,,
PDPK1,FYN,0.741,PPI,,
PDPK1,ILK,0.702,PPI,,
PDGFRA,PIK3R1,0.995,PPI,,
PDGFRA,PDGFRB,0.989,PPI,,
PDGFRA,EGFR,0.986,PPI,,
PDGFRA,PIK3R3,0.938,PPI,,
PDGFRA,JAK2,0.929,PPI,,
PDGFRA,JAK1,0.919,PPI,,
PDGFRA,PTK2,0.919,PPI,,
PDGFRA,VEGFC,0.873,PPI,,
PDGFRA,BDNF,0.86,PPI,,
PDGFRA,NTF3,0.843,PPI,,
PDGFRA,ERBB2,0.768,PPI,,
PDGFRA,NGF,0.755,PPI,,
PDGFRA,JAK3,0.737,PPI,,
PDGFRA,THPO,0.735,PPI,,
PDGFRA,IRS1,0.731,PPI,,
PDGFRA,IDH1,0.727,PPI,,
PDGFRA,FGFR1,0.715,PPI,,
ILK,AKT1,0.998,PPI,,
ILK,ACTB,0.951,PPI,,
ILK,AKT3,0.942,PPI,,
ILK,PIK3R1,0.937,PPI,,
ILK,ACTG1,0.928,PPI,,
ILK,BCAR1,0.886,PPI,,
KDR,VEGFC,0.999,PPI,,
KDR,TIMP3,0.967,PPI,,
KDR,COL18A1,0.96,PPI,,
KDR,PTK2,0.958,PPI,,
KDR,JAK1,0.947,PPI,,
KDR,IQGAP1,0.946,PPI,,
KDR,PIK3R1,0.943,PPI,,
KDR,NCK1,0.942,PPI,,
KDR,CD47,0.94,PPI,,
KDR,JAK2,0.926,PPI,,
KDR,NGF,0.876,PPI,,
KDR,MET,0.851,PPI,,
KDR,TRPC1,0.836,PPI,,
KDR,FYN,0.807,PPI,,
KDR,EGFR,0.805,PPI,,
KDR,PROM1,0.796,PPI,,
KDR,BDNF,0.795,PPI,,
KDR,GIPC1,0.769,PPI,,
KDR,BTRC,0.768,PPI,,
KDR,TEK,0.744,PPI,,
KDR,IRS1,0.743,PPI,,
KDR,PTPRJ,0.73,PPI,,
KDR,CXCL8,0.728,PPI,,
KDR,NTF3,0.721,PPI,,
KDR,NTF4,0.715,PPI,,
KDR,AKT1,0.715,PPI,,
LYN,BTK,0.997,PPI,,
LYN,JAK1,0.836,PPI,,
LYN,AKT1,0.82,PPI,,
LYN,TYK2,0.806,PPI,,
ALK,PIK3R1,0.973,PPI,,
ALK,JAK3,0.95,PPI,,
ALK,JAK1,0.944,PPI,,
ALK,TGFBR1,0.882,PPI,,
ALK,SEC31A,0.825,PPI,,
BTK,MYD88,0.984,PPI,,
PIP5K1A,PIP5KL1,0.961,PPI,,
PIP5K1A,PIK3R1,0.926,PPI,,
PIP5K1A,ACTB,0.915,PPI,,
PIP5K1A,ACTG1,0.906,PPI,,
PIP4K2C,PIP5K1A,0.916,PPI,,
PIP4K2C,PIK3R1,0.913,PPI,,
PIP4K2C,PIP5KL1,0.906,PPI,,
PIK3AP1,PIK3R1,0.958,PPI,,
PRKCD,RIPK4,0.949,PPI,,
PRKCD,PIK3R1,0.934,PPI,,
PRKCD,NCF4,0.931,PPI,,
PRKCD,MAPK8,0.918,PPI,,
PRKCD,MAPK9,0.912,PPI,,
PRKCD,PLA2G6,0.907,PPI,,
PRKCD,FYN,0.874,PPI,,
PRKCD,PRKCZ,0.78,PPI,,
VAV2,PIK3R1,0.91,PPI,,
VAV2,CTTN,0.785,PPI,,
VAV2,AKT1,0.769,PPI,,
VAV2,BTK,0.743,PPI,,
VAV2,LYN,0.701,PPI,,
PIP5K1B,PIP5K1A,0.941,PPI,,
PIP5K1B,ARF6,0.934,PPI,,
PIP5K1B,PIP5KL1,0.934,PPI,,
PIP5K1B,PIK3C2A,0.92,PPI,,
PIP5K1B,PIK3R1,0.919,PPI,,
PIP5K1B,PIP4K2C,0.911,PPI,,
PIP5K1B,ACTB,0.911,PPI,,
PIP5K1B,PIK3C2B,0.908,PPI,,
PIP5K1B,ACTG1,0.905,PPI,,
KISS1R,PIK3R1,0.936,PPI,,
KISS1R,PROK2,0.918,PPI,,
KISS1R,FGFR1,0.756,PPI,,
FGFR3,FGFR2,0.987,PPI,,
FGFR3,JAK2,0.921,PPI,,
FGFR3,JAK1,0.915,PPI,,
FGFR3,FGFR1,0.854,PPI,,
FGFR3,VEGFC,0.828,PPI,,
FGFR3,PIK3R1,0.824,PPI,,
FGFR3,NGF,0.81,PPI,,
FGFR3,BDNF,0.747,PPI,,
INSR,IRS1,0.999,PPI,,
INSR,IGF1R,0.997,PPI,,
INSR,PIK3R1,0.988,PPI,,
INSR,INSRR,0.984,PPI,,
INSR,PRKCE,0.931,PPI,,
INSR,SLC2A4,0.813,PPI,,
INSR,JAK2,0.797,PPI,,
INSR,BDNF,0.726,PPI,,
INSR,ACTB,0.726,PPI,,
INSR,SLC2A2,0.713,PPI,,
INSR,NGF,0.701,PPI,,
TGFBR2,TGFBR1,0.999,PPI,,
TGFBR2,ACVRL1,0.992,PPI,,
TGFBR2,ALK,0.947,PPI,,
TGFBR2,PIK3R1,0.772,PPI,,
TGFBR2,BMPR1A,0.728,PPI,,
RET,PIK3R1,0.898,PPI,,
RET,EDNRB,0.847,PPI,,
RET,NGF,0.791,PPI,,
RET,BDNF,0.741,PPI,,
MET,PTPRJ,0.936,PPI,,
MET,PTK2,0.935,PPI,,
MET,JAK2,0.92,PPI,,
MET,SH3KBP1,0.919,PPI,,
MET,JAK1,0.917,PPI,,
MET,PIK3R1,0.872,PPI,,
MET,VEGFC,0.818,PPI,,
MET,CXCR4,0.797,PPI,,
MET,NGF,0.755,PPI,,
MET,BDNF,0.742,PPI,,
HCK,LYN,0.986,PPI,,
HCK,PTK2B,0.93,PPI,,
HCK,PIK3R1,0.857,PPI,,
HCK,JAK2,0.842,PPI,,
HCK,TNK2,0.831,PPI,,
HCK,TYK2,0.823,PPI,,
HCK,BTK,0.759,PPI,,
HCK,SH3KBP1,0.746,PPI,,
INSRR,IGF1R,0.96,PPI,,
INSRR,PIK3R1,0.75,PPI,,
FLT4,VEGFC,0.999,PPI,,
FLT4,KDR,0.994,PPI,,
FLT4,PTK2,0.921,PPI,,
FLT4,PIK3R1,0.853,PPI,,
FLT4,COL18A1,0.776,PPI,,
FLT4,ERBB2,0.722,PPI,,
FLT4,PIK3R3,0.72,PPI,,
FLT4,NGF,0.718,PPI,,
FLT4,BDNF,0.715,PPI,,
FGFR4,FGFR1,0.967,PPI,,
FGFR4,IRS1,0.815,PPI,,
FGFR4,PIK3R1,0.798,PPI,,
FGFR4,FGFR3,0.79,PPI,,
FGFR4,VEGFC,0.714,PPI,,
FGFR4,NTF3,0.708,PPI,,
FGFR4,BDNF,0.708,PPI,,
FGFR4,NGF,0.703,PPI,,
AXL,JAK2,0.915,PPI,,
AXL,JAK1,0.914,PPI,,
AXL,PIK3R1,0.89,PPI,,
TPO,TH,0.924,PPI,,
TPO,TBL1X,0.914,PPI,,
TPO,GOT1,0.911,PPI,,
TPO,IL4I1,0.901,PPI,,
TPO,PAH,0.822,PPI,,
DUOX2,NCF4,0.919,PPI,,
DUOX2,NOXO1,0.806,PPI,,
SLC2A1,AKT1,0.708,PPI,,
SLC5A5,TPO,0.94,PPI,,
SLC5A5,DUOX2,0.8,PPI,,
SLC5A5,SLC2A1,0.755,PPI,,
PLA2G12B,ALOX15B,0.751,PPI,,
RTKN,PKN1,0.872,PPI,,
LIN7C,KCNJ12,0.756,PPI,,
LIN7B,RTKN,0.963,PPI,,
LIN7B,LIN7C,0.913,PPI,,
CYP4F2,VKORC1,0.967,PPI,,
CYP4F2,CYP2U1,0.942,PPI,,
CYP4F2,PTGS2,0.942,PPI,,
CYP4F2,ALOX5,0.93,PPI,,
CYP4F2,ALOX12B,0.929,PPI,,
CYP4F2,ALOX12,0.922,PPI,,
CYP4F2,LTA4H,0.92,PPI,,
CYP4F2,CYP4A11,0.919,PPI,,
CYP4F2,ALOX15,0.916,PPI,,
CYP4F2,CYP4A22,0.915,PPI,,
CYP4F2,PTGS1,0.914,PPI,,
CYP4F2,ALOX15B,0.914,PPI,,
CYP4F2,CYP1A2,0.707,PPI,,
CYP4F2,PLA2G12B,0.707,PPI,,
PTGS2,ALOX5,0.973,PPI,,
PTGS2,PTGDS,0.945,PPI,,
PTGS2,ALOX15B,0.941,PPI,,
PTGS2,ALOX12B,0.92,PPI,,
PTGS2,CYP4A22,0.906,PPI,,
PTGS2,CXCL1,0.848,PPI,,
PTGS2,CXCL2,0.819,PPI,,
PTGS2,TLR4,0.787,PPI,,
PTGS2,AKT1,0.775,PPI,,
PTGS2,PLA2G4C,0.744,PPI,,
PTGS2,MYD88,0.742,PPI,,
PTGS2,PPARA,0.729,PPI,,
PTGS2,ACTB,0.728,PPI,,
PTGS2,PLA2G12B,0.702,PPI,,
CYP2U1,CYP4A22,0.945,PPI,,
CYP2U1,ALOX5,0.91,PPI,,
CYP2U1,ALOX12B,0.909,PPI,,
CYP2U1,ALOX15B,0.904,PPI,,
CYP2U1,PTGS2,0.902,PPI,,
CYP2U1,PTGS1,0.902,PPI,,
LTA4H,ALOX5,0.992,PPI,,
LTA4H,LTB4R2,0.892,PPI,,
LTA4H,LTB4R,0.842,PPI,,
ALOX5,GPX3,0.94,PPI,,
ALOX5,GPX8,0.937,PPI,,
ALOX5,ALOX15B,0.916,PPI,,
ALOX5,ALOX12B,0.912,PPI,,
ALOX5,PLA2G4C,0.742,PPI,,
ALOX5,LTB4R,0.722,PPI,,
ALOX12,PTGS1,0.96,PPI,,
ALOX12,PTGS2,0.947,PPI,,
ALOX12,ALOX12B,0.921,PPI,,
ALOX12,CYP4A11,0.92,PPI,,
ALOX12,ALOX15B,0.919,PPI,,
ALOX12,ALOX5,0.914,PPI,,
ALOX12,CYP4A22,0.913,PPI,,
ALOX12,CYP2U1,0.913,PPI,,
ALOX12,ALOX15,0.906,PPI,,
ALOX12,PLA2G4A,0.841,PPI,,
ALOX12,PLA2G6,0.734,PPI,,
ALOX12,PLA2G4C,0.708,PPI,,
ALOX15,PTGS2,0.963,PPI,,
ALOX15,PTGS1,0.96,PPI,,
ALOX15,GPX3,0.933,PPI,,
ALOX15,GPX8,0.929,PPI,,
ALOX15,GPX7,0.929,PPI,,
ALOX15,ALOX12B,0.918,PPI,,
ALOX15,CYP4A11,0.917,PPI,,
ALOX15,ALOX15B,0.916,PPI,,
ALOX15,CYP1A2,0.915,PPI,,
ALOX15,ALOX5,0.914,PPI,,
ALOX15,CYP2U1,0.905,PPI,,
ALOX15,CYP4A22,0.905,PPI,,
ALOX15,PLA2G4A,0.834,PPI,,
ALOX15,PLA2G6,0.786,PPI,,
ALOX15,PLA2G4C,0.71,PPI,,
ALOX15B,GPX3,0.921,PPI,,
ALOX15B,GPX8,0.912,PPI,,
ALOX15B,ALOX12B,0.909,PPI,,
ALOX15B,PLA2G4C,0.716,PPI,,
PTGS1,ALOX5,0.97,PPI,,
PTGS1,PTGDS,0.949,PPI,,
PTGS1,PTGS2,0.946,PPI,,
PTGS1,ALOX15B,0.939,PPI,,
PTGS1,ALOX12B,0.92,PPI,,
PTGS1,PLA2G4A,0.914,PPI,,
PTGS1,CYP4A22,0.904,PPI,,
PTGS1,PLA2G4C,0.734,PPI,,
PLA2G4A,PTGS2,0.962,PPI,,
PLA2G4A,ALOX5,0.925,PPI,,
PLA2G4A,ALOX15B,0.772,PPI,,
PLA2G4A,ALOX12B,0.718,PPI,,
CYP4F3,CYP4F2,0.977,PPI,,
CYP4F3,PTGS2,0.946,PPI,,
CYP4F3,CYP2U1,0.945,PPI,,
CYP4F3,LTA4H,0.936,PPI,,
CYP4F3,ALOX5,0.934,PPI,,
CYP4F3,ALOX12,0.933,PPI,,
CYP4F3,ALOX15,0.921,PPI,,
CYP4F3,ALOX12B,0.921,PPI,,
CYP4F3,ALOX15B,0.92,PPI,,
CYP4F3,CYP4A11,0.917,PPI,,
CYP4F3,CYP4A22,0.914,PPI,,
CYP4F3,PTGS1,0.913,PPI,,
CYP4F3,PLA2G4A,0.709,PPI,,
KCTD9,TOP2A,0.734,PPI,,
XIAP,AKT1,0.939,PPI,,
XIAP,BCL2L1,0.939,PPI,,
XIAP,TGFBR1,0.847,PPI,,
XIAP,KCNJ6,0.838,PPI,,
ARHGEF2,AKT1,0.767,PPI,,
ARHGEF2,MARK2,0.758,PPI,,
MAPK14,MAPKAPK3,0.996,PPI,,
MAPK14,AKT1,0.99,PPI,,
MAPK14,RPS6KA4,0.984,PPI,,
MAPK14,RPS6KA5,0.976,PPI,,
MAPK14,MAPK8,0.955,PPI,,
MAPK14,CDC25B,0.951,PPI,,
MAPK14,DUSP16,0.95,PPI,,
MAPK14,PPARGC1A,0.95,PPI,,
MAPK14,MAPK9,0.942,PPI,,
MAPK14,PTK2,0.941,PPI,,
MAPK14,MAP3K7,0.939,PPI,,
MAPK14,AKT2,0.932,PPI,,
MAPK14,AKT3,0.925,PPI,,
MAPK14,ESR2,0.921,PPI,,
MAPK14,PGR,0.92,PPI,,
